frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
115,575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,0.997814,0.997290,0.994586,0.997815,0.994595,0,0,0,0,0,1600,1615,1617,1601,1620
315,1575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.004167,0.987410,1.003612,0.991915,1.001271,14,-20,13,-20,13,1210,1438,1431,1378,1344
515,2575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.010333,0.980907,1.009564,0.985643,1.006740,13,-20,15,-20,12,1512,1446,1443,1372,1402
715,3575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.018559,0.971255,1.016912,0.973845,1.017307,11,-20,13,-20,16,1602,1579,1603,1567,1619
915,4575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.024457,0.964049,1.024496,0.964186,1.024403,12,-20,14,-20,14,1610,1578,1607,1557,1614
1115,5575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.032135,0.955923,1.031944,0.958081,1.031926,13,-20,14,-20,14,1606,1585,1617,1583,1618
1315,6575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.039609,0.945485,1.039588,0.947572,1.037920,15,-20,15,-20,12,1613,1586,1614,1582,1616
1515,7575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.046145,0.937017,1.046739,0.939377,1.045946,13,-20,13,-20,15,1612,1580,1610,1568,1620
1715,8575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.053746,0.930155,1.053145,0.930039,1.050139,14,-20,12,-20,15,1612,1574,1614,1571,1565
1915,9575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.059653,0.922692,1.060457,0.924972,1.060293,11,-20,14,-20,15,1614,1568,1606,1556,1611
2115,10575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.064461,0.917275,1.062209,0.916392,1.064311,17,-20,13,-20,12,1523,1414,1490,1289,1496
2315,11575,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.073713,0.911665,1.073633,0.916242,1.078294,9,-20,13,-20,20,1615,1536,1617,1537,1622
