frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
109,545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.997271,0.996624,0.992099,0.997732,0.997726,0,0,0,0,0,1602,1547,1542,1534,1529
309,1545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.997289,0.996750,0.994051,0.997830,0.997812,0,0,0,0,0,1614,1616,1619,1613,1598
509,2545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998345,0.997200,0.993879,0.998293,0.998871,0,0,0,0,0,1583,1556,1567,1527,1542
709,3545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998914,0.997831,0.995106,0.998361,0.998914,0,0,0,0,0,1612,1614,1609,1600,1612
909,4545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998863,0.997741,0.995036,0.999457,0.999457,0,0,0,0,0,1529,1541,1583,1610,1611
1109,5545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998914,0.997831,0.995671,0.998914,0.999457,0,0,0,0,0,1612,1614,1618,1611,1611
1309,6545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998905,0.998370,0.996143,0.998882,1.000000,0,0,0,0,0,1597,1610,1585,1559,1542
1509,7545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998862,0.998313,0.996043,1.000000,0.999446,0,0,0,0,0,1528,1548,1539,1555,1576
1709,8545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998856,0.998874,0.996113,0.999445,1.000000,0,0,0,0,0,1519,1547,1571,1573,1551
1909,9545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998864,0.998312,0.996648,0.999451,0.999433,0,0,0,0,0,1530,1547,1560,1593,1534
2109,10545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998914,0.998362,0.996208,0.999456,0.999457,0,0,0,0,0,1611,1602,1616,1608,1611
2309,11545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998914,0.998372,0.996744,0.999456,0.999457,0,0,0,0,0,1612,1613,1613,1609,1610
2509,12545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998914,0.998372,0.996748,0.999456,0.999457,0,0,0,0,0,1612,1613,1615,1609,1611
2709,13545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998861,0.998315,0.997218,0.999440,0.999426,0,0,0,0,0,1526,1550,1567,1557,1511
2909,14545,CC,CC,CC,CC,CC,0.000000,0.000000,0.000000,0.000000,0.000000,0.998914,0.998350,0.997825,0.999457,0.999457,0,0,0,0,0,1612,1588,1609,1610,1611
