frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
188,940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998280,0.996462,0.996495,0.994994,0.997218,0,0,0,0,0,1514,1466,1482,1568,1567
388,1940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998870,0.978348,1.017887,0.999448,1.000564,3,-40,40,7,3,1540,1525,1559,1581,1544
588,2940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.958700,1.039566,1.000543,1.000000,0,-40,40,1,1,1604,1586,1615,1611,1612
788,3940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.943188,1.061202,1.001099,1.000000,0,-40,41,0,-2,1612,1583,1600,1589,1606
988,4940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.997648,0.927368,1.083287,1.000000,1.000000,0,-40,41,0,0,1471,1491,1559,1534,1598
1188,5940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.001095,0.902809,1.105580,1.000560,1.000000,0,-40,41,0,0,1597,1550,1598,1557,1575
1388,6940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.997632,0.893498,1.121882,1.000000,1.000000,-2,-40,41,0,0,1459,1385,1534,1564,1585
1588,7940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.880453,1.147746,1.000000,1.000000,0,-40,43,0,0,1602,1535,1611,1618,1606
1788,8940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.876014,1.167943,1.000000,1.000000,0,-40,42,-2,0,1603,1496,1598,1570,1559
1988,9940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.868405,1.187500,1.000549,1.000000,0,-40,45,-3,0,1611,1419,1610,1592,1612
2188,10940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.000000,0.857914,1.197950,1.000551,1.000000,0,-35,37,-1,0,1589,1438,1624,1584,1609
2388,11940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.010343,0.985463,1.012869,0.981163,1.011019,20,213,-339,-40,20,1607,1421,1635,1575,1585
2588,12940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.021864,0.994855,0.999435,0.964088,1.020583,21,22,-23,-40,20,1508,1325,1541,1580,1519
2788,13940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.032805,1.000000,0.997795,0.944566,1.032751,20,8,-5,-40,21,1599,1392,1584,1592,1602
2988,14940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.044046,1.000000,1.000000,0.925702,1.044638,19,-1,2,-39,21,1609,1456,1641,1587,1607
3188,15940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.053326,1.000596,1.000539,0.906681,1.056583,20,1,0,-40,23,1589,1449,1626,1581,1608
3388,16940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.065181,0.999403,0.999461,0.890929,1.066413,24,1,0,-41,20,1565,1444,1625,1567,1607
3588,17940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.064942,1.000000,0.999451,0.880410,1.074915,20,0,-1,-39,21,1510,1388,1592,1526,1532
3788,18940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.088925,1.000000,1.000000,0.879239,1.085556,23,-1,0,-41,21,1603,1456,1611,1451,1570
3988,19940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.096405,1.001240,1.000571,0.877693,1.098219,20,-2,0,-40,22,1606,1383,1522,1348,1511
4188,20940,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.102462,1.002009,1.001190,0.866751,1.095930,19,0,0,-40,18,1273,1263,1451,1346,1490
4388,21940,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.012878,0.999389,1.021111,0.864078,1.010920,-171,-1,49,-40,-177,1556,1406,1570,1315,1510
4588,22940,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,0.998734,0.998746,1.041569,0.862933,1.002561,-26,-3,47,-40,-23,1350,1365,1478,1127,1332
4788,23940,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,1.000000,1.073001,0.850612,1.000546,-4,2,43,-40,-5,1611,1453,1633,1323,1603
4988,24940,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.001282,1.009143,1.074862,0.862031,0.997445,0,-1,43,-40,0,1330,645,1039,676,944
5188,25940,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,0.997745,0.998765,1.103562,0.844627,1.001155,-1,0,43,-40,-2,1544,1389,1595,1231,1502
5388,26940,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,0.999401,1.111940,0.846672,0.996034,0,-1,41,-40,0,1606,1439,1646,1107,1535
5588,27940,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000583,1.000000,1.109421,0.838198,0.993823,0,1,47,-40,-2,1485,1115,1479,969,1227
5788,28940,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,0.999400,1.124935,0.824135,0.998333,0,0,50,-39,0,1601,1437,1683,1129,1570
5988,29940,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.002183,1.002268,1.112753,0.838919,0.997202,0,1,50,-41,3,686,652,1056,695,842
6188,30940,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.000556,0.999395,1.145295,0.815336,0.999453,1,-1,39,-35,1,1569,1423,1704,1048,1599
6388,31940,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.008264,0.978736,1.008855,0.982022,1.011797,20,-39,-241,252,20,1343,1416,1464,660,1211
6588,32940,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.019810,0.957547,0.992568,0.998588,1.019908,22,-41,-27,44,22,1032,1254,1250,478,1076
6788,33940,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.034783,0.934652,0.998946,0.997030,1.030055,21,-40,-1,16,20,1610,1438,1668,1117,1600
6988,34940,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.043311,0.920223,0.999473,1.000000,1.037507,21,-40,-2,12,21,1594,1387,1669,1119,1583
7188,35940,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.046654,0.905673,0.994307,0.992835,1.036697,21,-40,-5,5,22,1399,1233,1351,747,860
7388,36940,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.065618,0.879607,0.998420,1.001503,1.055650,21,-40,0,3,22,1614,1398,1669,1101,1531
7588,37940,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.067806,0.861767,0.997017,1.000000,1.067232,22,-40,2,-1,21,1525,1253,1446,820,1302
7788,38940,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.081185,0.845818,0.999471,1.000000,1.078022,23,-40,3,0,21,1593,1372,1659,1118,1590
7988,39940,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.092501,0.834821,1.001175,1.001035,1.084192,21,-40,-1,-2,23,1597,1338,1472,736,1516
8188,40940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.091765,0.838577,1.000547,1.002315,1.089062,17,-40,2,-2,20,1470,1232,1598,1066,1443
8388,41940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.006218,0.837945,1.017833,0.994493,1.006736,-171,-40,49,0,-147,1539,1035,1228,678,1403
8588,42940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000548,0.822581,1.045831,1.000000,0.998856,-19,-40,43,-2,-18,1595,1134,1581,996,1518
8788,43940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.988201,0.820720,1.067100,1.000000,1.000000,3,-40,51,-1,-2,1465,1131,1618,1096,1520
8988,44940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.996670,0.801908,1.095136,1.000000,0.998864,5,-40,45,0,-2,1572,1133,1641,1081,1531
9188,45940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998362,0.793966,1.115284,1.000000,1.000000,7,-40,47,1,0,1601,1129,1687,1059,1425
9388,46940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.002513,0.800174,1.114105,0.999097,0.993728,3,-39,43,0,0,1362,921,1514,877,1205
9588,47940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998376,0.779377,1.153806,0.999257,1.000000,12,-41,53,0,0,1617,1021,1688,1116,1561
9788,48940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.995636,0.768058,1.156466,1.000000,1.000000,5,-40,45,3,0,1603,1016,1649,1102,1572
9988,49940,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.997144,0.774476,1.168175,0.998479,0.997618,10,-40,44,0,0,1521,914,1649,1085,1449
10188,50940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,0.999431,0.766871,1.177051,0.999261,1.000000,17,-34,37,-1,1,1528,911,1696,1123,1588
10388,51940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.004945,0.975387,1.009556,0.968449,1.005092,21,294,-306,-40,20,1590,867,1549,911,1341
10588,52940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.011475,0.989822,1.000000,0.951342,1.020624,21,55,-37,-40,20,1600,949,1658,962,1564
10788,53940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.015467,0.992530,0.996462,0.939003,1.029888,20,23,0,-40,20,1451,841,1466,934,1376
10988,54940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.022713,1.000000,0.998709,0.918580,1.035659,20,7,1,-40,20,1399,631,1319,728,1060
11188,55940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.032022,1.002513,0.999479,0.892296,1.048916,21,6,-2,-40,21,1550,964,1690,1042,1569
11388,56940,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.041550,0.998338,0.999471,0.870223,1.057971,21,-2,0,-40,23,1551,973,1660,1026,1564
