frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
105,525,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.996109,0.993875,0.995106,0.995662,0.997821,0,0,0,0,0,1569,1566,1609,1614,1606
305,1525,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.999435,0.975945,1.015521,1.000000,1.000000,6,-40,40,5,3,1541,1516,1574,1566,1603
505,2525,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.960111,1.038106,1.000000,1.000000,0,-40,41,0,0,1577,1575,1607,1597,1604
705,3525,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.004657,0.985738,1.014533,0.989589,1.005279,10,47,-43,-20,10,1488,1593,1559,1499,1475
905,4525,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.015847,0.998350,1.002722,0.973018,1.016866,20,23,-23,-40,20,1600,1588,1607,1586,1608
1105,5525,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.026030,1.000000,1.001623,0.956712,1.027233,19,2,-3,-39,20,1614,1601,1618,1595,1606
1305,6525,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.003252,1.000000,1.023965,0.937707,1.001640,-42,0,41,-40,-47,1615,1601,1606,1584,1599
1505,7525,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,1.000000,1.046512,0.919426,1.000548,-6,0,42,-40,-3,1613,1601,1619,1582,1595
1705,8525,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.005461,0.989071,1.016243,0.975556,1.005975,9,-21,-56,95,9,1601,1600,1617,1570,1611
1905,9525,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.015769,0.967507,1.001713,0.998220,1.017937,19,-40,-28,41,22,1609,1555,1521,1455,1554
2105,10525,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.027702,0.946908,1.000542,0.999439,1.027702,24,-40,-3,2,19,1611,1597,1615,1553,1611
