frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
134,670,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.997486,0.997940,0.997275,0.996869,0.993806,0,0,0,0,0,1361,1226,1238,1367,1546
334,1670,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.999413,0.979715,1.016802,1.000000,1.000000,4,-40,40,6,10,1474,1594,1615,1612,1620
534,2670,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.999444,0.960440,1.038777,1.000000,1.000000,-1,-40,42,0,0,1570,1590,1601,1537,1466
734,3670,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.006230,0.983933,1.011869,0.990762,1.004991,12,39,-50,-20,10,1375,1326,1455,1502,1373
934,4670,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.014774,0.997606,1.002035,0.969636,1.014257,20,27,-27,-40,20,1056,1023,1244,1252,1243
1134,5670,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.026652,1.000609,1.000000,0.956270,1.027045,20,1,0,-39,20,1571,1412,1327,1325,1249
1334,6670,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.003806,1.000000,1.021966,0.938190,1.001099,-44,0,41,-40,-49,1609,1575,1591,1582,1590
1534,7670,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,1.000000,1.046078,0.921362,1.000000,-7,0,44,-40,-4,1597,1567,1593,1474,1569
1734,8670,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.005774,0.989087,1.017594,0.974190,1.006648,10,-21,-50,90,11,1502,1511,1532,1436,1575
1934,9670,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.015819,0.966822,1.001123,0.998864,1.015437,20,-40,-31,44,20,1540,1488,1551,1530,1519
