pulse_idx,R0,R1,R2,tau1_fs,tau2_fs,rmse_mV,i_amp_eff
0,-0.14527620747786887,4.512445789779405e-31,931.6067614730442,561.9345544975563,194120.0291177555,15.571913227364673,0.1
