pulse_idx,R0,R1,R2,tau1_fs,tau2_fs,rmse_mV,i_amp_eff
0,-0.41773170218099803,0.9837650396655386,695.8130085961388,401.69587158642713,195735.9284873109,2.744402032909699,0.005
