t_fs,step,phase,i_applied,v_cell
0.000,0,pre,0.000000e0,-5.722443e-3
5.000,1,on,5.000000e-3,-5.734746e-3
10.000,2,on,5.000000e-3,-5.723362e-3
20.000,4,on,5.000000e-3,-5.872258e-3
30.000,6,on,5.000000e-3,-5.864473e-3
40.000,8,on,5.000000e-3,-5.788609e-3
50.000,10,on,5.000000e-3,-5.756802e-3
60.000,12,on,5.000000e-3,-5.714641e-3
70.000,14,on,5.000000e-3,-5.718064e-3
80.000,16,on,5.000000e-3,-5.720525e-3
90.000,18,on,5.000000e-3,-5.708523e-3
100.000,20,on,5.000000e-3,-5.710947e-3
110.000,22,on,5.000000e-3,-5.915540e-3
120.000,24,on,5.000000e-3,-5.699717e-3
130.000,26,on,5.000000e-3,-5.695952e-3
140.000,28,on,5.000000e-3,-5.761351e-3
150.000,30,on,5.000000e-3,-5.891942e-3
160.000,32,on,5.000000e-3,-5.803583e-3
170.000,34,on,5.000000e-3,-5.734060e-3
180.000,36,on,5.000000e-3,-5.741629e-3
190.000,38,on,5.000000e-3,-5.809331e-3
200.000,40,on,5.000000e-3,-5.951481e-3
210.000,42,on,5.000000e-3,-9.266820e-3
220.000,44,on,5.000000e-3,-1.386419e-2
230.000,46,on,5.000000e-3,-1.338252e-2
240.000,48,on,5.000000e-3,-1.262274e-2
250.000,50,on,5.000000e-3,-1.197063e-2
260.000,52,on,5.000000e-3,-1.155155e-2
270.000,54,on,5.000000e-3,-1.123578e-2
280.000,56,on,5.000000e-3,-1.110869e-2
290.000,58,on,5.000000e-3,-1.098848e-2
300.000,60,on,5.000000e-3,-1.094937e-2
310.000,62,on,5.000000e-3,-1.094658e-2
320.000,64,on,5.000000e-3,-1.064805e-2
330.000,66,on,5.000000e-3,-1.061811e-2
340.000,68,on,5.000000e-3,-1.086880e-2
350.000,70,on,5.000000e-3,-1.051653e-2
360.000,72,on,5.000000e-3,-1.077135e-2
370.000,74,on,5.000000e-3,-1.110276e-2
380.000,76,on,5.000000e-3,-8.019770e-3
390.000,78,on,5.000000e-3,-8.351361e-3
400.000,80,on,5.000000e-3,-1.140720e-2
410.000,82,on,5.000000e-3,-1.482818e-2
420.000,84,on,5.000000e-3,-1.340144e-2
430.000,86,on,5.000000e-3,-1.273915e-2
440.000,88,on,5.000000e-3,-1.236083e-2
450.000,90,on,5.000000e-3,-1.267249e-2
460.000,92,on,5.000000e-3,-1.764871e-2
470.000,94,on,5.000000e-3,-1.765602e-2
480.000,96,on,5.000000e-3,-1.768284e-2
490.000,98,on,5.000000e-3,-1.712609e-2
500.000,100,on,5.000000e-3,-1.705213e-2
510.000,102,on,5.000000e-3,-1.719557e-2
520.000,104,on,5.000000e-3,-1.672517e-2
530.000,106,on,5.000000e-3,-1.644576e-2
540.000,108,on,5.000000e-3,-1.635973e-2
550.000,110,on,5.000000e-3,-1.637200e-2
560.000,112,on,5.000000e-3,-1.648614e-2
570.000,114,on,5.000000e-3,-1.663652e-2
580.000,116,on,5.000000e-3,-1.622666e-2
590.000,118,on,5.000000e-3,-1.688909e-2
600.000,120,on,5.000000e-3,-1.675469e-2
610.000,122,on,5.000000e-3,-2.044625e-2
620.000,124,on,5.000000e-3,-2.520396e-2
630.000,126,on,5.000000e-3,-1.909532e-2
640.000,128,on,5.000000e-3,-1.939354e-2
650.000,130,on,5.000000e-3,-1.869602e-2
660.000,132,on,5.000000e-3,-2.368940e-2
670.000,134,on,5.000000e-3,-2.328804e-2
680.000,136,on,5.000000e-3,-2.299572e-2
690.000,138,on,5.000000e-3,-2.309408e-2
700.000,140,on,5.000000e-3,-2.224638e-2
710.000,142,on,5.000000e-3,-2.248591e-2
720.000,144,on,5.000000e-3,-2.275869e-2
730.000,146,on,5.000000e-3,-2.283348e-2
740.000,148,on,5.000000e-3,-2.462582e-2
750.000,150,on,5.000000e-3,-1.973614e-2
760.000,152,on,5.000000e-3,-2.016575e-2
770.000,154,on,5.000000e-3,-2.462298e-2
780.000,156,on,5.000000e-3,-2.468786e-2
790.000,158,on,5.000000e-3,-1.939933e-2
800.000,160,on,5.000000e-3,-2.351156e-2
810.000,162,on,5.000000e-3,-2.237882e-2
820.000,164,on,5.000000e-3,-2.915741e-2
830.000,166,on,5.000000e-3,-2.778944e-2
840.000,168,on,5.000000e-3,-2.605903e-2
850.000,170,on,5.000000e-3,-2.555099e-2
860.000,172,on,5.000000e-3,-2.536456e-2
870.000,174,on,5.000000e-3,-2.480798e-2
880.000,176,on,5.000000e-3,-2.531132e-2
890.000,178,on,5.000000e-3,-2.417802e-2
900.000,180,on,5.000000e-3,-2.403004e-2
910.000,182,on,5.000000e-3,-2.400508e-2
920.000,184,on,5.000000e-3,-2.335826e-2
930.000,186,on,5.000000e-3,-2.274283e-2
940.000,188,on,5.000000e-3,-2.252778e-2
950.000,190,on,5.000000e-3,-2.313368e-2
960.000,192,on,5.000000e-3,-2.335706e-2
970.000,194,on,5.000000e-3,-2.316805e-2
980.000,196,on,5.000000e-3,-2.302901e-2
990.000,198,on,5.000000e-3,-2.275379e-2
1000.000,200,on,5.000000e-3,-2.257818e-2
1010.000,202,on,5.000000e-3,-3.059618e-2
1020.000,204,on,5.000000e-3,-2.936330e-2
1030.000,206,on,5.000000e-3,-2.791116e-2
1040.000,208,on,5.000000e-3,-2.657747e-2
1050.000,210,on,5.000000e-3,-2.581624e-2
1060.000,212,on,5.000000e-3,-2.577272e-2
1070.000,214,on,5.000000e-3,-2.531776e-2
1080.000,216,on,5.000000e-3,-2.523040e-2
1090.000,218,on,5.000000e-3,-2.581307e-2
1100.000,220,on,5.000000e-3,-2.685575e-2
1110.000,222,on,5.000000e-3,-2.678733e-2
1120.000,224,on,5.000000e-3,-2.186927e-2
1130.000,226,on,5.000000e-3,-2.231204e-2
1140.000,228,on,5.000000e-3,-2.222774e-2
1150.000,230,on,5.000000e-3,-2.210695e-2
1160.000,232,on,5.000000e-3,-2.751535e-2
1170.000,234,on,5.000000e-3,-2.766088e-2
1180.000,236,on,5.000000e-3,-2.803057e-2
1190.000,238,on,5.000000e-3,-2.893721e-2
1200.000,240,on,5.000000e-3,-2.838270e-2
1210.000,242,on,5.000000e-3,-3.037789e-2
1220.000,244,on,5.000000e-3,-3.390022e-2
1230.000,246,on,5.000000e-3,-3.246994e-2
1240.000,248,on,5.000000e-3,-2.692523e-2
1250.000,250,on,5.000000e-3,-3.251697e-2
1260.000,252,on,5.000000e-3,-3.210345e-2
1270.000,254,on,5.000000e-3,-3.185004e-2
1280.000,256,on,5.000000e-3,-3.112686e-2
1290.000,258,on,5.000000e-3,-2.863523e-2
1300.000,260,on,5.000000e-3,-2.808134e-2
1310.000,262,on,5.000000e-3,-2.903008e-2
1320.000,264,on,5.000000e-3,-2.851824e-2
1330.000,266,on,5.000000e-3,-2.915788e-2
1340.000,268,on,5.000000e-3,-2.918568e-2
1350.000,270,on,5.000000e-3,-2.802131e-2
1360.000,272,on,5.000000e-3,-2.848471e-2
1370.000,274,on,5.000000e-3,-2.717911e-2
1380.000,276,on,5.000000e-3,-2.714584e-2
1390.000,278,on,5.000000e-3,-2.755471e-2
1400.000,280,on,5.000000e-3,-2.880501e-2
1410.000,282,on,5.000000e-3,-3.338392e-2
1420.000,284,on,5.000000e-3,-3.674036e-2
1430.000,286,on,5.000000e-3,-3.544302e-2
1440.000,288,on,5.000000e-3,-3.528366e-2
1450.000,290,on,5.000000e-3,-3.676082e-2
1460.000,292,on,5.000000e-3,-3.110176e-2
1470.000,294,on,5.000000e-3,-3.613408e-2
1480.000,296,on,5.000000e-3,-3.591701e-2
1490.000,298,on,5.000000e-3,-3.558936e-2
1500.000,300,on,5.000000e-3,-3.656574e-2
1510.000,302,on,5.000000e-3,-3.791846e-2
1520.000,304,on,5.000000e-3,-3.735572e-2
1530.000,306,on,5.000000e-3,-3.734342e-2
1540.000,308,on,5.000000e-3,-3.199083e-2
1550.000,310,on,5.000000e-3,-3.713417e-2
1560.000,312,on,5.000000e-3,-3.355496e-2
1570.000,314,on,5.000000e-3,-3.267181e-2
1580.000,316,on,5.000000e-3,-3.803042e-2
1590.000,318,on,5.000000e-3,-3.735960e-2
1600.000,320,on,5.000000e-3,-3.667835e-2
1610.000,322,on,5.000000e-3,-3.522603e-2
1620.000,324,on,5.000000e-3,-4.481675e-2
1630.000,326,on,5.000000e-3,-4.414862e-2
1640.000,328,on,5.000000e-3,-4.238205e-2
1650.000,330,on,5.000000e-3,-4.023790e-2
1660.000,332,on,5.000000e-3,-4.115874e-2
1670.000,334,on,5.000000e-3,-4.183121e-2
1680.000,336,on,5.000000e-3,-4.396186e-2
1690.000,338,on,5.000000e-3,-3.403454e-2
1700.000,340,on,5.000000e-3,-3.398548e-2
1710.000,342,on,5.000000e-3,-3.748783e-2
1720.000,344,on,5.000000e-3,-3.839670e-2
1730.000,346,on,5.000000e-3,-4.293961e-2
1740.000,348,on,5.000000e-3,-4.260093e-2
1750.000,350,on,5.000000e-3,-4.452046e-2
1760.000,352,on,5.000000e-3,-3.946106e-2
1770.000,354,on,5.000000e-3,-4.320820e-2
1780.000,356,on,5.000000e-3,-3.996531e-2
1790.000,358,on,5.000000e-3,-3.882034e-2
1800.000,360,on,5.000000e-3,-3.868593e-2
1810.000,362,on,5.000000e-3,-3.686560e-2
1820.000,364,on,5.000000e-3,-4.076490e-2
1830.000,366,on,5.000000e-3,-4.529286e-2
1840.000,368,on,5.000000e-3,-4.008459e-2
