# v_dc=-2.120508e-2  i_dc=-4.513877e-10  freq=5.000e-3
t_rel_fs,v,i,v_ac,i_ac,actual_i,actual_i_ac,v_cap,is_recording
5.0000e0,-1.161475e-2,-1.564345e-2,9.590331e-3,-1.564345e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.0000e1,-1.156155e-2,-3.090171e-2,9.643536e-3,-3.090171e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.5000e1,-1.122617e-2,-4.539906e-2,9.978917e-3,-4.539906e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.0000e1,-5.581850e-3,-5.877854e-2,1.562323e-2,-5.877854e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.5000e1,-1.111277e-2,-7.071069e-2,1.009231e-2,-7.071069e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.0000e1,-1.107040e-2,-8.090170e-2,1.013468e-2,-8.090170e-2,-2.000000e-1,-2.000000e-1,-1.062211e2,0
3.5000e1,-4.685877e-3,-8.910067e-2,1.651921e-2,-8.910067e-2,0.000000e0,0.000000e0,-1.062211e2,0
4.0000e1,-8.773224e-3,-9.510566e-2,1.243186e-2,-9.510566e-2,-2.000000e-1,-2.000000e-1,-1.062211e2,0
4.5000e1,-1.747384e-2,-9.876884e-2,3.731247e-3,-9.876884e-2,0.000000e0,0.000000e0,-1.062211e2,0
5.0000e1,-2.242797e-2,-1.000000e-1,-1.222890e-3,-1.000000e-1,-2.000000e-1,-2.000000e-1,-1.062211e2,0
5.5000e1,-1.454065e-2,-9.876883e-2,6.664434e-3,-9.876883e-2,0.000000e0,0.000000e0,-1.062211e2,0
6.0000e1,-8.853343e-3,-9.510564e-2,1.235174e-2,-9.510564e-2,-2.000000e-1,-2.000000e-1,-1.062211e2,0
6.5000e1,-2.346885e-2,-8.910064e-2,-2.263764e-3,-8.910064e-2,0.000000e0,0.000000e0,-1.062211e2,0
7.0000e1,-2.765109e-2,-8.090167e-2,-6.446008e-3,-8.090167e-2,0.000000e0,0.000000e0,-1.062211e2,0
7.5000e1,-3.905416e-2,-7.071065e-2,-1.784908e-2,-7.071065e-2,-2.000000e-1,-2.000000e-1,-1.062211e2,0
8.0000e1,-3.062591e-2,-5.877848e-2,-9.420826e-3,-5.877848e-2,0.000000e0,0.000000e0,-1.062211e2,0
8.5000e1,-3.962131e-2,-4.539902e-2,-1.841623e-2,-4.539902e-2,0.000000e0,0.000000e0,-1.062211e2,0
9.0000e1,-4.041663e-2,-3.090166e-2,-1.921155e-2,-3.090166e-2,0.000000e0,0.000000e0,-1.062211e2,0
9.5000e1,-3.843387e-2,-1.564340e-2,-1.722879e-2,-1.564340e-2,-2.000000e-1,-2.000000e-1,-1.062211e2,0
1.0000e2,-3.938960e-2,5.642600e-8,-1.818452e-2,5.687738e-8,0.000000e0,0.000000e0,-1.062211e2,0
1.0500e2,-4.345437e-2,1.564351e-2,-2.224929e-2,1.564351e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.1000e2,-4.160628e-2,3.090177e-2,-2.040120e-2,3.090177e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.1500e2,-4.600068e-2,4.539910e-2,-2.479560e-2,4.539910e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.2000e2,-3.958119e-2,5.877857e-2,-1.837611e-2,5.877857e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.2500e2,-3.913406e-2,7.071073e-2,-1.792898e-2,7.071073e-2,2.000000e-1,2.000000e-1,-1.062211e2,0
1.3000e2,-3.907602e-2,8.090174e-2,-1.787094e-2,8.090174e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.3500e2,-3.957115e-2,8.910069e-2,-1.836607e-2,8.910069e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.4000e2,-3.435183e-2,9.510568e-2,-1.314674e-2,9.510568e-2,2.000000e-1,2.000000e-1,-1.062211e2,0
1.4500e2,-2.489045e-2,9.876885e-2,-3.685363e-3,9.876885e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.5000e2,-3.092612e-2,1.000000e-1,-9.721039e-3,1.000000e-1,2.000000e-1,2.000000e-1,-1.062211e2,0
1.5500e2,-2.384631e-2,9.876882e-2,-2.641224e-3,9.876882e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.6000e2,-2.101420e-2,9.510562e-2,1.908815e-4,9.510562e-2,2.000000e-1,2.000000e-1,-1.062211e2,0
1.6500e2,-1.889389e-2,8.910062e-2,2.311190e-3,8.910062e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.7000e2,-1.724002e-2,8.090166e-2,3.965061e-3,8.090166e-2,2.000000e-1,2.000000e-1,-1.062211e2,0
1.7500e2,-9.633621e-3,7.071062e-2,1.157146e-2,7.071062e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.8000e2,-5.269623e-3,5.877845e-2,1.593546e-2,5.877845e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.8500e2,-1.671546e-2,4.539897e-2,4.489622e-3,4.539897e-2,2.000000e-1,2.000000e-1,-1.062211e2,0
1.9000e2,-2.278400e-2,3.090161e-2,-1.578920e-3,3.090161e-2,0.000000e0,0.000000e0,-1.062211e2,0
1.9500e2,-1.247731e-2,1.564334e-2,8.727775e-3,1.564334e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.0000e2,-7.358214e-3,-1.128520e-7,1.384687e-2,-1.124006e-7,0.000000e0,0.000000e0,-1.062211e2,0
2.0500e2,-1.784722e-2,-1.564356e-2,3.357859e-3,-1.564356e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.1000e2,-8.092958e-3,-3.090182e-2,1.311212e-2,-3.090182e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.1500e2,-9.341054e-3,-4.539917e-2,1.186403e-2,-4.539917e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.2000e2,-4.502503e-3,-5.877864e-2,1.670258e-2,-5.877864e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.2500e2,-1.021058e-2,-7.071075e-2,1.099450e-2,-7.071075e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.3000e2,-1.172387e-2,-8.090176e-2,9.481212e-3,-8.090176e-2,-2.000000e-1,-2.000000e-1,-1.062211e2,0
2.3500e2,-7.018742e-3,-8.910070e-2,1.418634e-2,-8.910070e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.4000e2,-1.953746e-2,-9.510569e-2,1.667626e-3,-9.510569e-2,-2.000000e-1,-2.000000e-1,-1.062211e2,0
2.4500e2,-1.572626e-2,-9.876885e-2,5.478817e-3,-9.876885e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.5000e2,-2.573944e-2,-1.000000e-1,-4.534355e-3,-1.000000e-1,-2.000000e-1,-2.000000e-1,-1.062211e2,0
2.5500e2,-3.439783e-2,-9.876882e-2,-1.319274e-2,-9.876881e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.6000e2,-2.496561e-2,-9.510561e-2,-3.760530e-3,-9.510561e-2,-2.000000e-1,-2.000000e-1,-1.062211e2,0
2.6500e2,-2.303896e-2,-8.910059e-2,-1.833875e-3,-8.910059e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.7000e2,-2.893934e-2,-8.090162e-2,-7.734256e-3,-8.090161e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.7500e2,-2.778407e-2,-7.071056e-2,-6.578986e-3,-7.071056e-2,-2.000000e-1,-2.000000e-1,-1.062211e2,0
2.8000e2,-3.061107e-2,-5.877839e-2,-9.405986e-3,-5.877839e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.8500e2,-3.393168e-2,-4.539889e-2,-1.272660e-2,-4.539889e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.9000e2,-3.752811e-2,-3.090153e-2,-1.632303e-2,-3.090153e-2,0.000000e0,0.000000e0,-1.062211e2,0
2.9500e2,-3.138230e-2,-1.564326e-2,-1.017722e-2,-1.564326e-2,-2.000000e-1,-2.000000e-1,-1.062211e2,0
3.0000e2,-3.127347e-2,1.931198e-7,-1.006839e-2,1.935712e-7,0.000000e0,0.000000e0,-1.062211e2,0
3.0500e2,-3.194822e-2,1.564364e-2,-1.074313e-2,1.564364e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.1000e2,-4.025445e-2,3.090189e-2,-1.904937e-2,3.090189e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.1500e2,-3.435628e-2,4.539924e-2,-1.315120e-2,4.539924e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.2000e2,-3.674923e-2,5.877870e-2,-1.554415e-2,5.877870e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.2500e2,-3.820331e-2,7.071077e-2,-1.699822e-2,7.071077e-2,2.000000e-1,2.000000e-1,-1.062211e2,0
3.3000e2,-3.668822e-2,8.090178e-2,-1.548314e-2,8.090178e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.3500e2,-3.253650e-2,8.910072e-2,-1.133141e-2,8.910072e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.4000e2,-3.065462e-2,9.510570e-2,-9.449535e-3,9.510570e-2,2.000000e-1,2.000000e-1,-1.062211e2,0
3.4500e2,-2.898409e-2,9.876886e-2,-7.779006e-3,9.876886e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.5000e2,-3.303729e-2,1.000000e-1,-1.183220e-2,1.000000e-1,2.000000e-1,2.000000e-1,-1.062211e2,0
3.5500e2,-2.742619e-2,9.876881e-2,-6.221103e-3,9.876881e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.6000e2,-1.915550e-2,9.510560e-2,2.049580e-3,9.510560e-2,2.000000e-1,2.000000e-1,-1.062211e2,0
3.6500e2,-2.773981e-2,8.910057e-2,-6.534732e-3,8.910057e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.7000e2,-2.172975e-2,8.090159e-2,-5.246685e-4,8.090159e-2,2.000000e-1,2.000000e-1,-1.062211e2,0
3.7500e2,-5.856687e-3,7.071054e-2,1.534839e-2,7.071054e-2,0.000000e0,0.000000e0,-1.062211e2,0
3.8000e2,1.489706e-3,5.877836e-2,2.269479e-2,5.877836e-2,0.000000e0,0.000000e0,-1.062211e2,0
