# v_dc=-2.998780e-1  i_dc=-6.413370e-7  freq=2.321e-4
t_rel_fs,v,i,v_ac,i_ac,actual_i,actual_i_ac,v_cap,is_recording
2.0000e1,1.401005e-2,-2.915983e-3,3.138880e-1,-2.915341e-3,0.000000e0,-5.336427e-3,6.582482e-3,0
4.0000e1,1.190000e-2,-5.829485e-3,3.117780e-1,-5.828843e-3,0.000000e0,-5.336427e-3,6.582482e-3,0
6.0000e1,1.267575e-2,-8.738030e-3,3.125538e-1,-8.737388e-3,0.000000e0,-5.336427e-3,6.582482e-3,0
8.0000e1,7.550945e-3,-1.163914e-2,3.074289e-1,-1.163850e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
1.0000e2,8.460217e-3,-1.453036e-2,3.083382e-1,-1.452972e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
1.2000e2,9.834126e-3,-1.740921e-2,3.097121e-1,-1.740857e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
1.4000e2,6.776595e-3,-2.027326e-2,3.066546e-1,-2.027262e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
1.6000e2,1.291444e-2,-2.312007e-2,3.127924e-1,-2.311943e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
1.8000e2,3.780613e-3,-2.594722e-2,3.036586e-1,-2.594658e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
2.0000e2,5.305354e-3,-2.875230e-2,3.051834e-1,-2.875166e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
2.2000e2,6.788572e-3,-3.153292e-2,3.066666e-1,-3.153228e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
2.4000e2,-5.660867e-4,-3.428673e-2,2.993119e-1,-3.428609e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
2.6000e2,-1.159822e-2,-3.701138e-2,2.882798e-1,-3.701074e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
2.8000e2,-1.079413e-2,-3.970454e-2,2.890839e-1,-3.970390e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
3.0000e2,-1.176856e-2,-4.236395e-2,2.881094e-1,-4.236331e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
3.2000e2,-1.991598e-2,-4.498732e-2,2.799620e-1,-4.498668e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
3.4000e2,-2.625200e-2,-4.757243e-2,2.736260e-1,-4.757179e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
3.6000e2,-2.225307e-2,-5.011709e-2,2.776249e-1,-5.011645e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
3.8000e2,-2.686773e-2,-5.261911e-2,2.730103e-1,-5.261847e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
4.0000e2,-3.991437e-2,-5.507639e-2,2.599636e-1,-5.507575e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
4.2000e2,-5.775280e-2,-5.748683e-2,2.421252e-1,-5.748619e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
4.4000e2,-5.937617e-2,-5.984838e-2,2.405018e-1,-5.984773e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
4.6000e2,-4.133775e-2,-6.215902e-2,2.585402e-1,-6.215838e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
4.8000e2,-6.604785e-2,-6.441680e-2,2.338301e-1,-6.441615e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
5.0000e2,-7.659405e-2,-6.661980e-2,2.232839e-1,-6.661916e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
5.2000e2,-6.104401e-2,-6.876613e-2,2.388340e-1,-6.876549e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
5.4000e2,-8.295329e-2,-7.085399e-2,2.169247e-1,-7.085334e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
5.6000e2,-8.793764e-2,-7.288158e-2,2.119404e-1,-7.288094e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
5.8000e2,-8.439380e-2,-7.484718e-2,2.154842e-1,-7.484654e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
6.0000e2,-9.720796e-2,-7.674914e-2,2.026700e-1,-7.674850e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
6.2000e2,-1.024052e-1,-7.858583e-2,1.974728e-1,-7.858518e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
6.4000e2,-1.222276e-1,-8.035567e-2,1.776504e-1,-8.035503e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
6.6000e2,-1.362595e-1,-8.205717e-2,1.636185e-1,-8.205653e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
6.8000e2,-1.417075e-1,-8.368889e-2,1.581705e-1,-8.368825e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
7.0000e2,-1.374844e-1,-8.524944e-2,1.623936e-1,-8.524880e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
7.2000e2,-1.406574e-1,-8.673748e-2,1.592206e-1,-8.673683e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
7.4000e2,-1.467269e-1,-8.815175e-2,1.531511e-1,-8.815110e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
7.6000e2,-1.491461e-1,-8.949105e-2,1.507319e-1,-8.949041e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
7.8000e2,-1.658572e-1,-9.075423e-2,1.340208e-1,-9.075359e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
8.0000e2,-1.734570e-1,-9.194025e-2,1.264210e-1,-9.193961e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
8.2000e2,-1.863213e-1,-9.304806e-2,1.135567e-1,-9.304742e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
8.4000e2,-2.004302e-1,-9.407673e-2,9.944777e-2,-9.407609e-2,0.000000e0,-5.336427e-3,6.582482e-3,0
8.6000e2,-2.174970e-1,-9.502540e-2,8.238101e-2,-9.502476e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
8.8000e2,-2.291790e-1,-9.589325e-2,7.069905e-2,-9.589261e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
9.0000e2,-2.298888e-1,-9.667955e-2,6.998920e-2,-9.667890e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
9.2000e2,-2.140105e-1,-9.738361e-2,8.586746e-2,-9.738297e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
9.4000e2,-2.445369e-1,-9.800487e-2,5.534111e-2,-9.800423e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
9.6000e2,-2.545942e-1,-9.854276e-2,4.528382e-2,-9.854212e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
9.8000e2,-2.752847e-1,-9.899686e-2,2.459326e-2,-9.899621e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
1.0000e3,-2.808970e-1,-9.936675e-2,1.898101e-2,-9.936611e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
1.0200e3,-2.762029e-1,-9.965213e-2,2.367514e-2,-9.965149e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
1.0400e3,-2.838658e-1,-9.985277e-2,1.601219e-2,-9.985213e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
1.0600e3,-2.949932e-1,-9.996849e-2,4.884836e-3,-9.996784e-2,-2.000000e-1,-2.053364e-1,6.582482e-3,0
