# v_dc=-3.040715e-2  i_dc=-4.513877e-10  freq=5.000e-3
t_rel_fs,v,i,v_ac,i_ac,actual_i,actual_i_ac,v_cap,is_recording
5.0000e0,-4.063023e-3,-1.564345e-2,2.634412e-2,-1.564345e-2,0.000000e0,1.250000e-3,0.000000e0,0
1.0000e1,-4.009390e-3,-3.090171e-2,2.639776e-2,-3.090171e-2,0.000000e0,1.250000e-3,0.000000e0,0
1.5000e1,-4.218387e-3,-4.539906e-2,2.618876e-2,-4.539906e-2,0.000000e0,1.250000e-3,0.000000e0,0
2.0000e1,-4.260086e-3,-5.877854e-2,2.614706e-2,-5.877854e-2,0.000000e0,1.250000e-3,0.000000e0,0
2.5000e1,-4.108224e-3,-7.071069e-2,2.629892e-2,-7.071069e-2,-2.000000e-1,-1.987500e-1,0.000000e0,0
3.0000e1,-3.024520e-3,-8.090170e-2,2.738263e-2,-8.090170e-2,0.000000e0,1.250000e-3,0.000000e0,0
3.5000e1,-7.999893e-3,-8.910067e-2,2.240725e-2,-8.910067e-2,0.000000e0,1.250000e-3,0.000000e0,0
4.0000e1,-7.426311e-3,-9.510566e-2,2.298084e-2,-9.510566e-2,-2.000000e-1,-1.987500e-1,0.000000e0,0
4.5000e1,-9.625710e-3,-9.876884e-2,2.078144e-2,-9.876884e-2,0.000000e0,1.250000e-3,0.000000e0,0
5.0000e1,-1.367581e-2,-1.000000e-1,1.673134e-2,-1.000000e-1,-2.000000e-1,-1.987500e-1,0.000000e0,0
5.5000e1,-1.660997e-2,-9.876883e-2,1.379717e-2,-9.876883e-2,0.000000e0,1.250000e-3,0.000000e0,0
6.0000e1,-1.961883e-2,-9.510564e-2,1.078832e-2,-9.510564e-2,-2.000000e-1,-1.987500e-1,0.000000e0,0
6.5000e1,-1.753979e-2,-8.910064e-2,1.286736e-2,-8.910064e-2,0.000000e0,1.250000e-3,0.000000e0,0
7.0000e1,-1.623796e-2,-8.090167e-2,1.416918e-2,-8.090167e-2,-2.000000e-1,-1.987500e-1,0.000000e0,0
7.5000e1,-2.731688e-2,-7.071065e-2,3.090272e-3,-7.071065e-2,0.000000e0,1.250000e-3,0.000000e0,0
8.0000e1,-2.577364e-2,-5.877848e-2,4.633505e-3,-5.877848e-2,0.000000e0,1.250000e-3,0.000000e0,0
8.5000e1,-2.895322e-2,-4.539902e-2,1.453927e-3,-4.539902e-2,-2.000000e-1,-1.987500e-1,0.000000e0,0
9.0000e1,-2.695077e-2,-3.090166e-2,3.456376e-3,-3.090166e-2,0.000000e0,1.250000e-3,0.000000e0,0
9.5000e1,-2.603538e-2,-1.564340e-2,4.371768e-3,-1.564340e-2,0.000000e0,1.250000e-3,0.000000e0,0
1.0000e2,-3.037253e-2,5.642600e-8,3.461707e-5,5.687738e-8,0.000000e0,1.250000e-3,0.000000e0,0
1.0500e2,-3.008381e-2,1.564351e-2,3.233420e-4,1.564351e-2,0.000000e0,1.250000e-3,0.000000e0,0
1.1000e2,-3.031906e-2,3.090177e-2,8.808243e-5,3.090177e-2,0.000000e0,1.250000e-3,0.000000e0,0
1.1500e2,-3.808939e-2,4.539910e-2,-7.682240e-3,4.539910e-2,0.000000e0,1.250000e-3,0.000000e0,0
1.2000e2,-3.814123e-2,5.877857e-2,-7.734085e-3,5.877857e-2,0.000000e0,1.250000e-3,0.000000e0,0
1.2500e2,-3.773246e-2,7.071073e-2,-7.325312e-3,7.071073e-2,0.000000e0,1.250000e-3,0.000000e0,0
1.3000e2,-3.215427e-2,8.090174e-2,-1.747126e-3,8.090174e-2,2.000000e-1,2.012500e-1,0.000000e0,0
1.3500e2,-3.272212e-2,8.910069e-2,-2.314968e-3,8.910069e-2,0.000000e0,1.250000e-3,0.000000e0,0
1.4000e2,-3.223256e-2,9.510568e-2,-1.825417e-3,9.510568e-2,2.000000e-1,2.012500e-1,0.000000e0,0
1.4500e2,-2.833250e-2,9.876885e-2,2.074649e-3,9.876885e-2,0.000000e0,1.250000e-3,0.000000e0,0
