# v_dc=-1.338177e-1  i_dc=-1.867066e-9  freq=5.000e-4
t_rel_fs,v,i,v_ac,i_ac,actual_i,actual_i_ac,v_cap,is_recording
1.0000e1,-7.426437e-4,-3.141077e-3,1.330751e-1,-3.141075e-3,0.000000e0,-2.500000e-4,0.000000e0,0
2.0000e1,-1.053317e-3,-6.279053e-3,1.327644e-1,-6.279051e-3,0.000000e0,-2.500000e-4,0.000000e0,0
3.0000e1,-8.177495e-4,-9.410833e-3,1.330000e-1,-9.410831e-3,0.000000e0,-2.500000e-4,0.000000e0,0
4.0000e1,-8.275846e-4,-1.253332e-2,1.329901e-1,-1.253332e-2,0.000000e0,-2.500000e-4,0.000000e0,0
5.0000e1,-9.680093e-4,-1.564345e-2,1.328497e-1,-1.564345e-2,0.000000e0,-2.500000e-4,0.000000e0,0
6.0000e1,-1.121979e-3,-1.873813e-2,1.326957e-1,-1.873813e-2,0.000000e0,-2.500000e-4,0.000000e0,0
7.0000e1,-1.026072e-3,-2.181433e-2,1.327916e-1,-2.181433e-2,0.000000e0,-2.500000e-4,0.000000e0,0
8.0000e1,-1.122715e-3,-2.486899e-2,1.326950e-1,-2.486899e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
9.0000e1,-9.921956e-3,-2.789912e-2,1.238957e-1,-2.789911e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.0000e2,-8.888476e-3,-3.090171e-2,1.249292e-1,-3.090170e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.1000e2,-8.078987e-3,-3.387380e-2,1.257387e-1,-3.387379e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.2000e2,-7.028871e-3,-3.681246e-2,1.267888e-1,-3.681246e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.3000e2,-1.553271e-2,-3.971479e-2,1.182850e-1,-3.971479e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.4000e2,-1.384763e-2,-4.257793e-2,1.199701e-1,-4.257793e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
1.5000e2,-1.736205e-2,-4.539906e-2,1.164557e-1,-4.539906e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.6000e2,-1.549838e-2,-4.817538e-2,1.183193e-1,-4.817537e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
1.7000e2,-2.285466e-2,-5.090415e-2,1.109630e-1,-5.090415e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.8000e2,-2.582405e-2,-5.358269e-2,1.079937e-1,-5.358269e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
1.9000e2,-2.582083e-2,-5.620835e-2,1.079969e-1,-5.620835e-2,0.000000e0,-2.500000e-4,0.000000e0,0
2.0000e2,-2.879978e-2,-5.877854e-2,1.050179e-1,-5.877853e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
2.1000e2,-3.178240e-2,-6.129071e-2,1.020353e-1,-6.129071e-2,0.000000e0,-2.500000e-4,0.000000e0,0
2.2000e2,-3.451028e-2,-6.374241e-2,9.930742e-2,-6.374240e-2,0.000000e0,-2.500000e-4,0.000000e0,0
2.3000e2,-3.203007e-2,-6.613120e-2,1.017876e-1,-6.613120e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
2.4000e2,-2.965502e-2,-6.845472e-2,1.041627e-1,-6.845472e-2,0.000000e0,-2.500000e-4,0.000000e0,0
2.5000e2,-4.536364e-2,-7.071069e-2,8.845407e-2,-7.071069e-2,0.000000e0,-2.500000e-4,0.000000e0,0
2.6000e2,-4.641564e-2,-7.289688e-2,8.740206e-2,-7.289687e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
2.7000e2,-5.272839e-2,-7.501112e-2,8.108931e-2,-7.501112e-2,0.000000e0,-2.500000e-4,0.000000e0,0
2.8000e2,-4.741074e-2,-7.705133e-2,8.640696e-2,-7.705133e-2,0.000000e0,-2.500000e-4,0.000000e0,0
2.9000e2,-5.335625e-2,-7.901552e-2,8.046145e-2,-7.901551e-2,0.000000e0,-2.500000e-4,0.000000e0,0
3.0000e2,-5.758998e-2,-8.090170e-2,7.622773e-2,-8.090170e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
3.1000e2,-6.692239e-2,-8.270807e-2,6.689532e-2,-8.270807e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
3.2000e2,-6.171452e-2,-8.443280e-2,7.210318e-2,-8.443280e-2,0.000000e0,-2.500000e-4,0.000000e0,0
3.3000e2,-8.158250e-2,-8.607421e-2,5.223520e-2,-8.607421e-2,0.000000e0,-2.500000e-4,0.000000e0,0
3.4000e2,-7.650783e-2,-8.763068e-2,5.730988e-2,-8.763068e-2,0.000000e0,-2.500000e-4,0.000000e0,0
3.5000e2,-7.600024e-2,-8.910067e-2,5.781746e-2,-8.910066e-2,0.000000e0,-2.500000e-4,0.000000e0,0
3.6000e2,-8.222200e-2,-9.048271e-2,5.159570e-2,-9.048271e-2,0.000000e0,-2.500000e-4,0.000000e0,0
3.7000e2,-7.932197e-2,-9.177547e-2,5.449574e-2,-9.177547e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
3.8000e2,-8.458944e-2,-9.297766e-2,4.922827e-2,-9.297766e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
3.9000e2,-8.969373e-2,-9.408808e-2,4.412398e-2,-9.408808e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
4.0000e2,-9.580296e-2,-9.510566e-2,3.801474e-2,-9.510566e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
4.1000e2,-9.785488e-2,-9.602937e-2,3.596282e-2,-9.602937e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
4.2000e2,-1.025304e-1,-9.685832e-2,3.128734e-2,-9.685832e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
4.3000e2,-1.109135e-1,-9.759168e-2,2.290416e-2,-9.759168e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
4.4000e2,-1.187763e-1,-9.822873e-2,1.504138e-2,-9.822873e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
4.5000e2,-1.148876e-1,-9.876884e-2,1.893015e-2,-9.876884e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
4.6000e2,-1.242878e-1,-9.921148e-2,9.529920e-3,-9.921147e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
4.7000e2,-1.353694e-1,-9.955620e-2,-1.551731e-3,-9.955620e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
4.8000e2,-1.368828e-1,-9.980267e-2,-3.065108e-3,-9.980267e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
4.9000e2,-1.418590e-1,-9.995066e-2,-8.041306e-3,-9.995066e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
5.0000e2,-1.538115e-1,-1.000000e-1,-1.999375e-2,-1.000000e-1,-2.000000e-1,-2.002500e-1,0.000000e0,0
5.1000e2,-1.616742e-1,-9.995066e-2,-2.785654e-2,-9.995065e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
5.2000e2,-1.573424e-1,-9.980267e-2,-2.352466e-2,-9.980267e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
5.3000e2,-1.649181e-1,-9.955620e-2,-3.110042e-2,-9.955620e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
5.4000e2,-1.843601e-1,-9.921147e-2,-5.054235e-2,-9.921147e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
5.5000e2,-1.815932e-1,-9.876883e-2,-4.777554e-2,-9.876883e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
5.6000e2,-1.892925e-1,-9.822872e-2,-5.547476e-2,-9.822872e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
5.7000e2,-1.832081e-1,-9.759167e-2,-4.939043e-2,-9.759167e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
5.8000e2,-1.768185e-1,-9.685832e-2,-4.300085e-2,-9.685831e-2,0.000000e0,-2.500000e-4,0.000000e0,0
5.9000e2,-1.790299e-1,-9.602936e-2,-4.521216e-2,-9.602936e-2,0.000000e0,-2.500000e-4,0.000000e0,0
6.0000e2,-1.775725e-1,-9.510564e-2,-4.375477e-2,-9.510564e-2,0.000000e0,-2.500000e-4,0.000000e0,0
6.1000e2,-1.946830e-1,-9.408807e-2,-6.086531e-2,-9.408807e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
6.2000e2,-1.928945e-1,-9.297764e-2,-5.907678e-2,-9.297763e-2,0.000000e0,-2.500000e-4,0.000000e0,0
6.3000e2,-2.160303e-1,-9.177545e-2,-8.221260e-2,-9.177545e-2,0.000000e0,-2.500000e-4,0.000000e0,0
6.4000e2,-2.193175e-1,-9.048269e-2,-8.549976e-2,-9.048269e-2,0.000000e0,-2.500000e-4,0.000000e0,0
6.5000e2,-2.350133e-1,-8.910064e-2,-1.011956e-1,-8.910063e-2,0.000000e0,-2.500000e-4,0.000000e0,0
6.6000e2,-2.304431e-1,-8.763065e-2,-9.662542e-2,-8.763065e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
6.7000e2,-2.414301e-1,-8.607419e-2,-1.076124e-1,-8.607419e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
6.8000e2,-2.538740e-1,-8.443277e-2,-1.200563e-1,-8.443277e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
6.9000e2,-2.559720e-1,-8.270804e-2,-1.221543e-1,-8.270804e-2,0.000000e0,-2.500000e-4,0.000000e0,0
7.0000e2,-2.612290e-1,-8.090167e-2,-1.274113e-1,-8.090167e-2,0.000000e0,-2.500000e-4,0.000000e0,0
7.1000e2,-2.638619e-1,-7.901548e-2,-1.300442e-1,-7.901548e-2,0.000000e0,-2.500000e-4,0.000000e0,0
7.2000e2,-2.521668e-1,-7.705130e-2,-1.183491e-1,-7.705129e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
7.3000e2,-2.662215e-1,-7.501107e-2,-1.324038e-1,-7.501107e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
7.4000e2,-2.831775e-1,-7.289683e-2,-1.493598e-1,-7.289683e-2,0.000000e0,-2.500000e-4,0.000000e0,0
7.5000e2,-2.860844e-1,-7.071065e-2,-1.522667e-1,-7.071065e-2,0.000000e0,-2.500000e-4,0.000000e0,0
7.6000e2,-2.754059e-1,-6.845468e-2,-1.415881e-1,-6.845467e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
7.7000e2,-2.747445e-1,-6.613115e-2,-1.409268e-1,-6.613115e-2,0.000000e0,-2.500000e-4,0.000000e0,0
7.8000e2,-2.709047e-1,-6.374236e-2,-1.370870e-1,-6.374236e-2,0.000000e0,-2.500000e-4,0.000000e0,0
7.9000e2,-2.906467e-1,-6.129066e-2,-1.568290e-1,-6.129066e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
8.0000e2,-2.999504e-1,-5.877848e-2,-1.661327e-1,-5.877848e-2,0.000000e0,-2.500000e-4,0.000000e0,0
8.1000e2,-2.944563e-1,-5.620831e-2,-1.606386e-1,-5.620831e-2,0.000000e0,-2.500000e-4,0.000000e0,0
8.2000e2,-3.065515e-1,-5.358265e-2,-1.727338e-1,-5.358265e-2,0.000000e0,-2.500000e-4,0.000000e0,0
8.3000e2,-2.911657e-1,-5.090411e-2,-1.573480e-1,-5.090411e-2,0.000000e0,-2.500000e-4,0.000000e0,0
8.4000e2,-3.102067e-1,-4.817533e-2,-1.763890e-1,-4.817533e-2,0.000000e0,-2.500000e-4,0.000000e0,0
8.5000e2,-2.911945e-1,-4.539902e-2,-1.573768e-1,-4.539902e-2,0.000000e0,-2.500000e-4,0.000000e0,0
8.6000e2,-2.965050e-1,-4.257790e-2,-1.626873e-1,-4.257789e-2,0.000000e0,-2.500000e-4,0.000000e0,0
8.7000e2,-3.069780e-1,-3.971475e-2,-1.731603e-1,-3.971475e-2,-2.000000e-1,-2.002500e-1,0.000000e0,0
8.8000e2,-2.981455e-1,-3.681242e-2,-1.643278e-1,-3.681242e-2,0.000000e0,-2.500000e-4,0.000000e0,0
8.9000e2,-2.970237e-1,-3.387375e-2,-1.632060e-1,-3.387375e-2,0.000000e0,-2.500000e-4,0.000000e0,0
9.0000e2,-3.212618e-1,-3.090166e-2,-1.874441e-1,-3.090166e-2,0.000000e0,-2.500000e-4,0.000000e0,0
9.1000e2,-3.072081e-1,-2.789907e-2,-1.733904e-1,-2.789907e-2,0.000000e0,-2.500000e-4,0.000000e0,0
9.2000e2,-2.876896e-1,-2.486894e-2,-1.538719e-1,-2.486894e-2,0.000000e0,-2.500000e-4,0.000000e0,0
9.3000e2,-2.969787e-1,-2.181428e-2,-1.631610e-1,-2.181428e-2,0.000000e0,-2.500000e-4,0.000000e0,0
9.4000e2,-2.908897e-1,-1.873808e-2,-1.570719e-1,-1.873808e-2,0.000000e0,-2.500000e-4,0.000000e0,0
9.5000e2,-2.843783e-1,-1.564340e-2,-1.505606e-1,-1.564340e-2,0.000000e0,-2.500000e-4,0.000000e0,0
9.6000e2,-3.009132e-1,-1.253327e-2,-1.670955e-1,-1.253327e-2,0.000000e0,-2.500000e-4,0.000000e0,0
9.7000e2,-3.105695e-1,-9.410779e-3,-1.767518e-1,-9.410777e-3,0.000000e0,-2.500000e-4,0.000000e0,0
9.8000e2,-2.912875e-1,-6.278999e-3,-1.574698e-1,-6.278997e-3,0.000000e0,-2.500000e-4,0.000000e0,0
9.9000e2,-3.079662e-1,-3.141021e-3,-1.741485e-1,-3.141019e-3,0.000000e0,-2.500000e-4,0.000000e0,0
1.0000e3,-3.031598e-1,5.642600e-8,-1.693421e-1,5.829306e-8,0.000000e0,-2.500000e-4,0.000000e0,0
1.0100e3,-3.196648e-1,3.141134e-3,-1.858471e-1,3.141135e-3,0.000000e0,-2.500000e-4,0.000000e0,0
1.0200e3,-3.064657e-1,6.279111e-3,-1.726480e-1,6.279113e-3,0.000000e0,-2.500000e-4,0.000000e0,0
1.0300e3,-2.897683e-1,9.410892e-3,-1.559506e-1,9.410894e-3,0.000000e0,-2.500000e-4,0.000000e0,0
1.0400e3,-2.870998e-1,1.253338e-2,-1.532821e-1,1.253339e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.0500e3,-2.959126e-1,1.564351e-2,-1.620949e-1,1.564351e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.0600e3,-2.905198e-1,1.873819e-2,-1.567021e-1,1.873820e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.0700e3,-3.018463e-1,2.181439e-2,-1.680286e-1,2.181439e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.0800e3,-2.866425e-1,2.486905e-2,-1.528248e-1,2.486905e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.0900e3,-2.929395e-1,2.789918e-2,-1.591218e-1,2.789918e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.1000e3,-2.813077e-1,3.090177e-2,-1.474900e-1,3.090177e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.1100e3,-2.806587e-1,3.387386e-2,-1.468410e-1,3.387386e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.1200e3,-2.858334e-1,3.681250e-2,-1.520157e-1,3.681250e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.1300e3,-2.727368e-1,3.971484e-2,-1.389191e-1,3.971484e-2,2.000000e-1,1.997500e-1,0.000000e0,0
1.1400e3,-2.904238e-1,4.257798e-2,-1.566061e-1,4.257798e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.1500e3,-2.870308e-1,4.539910e-2,-1.532131e-1,4.539910e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.1600e3,-2.714964e-1,4.817541e-2,-1.376787e-1,4.817542e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.1700e3,-2.758693e-1,5.090419e-2,-1.420516e-1,5.090419e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.1800e3,-2.749167e-1,5.358273e-2,-1.410990e-1,5.358273e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.1900e3,-2.758981e-1,5.620838e-2,-1.420804e-1,5.620839e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.2000e3,-2.581433e-1,5.877857e-2,-1.243256e-1,5.877857e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.2100e3,-2.516623e-1,6.129075e-2,-1.178446e-1,6.129075e-2,2.000000e-1,1.997500e-1,0.000000e0,0
1.2200e3,-2.661939e-1,6.374245e-2,-1.323762e-1,6.374245e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.2300e3,-2.473492e-1,6.613123e-2,-1.135315e-1,6.613124e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.2400e3,-2.385178e-1,6.845476e-2,-1.047001e-1,6.845476e-2,2.000000e-1,1.997500e-1,0.000000e0,0
1.2500e3,-2.575977e-1,7.071073e-2,-1.237800e-1,7.071073e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.2600e3,-2.529866e-1,7.289691e-2,-1.191689e-1,7.289691e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.2700e3,-2.451445e-1,7.501116e-2,-1.113268e-1,7.501116e-2,2.000000e-1,1.997500e-1,0.000000e0,0
1.2800e3,-2.325609e-1,7.705136e-2,-9.874321e-2,7.705137e-2,2.000000e-1,1.997500e-1,0.000000e0,0
1.2900e3,-2.217721e-1,7.901555e-2,-8.795436e-2,7.901555e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.3000e3,-2.182903e-1,8.090174e-2,-8.447255e-2,8.090174e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.3100e3,-2.012657e-1,8.270810e-2,-6.744796e-2,8.270810e-2,0.000000e0,-2.500000e-4,0.000000e0,0
1.3200e3,-2.158061e-1,8.443283e-2,-8.198839e-2,8.443283e-2,2.000000e-1,1.997500e-1,0.000000e0,0
1.3300e3,-1.987812e-1,8.607424e-2,-6.496352e-2,8.607424e-2,2.000000e-1,1.997500e-1,0.000000e0,0
1.3400e3,-2.160745e-1,8.763071e-2,-8.225675e-2,8.763071e-2,2.000000e-1,1.997500e-1,0.000000e0,0
