t_fs,step,phase,i_applied,v_cell
0.000,0,pre,0.000000e0,-6.866074e-3
5.000,1,on,2.000000e-2,-7.047669e-3
10.000,2,on,2.000000e-2,-7.105855e-3
20.000,4,on,2.000000e-2,-6.967100e-3
30.000,6,on,2.000000e-2,-6.976277e-3
40.000,8,on,2.000000e-2,-6.956840e-3
50.000,10,on,2.000000e-2,-5.987229e-3
60.000,12,on,2.000000e-2,-1.530715e-2
70.000,14,on,2.000000e-2,-1.390439e-2
80.000,16,on,2.000000e-2,-1.320196e-2
90.000,18,on,2.000000e-2,-1.244424e-2
100.000,20,on,2.000000e-2,-1.589835e-2
110.000,22,on,2.000000e-2,-1.467755e-2
120.000,24,on,2.000000e-2,-1.823040e-2
130.000,26,on,2.000000e-2,-1.710528e-2
140.000,28,on,2.000000e-2,-1.686646e-2
150.000,30,on,2.000000e-2,-1.950591e-2
160.000,32,on,2.000000e-2,-2.279550e-2
170.000,34,on,2.000000e-2,-2.075062e-2
180.000,36,on,2.000000e-2,-1.944909e-2
190.000,38,on,2.000000e-2,-1.880053e-2
200.000,40,on,2.000000e-2,-1.783825e-2
210.000,42,on,2.000000e-2,-2.738622e-2
220.000,44,on,2.000000e-2,-2.389168e-2
230.000,46,on,2.000000e-2,-2.368077e-2
240.000,48,on,2.000000e-2,-2.227724e-2
250.000,50,on,2.000000e-2,-2.171670e-2
260.000,52,on,2.000000e-2,-2.962135e-2
270.000,54,on,2.000000e-2,-2.735756e-2
280.000,56,on,2.000000e-2,-2.604183e-2
290.000,58,on,2.000000e-2,-2.561941e-2
300.000,60,on,2.000000e-2,-2.862201e-2
310.000,62,on,2.000000e-2,-2.814463e-2
320.000,64,on,2.000000e-2,-3.150501e-2
330.000,66,on,2.000000e-2,-3.131474e-2
340.000,68,on,2.000000e-2,-3.115305e-2
350.000,70,on,2.000000e-2,-2.970291e-2
360.000,72,on,2.000000e-2,-3.409499e-2
370.000,74,on,2.000000e-2,-2.833002e-2
380.000,76,on,2.000000e-2,-3.724411e-2
390.000,78,on,2.000000e-2,-3.557166e-2
400.000,80,on,2.000000e-2,-4.268619e-2
410.000,82,on,2.000000e-2,-3.965133e-2
420.000,84,on,2.000000e-2,-3.848760e-2
430.000,86,on,2.000000e-2,-3.879692e-2
440.000,88,on,2.000000e-2,-3.810645e-2
450.000,90,on,2.000000e-2,-4.047979e-2
460.000,92,on,2.000000e-2,-4.104100e-2
470.000,94,on,2.000000e-2,-4.662449e-2
480.000,96,on,2.000000e-2,-4.393651e-2
490.000,98,on,2.000000e-2,-4.319381e-2
500.000,100,on,2.000000e-2,-4.154079e-2
510.000,102,on,2.000000e-2,-4.674171e-2
520.000,104,on,2.000000e-2,-4.612433e-2
530.000,106,on,2.000000e-2,-4.562705e-2
540.000,108,on,2.000000e-2,-4.297819e-2
550.000,110,on,2.000000e-2,-4.353266e-2
560.000,112,on,2.000000e-2,-4.758448e-2
570.000,114,on,2.000000e-2,-4.739771e-2
580.000,116,on,2.000000e-2,-4.733475e-2
590.000,118,on,2.000000e-2,-4.448539e-2
600.000,120,on,2.000000e-2,-4.845472e-2
610.000,122,on,2.000000e-2,-5.668341e-2
620.000,124,on,2.000000e-2,-5.657557e-2
630.000,126,on,2.000000e-2,-5.687209e-2
640.000,128,on,2.000000e-2,-5.419872e-2
650.000,130,on,2.000000e-2,-5.163639e-2
660.000,132,on,2.000000e-2,-6.190807e-2
670.000,134,on,2.000000e-2,-6.061985e-2
680.000,136,on,2.000000e-2,-5.978673e-2
690.000,138,on,2.000000e-2,-6.063759e-2
700.000,140,on,2.000000e-2,-6.427956e-2
710.000,142,on,2.000000e-2,-5.737206e-2
720.000,144,on,2.000000e-2,-5.741324e-2
730.000,146,on,2.000000e-2,-6.590560e-2
740.000,148,on,2.000000e-2,-6.549678e-2
750.000,150,on,2.000000e-2,-6.342459e-2
760.000,152,on,2.000000e-2,-6.712437e-2
770.000,154,on,2.000000e-2,-6.576011e-2
780.000,156,on,2.000000e-2,-6.420480e-2
790.000,158,on,2.000000e-2,-6.933540e-2
800.000,160,on,2.000000e-2,-7.385209e-2
810.000,162,on,2.000000e-2,-7.041818e-2
820.000,164,on,2.000000e-2,-6.960214e-2
830.000,166,on,2.000000e-2,-7.001481e-2
840.000,168,on,2.000000e-2,-8.034150e-2
850.000,170,on,2.000000e-2,-7.432386e-2
860.000,172,on,2.000000e-2,-7.870194e-2
870.000,174,on,2.000000e-2,-7.267273e-2
880.000,176,on,2.000000e-2,-7.240184e-2
890.000,178,on,2.000000e-2,-6.943329e-2
900.000,180,on,2.000000e-2,-7.063514e-2
910.000,182,on,2.000000e-2,-8.377872e-2
920.000,184,on,2.000000e-2,-8.434483e-2
930.000,186,on,2.000000e-2,-7.783685e-2
940.000,188,on,2.000000e-2,-7.896056e-2
950.000,190,on,2.000000e-2,-7.814214e-2
960.000,192,on,2.000000e-2,-7.685658e-2
970.000,194,on,2.000000e-2,-7.686639e-2
980.000,196,on,2.000000e-2,-6.183987e-2
990.000,198,on,2.000000e-2,-5.724967e-2
1000.000,200,on,2.000000e-2,-6.037714e-2
1010.000,202,on,2.000000e-2,-7.316932e-2
1020.000,204,on,2.000000e-2,-7.424012e-2
1030.000,206,on,2.000000e-2,-8.468365e-2
1040.000,208,on,2.000000e-2,-7.762669e-2
1050.000,210,on,2.000000e-2,-7.708120e-2
1060.000,212,on,2.000000e-2,-8.099753e-2
1070.000,214,on,2.000000e-2,-8.514080e-2
1080.000,216,on,2.000000e-2,-9.109502e-2
1090.000,218,on,2.000000e-2,-8.640356e-2
1100.000,220,on,2.000000e-2,-8.538680e-2
1110.000,222,on,2.000000e-2,-7.602414e-2
1120.000,224,on,2.000000e-2,-8.497109e-2
1130.000,226,on,2.000000e-2,-8.524869e-2
1140.000,228,on,2.000000e-2,-9.777236e-2
1150.000,230,on,2.000000e-2,-8.852156e-2
1160.000,232,on,2.000000e-2,-7.944725e-2
1170.000,234,on,2.000000e-2,-1.062580e-1
1180.000,236,on,2.000000e-2,-9.827359e-2
1190.000,238,on,2.000000e-2,-9.833985e-2
1200.000,240,on,2.000000e-2,-9.268625e-2
1210.000,242,on,2.000000e-2,-1.020452e-1
1220.000,244,on,2.000000e-2,-1.064622e-1
1230.000,246,on,2.000000e-2,-9.674208e-2
1240.000,248,on,2.000000e-2,-9.220029e-2
1250.000,250,on,2.000000e-2,-1.005001e-1
1260.000,252,on,2.000000e-2,-9.553437e-2
1270.000,254,on,2.000000e-2,-1.010186e-1
1280.000,256,on,2.000000e-2,-1.069480e-1
1290.000,258,on,2.000000e-2,-9.262448e-2
1300.000,260,on,2.000000e-2,-1.052550e-1
1310.000,262,on,2.000000e-2,-1.131063e-1
1320.000,264,on,2.000000e-2,-1.072483e-1
1330.000,266,on,2.000000e-2,-1.077682e-1
1340.000,268,on,2.000000e-2,-1.079508e-1
1350.000,270,on,2.000000e-2,-1.149024e-1
1360.000,272,on,2.000000e-2,-1.129237e-1
1370.000,274,on,2.000000e-2,-1.105846e-1
1380.000,276,on,2.000000e-2,-1.082437e-1
1390.000,278,on,2.000000e-2,-1.146099e-1
1400.000,280,on,2.000000e-2,-1.115334e-1
1410.000,282,on,2.000000e-2,-1.190154e-1
1420.000,284,on,2.000000e-2,-1.153233e-1
1430.000,286,on,2.000000e-2,-1.076832e-1
1440.000,288,on,2.000000e-2,-1.114031e-1
1450.000,290,on,2.000000e-2,-1.208322e-1
1460.000,292,on,2.000000e-2,-1.213433e-1
1470.000,294,on,2.000000e-2,-1.198337e-1
1480.000,296,on,2.000000e-2,-1.280406e-1
1490.000,298,on,2.000000e-2,-1.254514e-1
1500.000,300,on,2.000000e-2,-1.260733e-1
1510.000,302,on,2.000000e-2,-1.170920e-1
1520.000,304,on,2.000000e-2,-1.255487e-1
1530.000,306,on,2.000000e-2,-1.335159e-1
1540.000,308,on,2.000000e-2,-1.233808e-1
1550.000,310,on,2.000000e-2,-1.268396e-1
1560.000,312,on,2.000000e-2,-1.431815e-1
1570.000,314,on,2.000000e-2,-1.472715e-1
1580.000,316,on,2.000000e-2,-1.341490e-1
1590.000,318,on,2.000000e-2,-1.347093e-1
1600.000,320,on,2.000000e-2,-1.371866e-1
1610.000,322,on,2.000000e-2,-1.392241e-1
1620.000,324,on,2.000000e-2,-1.499204e-1
1630.000,326,on,2.000000e-2,-1.434693e-1
1640.000,328,on,2.000000e-2,-1.426739e-1
1650.000,330,on,2.000000e-2,-1.348173e-1
1660.000,332,on,2.000000e-2,-1.389916e-1
1670.000,334,on,2.000000e-2,-1.321719e-1
1680.000,336,on,2.000000e-2,-1.342916e-1
1690.000,338,on,2.000000e-2,-1.370000e-1
1700.000,340,on,2.000000e-2,-1.269371e-1
1710.000,342,on,2.000000e-2,-1.396507e-1
1720.000,344,on,2.000000e-2,-1.358687e-1
1730.000,346,on,2.000000e-2,-1.486648e-1
1740.000,348,on,2.000000e-2,-1.469300e-1
1750.000,350,on,2.000000e-2,-1.448842e-1
1760.000,352,on,2.000000e-2,-1.425423e-1
1770.000,354,on,2.000000e-2,-1.371089e-1
1780.000,356,on,2.000000e-2,-1.393312e-1
1790.000,358,on,2.000000e-2,-1.352059e-1
1800.000,360,on,2.000000e-2,-1.404393e-1
1810.000,362,on,2.000000e-2,-1.581845e-1
1820.000,364,on,2.000000e-2,-1.437612e-1
1830.000,366,on,2.000000e-2,-1.494281e-1
1840.000,368,on,2.000000e-2,-1.566591e-1
1850.000,370,on,2.000000e-2,-1.515783e-1
1860.000,372,on,2.000000e-2,-1.560841e-1
1870.000,374,on,2.000000e-2,-1.575949e-1
