pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-6.866074e-3,-7.047669e-3,-9.177916e-1,-7.833146e-1,2.000000e-2,-9.079766e-3
1,-7.833146e-1,-7.980334e-1,-1.711003e0,-1.191790e0,2.000000e-2,-7.359356e-1
2,-1.191790e0,-1.215190e0,-2.032221e0,-9.746957e-1,2.000000e-2,-1.169991e0
