pulse_idx,R0,R1,R2,tau1_fs,tau2_fs,rmse_mV,i_amp_eff
0,-1.4235897076554738,1.2667345273883283e-12,4751.046457701073,972.7794050238354,999494.8874775725,15.90905829128654,0.02
