pulse_idx,R0,R1,R2,tau1_fs,tau2_fs,rmse_mV,i_amp_eff
0,-0.17417238751240938,0.1659105817925089,776.1327519560125,212.4296521145123,195172.23659464315,3.9697977149734553,0.01
