frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
56,280,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.996334,0.998836,0.997481,0.995428,0.998617,0,0,0,0,0,1134,1488,1358,1301,1216
256,1280,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.979325,1.018970,0.999456,1.000000,7,-40,40,9,2,1617,1608,1615,1607,1610
456,2280,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.960175,1.040650,1.000541,1.000000,-1,-40,40,0,0,1615,1603,1615,1618,1612
656,3280,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.943490,1.061708,0.998320,1.000000,-1,-40,40,-1,0,1600,1575,1585,1556,1581
856,4280,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.999422,0.928902,1.084671,1.000000,0.999438,0,-40,43,0,0,1501,1500,1577,1575,1548
1056,5280,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.912076,1.107859,1.000541,1.000543,-1,-40,42,1,0,1602,1567,1615,1618,1611
1256,6280,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.903321,1.127424,0.999441,1.000000,0,-40,40,-1,0,1533,1456,1575,1560,1578
1456,7280,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.889401,1.148590,1.000000,1.000000,0,-40,41,-1,0,1575,1506,1614,1615,1612
1656,8280,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.999357,0.871698,1.140972,1.000000,1.000000,-1,-39,43,0,0,1326,1095,1437,1478,1591
1856,9280,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.878067,1.164018,1.001258,1.000000,0,-40,46,0,0,1361,1074,1343,1360,1560
2056,10280,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,0.999354,0.859610,1.172189,1.001195,1.000000,-1,-37,37,-2,0,1318,1102,1460,1444,1589
2256,11280,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.009002,0.991359,1.009340,0.983673,1.010321,20,202,-314,-40,21,992,1043,1376,1240,1514
2456,12280,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.020678,1.000000,0.999435,0.967279,1.020728,20,17,-34,-40,20,1511,1346,1539,1512,1555
2656,13280,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.032805,0.999399,0.999457,0.948603,1.032769,23,4,-2,-40,20,1599,1435,1612,1560,1601
2856,14280,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.045281,1.000614,1.000546,0.930626,1.040045,21,0,1,-40,20,1603,1399,1600,1543,1543
3056,15280,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.055462,1.000000,1.000544,0.914716,1.054259,23,1,-2,-40,20,1555,1430,1609,1564,1613
3256,16280,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.066851,1.001221,1.000000,0.899888,1.063014,22,0,-1,-40,20,1580,1408,1601,1548,1595
3456,17280,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.080260,1.000000,1.000000,0.884900,1.075616,21,-1,0,-40,21,1614,1433,1617,1525,1595
3656,18280,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.088167,1.000000,1.001132,0.876301,1.081158,22,-1,0,-39,20,1494,1334,1536,1500,1532
3856,19280,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.090852,0.998686,0.998807,0.872191,1.083386,21,0,-2,-41,22,1355,1292,1447,1194,1341
4056,20280,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.096361,0.998568,1.001177,0.859558,1.096365,18,0,0,-39,17,1254,1167,1469,1308,1503
4256,21280,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.010388,1.000000,1.017745,0.847565,1.006889,-189,0,42,-40,-179,1599,1393,1517,1351,1512
4456,22280,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.002189,1.000610,1.046397,0.836235,0.996577,-19,1,46,-40,-23,1597,1410,1602,1321,1523
4656,23280,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,0.996403,1.055118,0.834550,1.001191,-4,-1,41,-40,-3,1415,1160,1421,1003,1449
4856,24280,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,1.001978,1.081050,0.836226,0.995937,0,0,45,-40,-4,1542,1287,1522,1095,1493
5056,25280,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000544,1.000601,1.101465,0.819960,0.999447,-2,1,45,-40,-1,1607,1433,1613,1253,1579
5256,26280,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,0.996299,0.997807,1.098855,0.809221,0.997653,0,0,42,-40,0,1121,1138,1429,1028,1474
5456,27280,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,0.997347,0.997411,1.111748,0.803443,1.002335,-1,0,44,-40,-1,901,1315,1515,1164,1483
5656,28280,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,1.000000,1.139200,0.798863,1.000000,0,0,43,-40,-1,1605,1435,1645,1177,1582
5856,29280,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,1.000000,1.145153,0.785505,0.999445,0,0,45,-40,1,1608,1434,1637,1136,1573
6056,30280,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.000000,0.999342,1.147476,0.788536,1.001681,0,-1,48,-34,3,1499,1289,1533,1061,1555
6256,31280,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.011438,0.977081,1.018047,0.980882,1.012128,20,-40,-255,292,20,1606,1428,1654,1130,1584
6456,32280,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.022901,0.956231,1.000000,0.994920,1.020112,20,-40,-36,49,20,1604,1415,1642,1148,1560
6656,33280,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.032348,0.938005,0.998878,0.996810,1.030199,22,-40,-2,15,19,1563,1254,1553,1024,1525
6856,34280,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.044432,0.920280,0.998205,0.994163,1.027156,20,-40,0,15,23,1548,1200,1441,798,1243
