frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
218,1090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.995609,0.996027,0.995816,0.997071,0.997128,0,0,0,0,0,1592,1532,1443,1477,1511
418,2090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.001213,0.979989,1.018846,0.999417,1.000000,8,-40,41,5,4,1419,1519,1521,1484,1451
618,3090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.999397,0.963625,1.035842,0.998830,0.999420,-1,-40,40,0,0,1427,1337,1444,1480,1494
818,4090,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.005959,0.984436,1.013654,0.991745,1.005491,10,41,-47,-20,11,1616,1569,1601,1587,1591
1018,5090,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.016260,0.999452,1.000542,0.972222,1.016820,20,27,-25,-40,21,1615,1594,1616,1606,1613
1218,6090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.027144,0.999452,1.000543,0.954048,1.026602,19,0,0,-39,18,1612,1595,1610,1598,1612
1418,7090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.003256,1.000000,1.022764,0.935820,1.002709,-44,0,41,-40,-43,1613,1596,1615,1593,1616
1618,8090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,1.000000,1.045405,0.917452,1.000000,-6,1,42,-40,-5,1616,1589,1598,1575,1612
1818,9090,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.006152,0.989526,1.015744,0.973199,1.005959,11,-21,-54,89,11,1558,1584,1612,1561,1616
2018,10090,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.017382,0.970863,1.002166,0.996656,1.017382,20,-40,-26,44,20,1611,1589,1617,1564,1611
2218,11090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.027144,0.949917,1.000541,0.999446,1.028184,19,-40,-3,6,20,1612,1587,1617,1575,1615
2418,12090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.001631,0.929873,1.022740,1.000000,1.001091,-48,-39,41,1,-50,1609,1581,1617,1568,1604
2618,13090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.999434,0.914269,1.037747,1.000000,1.000000,-3,-41,43,0,-3,1538,1508,1492,1352,1562
2818,14090,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.002823,0.970520,1.015084,0.988055,1.006579,9,107,-56,-22,11,1541,1500,1560,1528,1594
3018,15090,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.016811,0.998333,1.003256,0.967778,1.017372,21,46,-24,-40,21,1614,1570,1613,1570,1612
3218,16090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.027657,0.999444,1.000546,0.946128,1.026068,20,1,-6,-40,19,1614,1570,1601,1552,1573
3418,17090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.002735,1.000000,1.023718,0.929054,1.004937,-45,1,41,-39,-42,1598,1515,1583,1546,1593
3618,18090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,1.000000,1.039586,0.917663,0.999333,-5,0,44,-41,-11,1501,1469,1412,1276,1270
3818,19090,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.005444,0.987778,1.016885,0.970704,1.006047,8,-21,-55,102,8,1607,1570,1606,1545,1589
4018,20090,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.014349,0.967324,1.002176,0.997748,1.015784,20,-40,-29,49,20,1582,1545,1608,1546,1544
4218,21090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.024656,0.949624,0.999428,0.999412,1.025070,19,-40,-3,4,19,1514,1497,1517,1470,1565
4418,22090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998860,0.930123,1.019209,1.000000,1.002193,-49,-40,41,1,-45,1525,1473,1540,1496,1594
4618,23090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.907969,1.046589,1.000000,0.999437,-4,-40,43,1,-3,1564,1552,1573,1433,1546
4818,24090,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.006027,0.970225,1.019032,0.988202,1.007625,10,108,-51,-21,11,1595,1550,1609,1550,1606
5018,25090,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.015757,0.996018,1.001664,0.968344,1.016556,20,45,-30,-40,20,1547,1528,1573,1539,1582
5218,26090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.021596,0.999412,1.001197,0.947205,1.026232,19,7,-5,-40,18,1437,1472,1441,1380,1333
5418,27090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.001732,0.998799,1.021090,0.928828,1.003915,-47,-2,42,-40,-47,1502,1435,1477,1442,1558
5618,28090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000000,0.999430,1.043383,0.908414,1.000561,-2,1,40,-40,-5,1578,1525,1591,1517,1552
5818,29090,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.005464,0.987647,1.014730,0.972077,1.005845,10,-20,-52,104,10,1600,1551,1603,1489,1481
6018,30090,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.017553,0.969543,1.003297,0.998846,1.018681,20,-40,-26,49,20,1593,1543,1590,1503,1590
6218,31090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.026703,0.949661,1.001630,0.999426,1.029105,18,-40,-3,2,20,1605,1538,1611,1511,1591
6418,32090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000552,0.932262,1.023014,1.000000,1.002737,-45,-40,40,3,-49,1583,1512,1595,1521,1597
6618,33090,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.997408,0.916996,1.038415,1.000000,0.998152,-5,-40,42,1,-6,1313,1288,1436,1357,1393
6818,34090,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.004403,0.973776,1.017847,0.989722,1.005090,11,97,-51,-21,10,1587,1486,1563,1424,1538
7018,35090,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.015828,0.996437,1.000564,0.968568,1.017042,20,43,-33,-40,21,1539,1454,1544,1488,1589
7218,36090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.021032,0.998716,0.997944,0.944844,1.023948,21,4,-2,-40,20,816,549,743,604,1148
7418,37090,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.003838,0.999389,1.015823,0.927148,1.000000,-43,-1,40,-40,-48,1594,1407,1350,1225,1393
