pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-4.795018e-3,-4.785633e-3,-1.010127e-1,-4.167092e-2,5.000000e-5,1.876988e-1
