pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,1.237256e-3,-3.483358e-3,-1.105107e-1,-2.061983e-3,2.000000e-2,-2.360307e-1
