t_fs,step,phase,i_applied,v_cell
0.000,0,pre,0.000000e0,-4.445943e-3
5.000,1,on,1.000000e-2,-4.421729e-3
10.000,2,on,1.000000e-2,-4.423502e-3
20.000,4,on,1.000000e-2,-4.624632e-3
30.000,6,on,1.000000e-2,-4.415827e-3
40.000,8,on,1.000000e-2,-4.425180e-3
50.000,10,on,1.000000e-2,-4.442331e-3
60.000,12,on,1.000000e-2,-4.459816e-3
70.000,14,on,1.000000e-2,-4.482233e-3
80.000,16,on,1.000000e-2,-4.500537e-3
90.000,18,on,1.000000e-2,-4.478483e-3
100.000,20,on,1.000000e-2,-3.612032e-3
110.000,22,on,1.000000e-2,-8.718961e-3
120.000,24,on,1.000000e-2,-1.183986e-2
130.000,26,on,1.000000e-2,-1.232012e-2
140.000,28,on,1.000000e-2,-1.169222e-2
150.000,30,on,1.000000e-2,-6.180981e-3
160.000,32,on,1.000000e-2,-1.112852e-2
170.000,34,on,1.000000e-2,-1.096931e-2
180.000,36,on,1.000000e-2,-1.087320e-2
190.000,38,on,1.000000e-2,-5.965770e-3
200.000,40,on,1.000000e-2,-4.951371e-3
210.000,42,on,1.000000e-2,-1.352140e-2
220.000,44,on,1.000000e-2,-1.515693e-2
230.000,46,on,1.000000e-2,-1.406636e-2
240.000,48,on,1.000000e-2,-1.354851e-2
250.000,50,on,1.000000e-2,-1.332434e-2
260.000,52,on,1.000000e-2,-1.334877e-2
270.000,54,on,1.000000e-2,-1.303342e-2
280.000,56,on,1.000000e-2,-1.349603e-2
290.000,58,on,1.000000e-2,-1.410379e-2
300.000,60,on,1.000000e-2,-8.125140e-3
310.000,62,on,1.000000e-2,-1.694497e-2
320.000,64,on,1.000000e-2,-1.733995e-2
330.000,66,on,1.000000e-2,-1.549701e-2
340.000,68,on,1.000000e-2,-1.798115e-2
350.000,70,on,1.000000e-2,-1.714126e-2
360.000,72,on,1.000000e-2,-1.679421e-2
370.000,74,on,1.000000e-2,-1.615229e-2
380.000,76,on,1.000000e-2,-1.619570e-2
390.000,78,on,1.000000e-2,-1.622066e-2
400.000,80,on,1.000000e-2,-1.531044e-2
410.000,82,on,1.000000e-2,-2.445959e-2
420.000,84,on,1.000000e-2,-2.295484e-2
430.000,86,on,1.000000e-2,-2.023181e-2
440.000,88,on,1.000000e-2,-1.974980e-2
450.000,90,on,1.000000e-2,-1.968108e-2
460.000,92,on,1.000000e-2,-1.957233e-2
470.000,94,on,1.000000e-2,-1.968385e-2
480.000,96,on,1.000000e-2,-1.979041e-2
490.000,98,on,1.000000e-2,-1.936060e-2
500.000,100,on,1.000000e-2,-1.828310e-2
510.000,102,on,1.000000e-2,-2.585154e-2
520.000,104,on,1.000000e-2,-2.422182e-2
530.000,106,on,1.000000e-2,-2.323645e-2
540.000,108,on,1.000000e-2,-2.308495e-2
550.000,110,on,1.000000e-2,-2.288623e-2
560.000,112,on,1.000000e-2,-2.250356e-2
570.000,114,on,1.000000e-2,-2.208131e-2
580.000,116,on,1.000000e-2,-2.226155e-2
590.000,118,on,1.000000e-2,-2.251345e-2
600.000,120,on,1.000000e-2,-2.220356e-2
610.000,122,on,1.000000e-2,-2.621618e-2
620.000,124,on,1.000000e-2,-2.953492e-2
630.000,126,on,1.000000e-2,-2.944003e-2
640.000,128,on,1.000000e-2,-2.890935e-2
650.000,130,on,1.000000e-2,-2.830294e-2
660.000,132,on,1.000000e-2,-2.749673e-2
670.000,134,on,1.000000e-2,-2.831552e-2
680.000,136,on,1.000000e-2,-2.850113e-2
690.000,138,on,1.000000e-2,-2.839508e-2
700.000,140,on,1.000000e-2,-2.694572e-2
710.000,142,on,1.000000e-2,-3.034211e-2
720.000,144,on,1.000000e-2,-2.760835e-2
730.000,146,on,1.000000e-2,-3.173931e-2
740.000,148,on,1.000000e-2,-3.125867e-2
750.000,150,on,1.000000e-2,-2.961092e-2
760.000,152,on,1.000000e-2,-2.921209e-2
770.000,154,on,1.000000e-2,-2.975731e-2
780.000,156,on,1.000000e-2,-2.997337e-2
790.000,158,on,1.000000e-2,-3.029020e-2
800.000,160,on,1.000000e-2,-2.888196e-2
810.000,162,on,1.000000e-2,-3.827083e-2
820.000,164,on,1.000000e-2,-3.742635e-2
830.000,166,on,1.000000e-2,-3.645940e-2
840.000,168,on,1.000000e-2,-3.618032e-2
850.000,170,on,1.000000e-2,-3.589599e-2
860.000,172,on,1.000000e-2,-3.571108e-2
870.000,174,on,1.000000e-2,-3.636694e-2
880.000,176,on,1.000000e-2,-3.706118e-2
890.000,178,on,1.000000e-2,-3.955340e-2
900.000,180,on,1.000000e-2,-3.377599e-2
910.000,182,on,1.000000e-2,-3.915563e-2
920.000,184,on,1.000000e-2,-3.913199e-2
930.000,186,on,1.000000e-2,-5.005502e-2
940.000,188,on,1.000000e-2,-4.758522e-2
950.000,190,on,1.000000e-2,-3.719898e-2
960.000,192,on,1.000000e-2,-4.758050e-2
970.000,194,on,1.000000e-2,-4.699704e-2
980.000,196,on,1.000000e-2,-4.056432e-2
990.000,198,on,1.000000e-2,-3.998286e-2
1000.000,200,on,1.000000e-2,-4.295847e-2
1010.000,202,on,1.000000e-2,-4.627300e-2
1020.000,204,on,1.000000e-2,-4.569636e-2
1030.000,206,on,1.000000e-2,-4.857510e-2
1040.000,208,on,1.000000e-2,-4.773256e-2
1050.000,210,on,1.000000e-2,-4.746159e-2
1060.000,212,on,1.000000e-2,-4.716412e-2
1070.000,214,on,1.000000e-2,-4.641814e-2
1080.000,216,on,1.000000e-2,-4.234336e-2
1090.000,218,on,1.000000e-2,-4.223165e-2
1100.000,220,on,1.000000e-2,-4.458488e-2
1110.000,222,on,1.000000e-2,-5.257702e-2
1120.000,224,on,1.000000e-2,-4.986968e-2
1130.000,226,on,1.000000e-2,-4.984839e-2
1140.000,228,on,1.000000e-2,-4.445644e-2
1150.000,230,on,1.000000e-2,-4.433416e-2
1160.000,232,on,1.000000e-2,-4.467978e-2
1170.000,234,on,1.000000e-2,-4.352921e-2
1180.000,236,on,1.000000e-2,-4.741859e-2
1190.000,238,on,1.000000e-2,-4.769175e-2
1200.000,240,on,1.000000e-2,-4.577650e-2
1210.000,242,on,1.000000e-2,-5.585514e-2
1220.000,244,on,1.000000e-2,-5.403285e-2
1230.000,246,on,1.000000e-2,-5.146245e-2
1240.000,248,on,1.000000e-2,-4.709785e-2
1250.000,250,on,1.000000e-2,-5.471477e-2
1260.000,252,on,1.000000e-2,-5.409294e-2
1270.000,254,on,1.000000e-2,-5.440199e-2
1280.000,256,on,1.000000e-2,-5.449590e-2
1290.000,258,on,1.000000e-2,-4.206750e-2
1300.000,260,on,1.000000e-2,-5.486524e-2
1310.000,262,on,1.000000e-2,-5.482449e-2
1320.000,264,on,1.000000e-2,-5.036238e-2
1330.000,266,on,1.000000e-2,-5.724932e-2
1340.000,268,on,1.000000e-2,-5.974888e-2
1350.000,270,on,1.000000e-2,-5.852480e-2
1360.000,272,on,1.000000e-2,-5.205051e-2
1370.000,274,on,1.000000e-2,-5.625877e-2
1380.000,276,on,1.000000e-2,-5.593933e-2
1390.000,278,on,1.000000e-2,-6.186451e-2
1400.000,280,on,1.000000e-2,-6.274050e-2
1410.000,282,on,1.000000e-2,-6.274948e-2
1420.000,284,on,1.000000e-2,-5.831736e-2
1430.000,286,on,1.000000e-2,-6.428583e-2
1440.000,288,on,1.000000e-2,-6.238600e-2
1450.000,290,on,1.000000e-2,-6.314916e-2
1460.000,292,on,1.000000e-2,-6.810275e-2
1470.000,294,on,1.000000e-2,-7.364662e-2
1480.000,296,on,1.000000e-2,-7.300359e-2
1490.000,298,on,1.000000e-2,-7.277185e-2
1500.000,300,on,1.000000e-2,-6.786586e-2
1510.000,302,on,1.000000e-2,-7.924235e-2
1520.000,304,on,1.000000e-2,-7.567666e-2
1530.000,306,on,1.000000e-2,-6.769209e-2
1540.000,308,on,1.000000e-2,-8.148754e-2
1550.000,310,on,1.000000e-2,-7.210736e-2
1560.000,312,on,1.000000e-2,-6.610853e-2
1570.000,314,on,1.000000e-2,-6.414860e-2
1580.000,316,on,1.000000e-2,-7.146793e-2
1590.000,318,on,1.000000e-2,-7.011255e-2
1600.000,320,on,1.000000e-2,-6.337576e-2
1610.000,322,on,1.000000e-2,-6.893352e-2
1620.000,324,on,1.000000e-2,-8.365527e-2
1630.000,326,on,1.000000e-2,-7.148956e-2
1640.000,328,on,1.000000e-2,-6.713589e-2
1650.000,330,on,1.000000e-2,-7.539641e-2
1660.000,332,on,1.000000e-2,-7.235573e-2
1670.000,334,on,1.000000e-2,-7.658987e-2
1680.000,336,on,1.000000e-2,-7.636836e-2
1690.000,338,on,1.000000e-2,-7.480724e-2
1700.000,340,on,1.000000e-2,-7.968366e-2
1710.000,342,on,1.000000e-2,-7.694662e-2
1720.000,344,on,1.000000e-2,-7.901771e-2
1730.000,346,on,1.000000e-2,-7.355668e-2
1740.000,348,on,1.000000e-2,-7.899454e-2
1750.000,350,on,1.000000e-2,-7.365973e-2
1760.000,352,on,1.000000e-2,-7.858964e-2
1770.000,354,on,1.000000e-2,-8.278784e-2
1780.000,356,on,1.000000e-2,-7.809784e-2
1790.000,358,on,1.000000e-2,-8.188820e-2
1800.000,360,on,1.000000e-2,-7.753647e-2
1810.000,362,on,1.000000e-2,-7.636780e-2
1820.000,364,on,1.000000e-2,-8.211422e-2
1830.000,366,on,1.000000e-2,-7.706276e-2
1840.000,368,on,1.000000e-2,-8.439560e-2
1850.000,370,on,1.000000e-2,-8.917899e-2
1860.000,372,on,1.000000e-2,-8.710557e-2
1870.000,374,on,1.000000e-2,-6.889339e-2
1880.000,376,on,1.000000e-2,-7.106064e-2
1890.000,378,on,1.000000e-2,-6.689797e-2
1900.000,380,on,1.000000e-2,-8.641113e-2
1910.000,382,on,1.000000e-2,-9.140645e-2
1920.000,384,on,1.000000e-2,-8.134437e-2
1930.000,386,on,1.000000e-2,-8.625720e-2
1940.000,388,on,1.000000e-2,-8.535421e-2
1950.000,390,on,1.000000e-2,-8.956443e-2
1960.000,392,on,1.000000e-2,-8.521874e-2
1970.000,394,on,1.000000e-2,-9.484404e-2
1980.000,396,on,1.000000e-2,-8.495927e-2
1990.000,398,on,1.000000e-2,-8.602229e-2
2000.000,400,on,1.000000e-2,-8.842185e-2
2010.000,402,on,1.000000e-2,-9.513480e-2
2020.000,404,on,1.000000e-2,-9.293417e-2
2030.000,406,on,1.000000e-2,-9.256946e-2
2040.000,408,on,1.000000e-2,-9.961261e-2
2050.000,410,on,1.000000e-2,-1.010064e-1
2060.000,412,on,1.000000e-2,-1.051935e-1
2070.000,414,on,1.000000e-2,-9.247887e-2
2080.000,416,on,1.000000e-2,-9.753562e-2
2090.000,418,on,1.000000e-2,-1.016731e-1
2100.000,420,on,1.000000e-2,-9.713297e-2
2110.000,422,on,1.000000e-2,-1.020229e-1
2120.000,424,on,1.000000e-2,-9.467394e-2
2130.000,426,on,1.000000e-2,-1.012055e-1
2140.000,428,on,1.000000e-2,-1.029756e-1
2150.000,430,on,1.000000e-2,-9.433919e-2
2160.000,432,on,1.000000e-2,-1.090153e-1
2170.000,434,on,1.000000e-2,-8.394298e-2
2180.000,436,on,1.000000e-2,-1.017595e-1
2190.000,438,on,1.000000e-2,-8.783031e-2
2200.000,440,on,1.000000e-2,-8.992276e-2
2210.000,442,on,1.000000e-2,-1.052491e-1
2220.000,444,on,1.000000e-2,-9.760081e-2
2230.000,446,on,1.000000e-2,-1.143913e-1
2240.000,448,on,1.000000e-2,-1.098013e-1
2250.000,450,on,1.000000e-2,-1.119935e-1
2260.000,452,on,1.000000e-2,-1.032701e-1
2270.000,454,on,1.000000e-2,-1.062201e-1
2280.000,456,on,1.000000e-2,-1.085963e-1
2290.000,458,on,1.000000e-2,-1.110456e-1
2300.000,460,on,1.000000e-2,-1.072558e-1
2310.000,462,on,1.000000e-2,-1.039381e-1
2320.000,464,on,1.000000e-2,-1.035750e-1
2330.000,466,on,1.000000e-2,-1.178505e-1
2340.000,468,on,1.000000e-2,-1.185848e-1
2350.000,470,on,1.000000e-2,-1.127675e-1
2360.000,472,on,1.000000e-2,-1.146230e-1
2370.000,474,on,1.000000e-2,-1.248017e-1
2380.000,476,on,1.000000e-2,-1.213685e-1
2390.000,478,on,1.000000e-2,-1.150742e-1
2400.000,480,on,1.000000e-2,-1.111842e-1
2410.000,482,on,1.000000e-2,-1.084236e-1
2420.000,484,on,1.000000e-2,-1.152844e-1
2430.000,486,on,1.000000e-2,-1.025182e-1
2440.000,488,on,1.000000e-2,-1.080604e-1
2450.000,490,on,1.000000e-2,-1.092820e-1
2460.000,492,on,1.000000e-2,-1.012553e-1
2470.000,494,on,1.000000e-2,-1.084118e-1
2480.000,496,on,1.000000e-2,-1.063894e-1
2490.000,498,on,1.000000e-2,-1.062145e-1
2500.000,500,on,1.000000e-2,-1.134850e-1
2510.000,502,on,1.000000e-2,-1.114426e-1
2520.000,504,on,1.000000e-2,-1.144214e-1
2530.000,506,on,1.000000e-2,-1.343743e-1
2540.000,508,on,1.000000e-2,-1.149462e-1
2550.000,510,on,1.000000e-2,-1.157327e-1
2560.000,512,on,1.000000e-2,-1.162177e-1
2570.000,514,on,1.000000e-2,-1.257618e-1
2580.000,516,on,1.000000e-2,-1.090987e-1
2590.000,518,on,1.000000e-2,-1.220575e-1
2600.000,520,on,1.000000e-2,-1.227800e-1
2610.000,522,on,1.000000e-2,-1.197501e-1
2620.000,524,on,1.000000e-2,-1.247751e-1
2630.000,526,on,1.000000e-2,-1.275286e-1
2640.000,528,on,1.000000e-2,-1.256588e-1
2650.000,530,on,1.000000e-2,-1.124395e-1
2660.000,532,on,1.000000e-2,-1.130381e-1
2670.000,534,on,1.000000e-2,-1.214050e-1
2680.000,536,on,1.000000e-2,-1.042831e-1
2690.000,538,on,1.000000e-2,-1.119058e-1
2700.000,540,on,1.000000e-2,-1.064557e-1
2710.000,542,on,1.000000e-2,-1.160074e-1
2720.000,544,on,1.000000e-2,-1.068774e-1
2730.000,546,on,1.000000e-2,-9.554542e-2
2740.000,548,on,1.000000e-2,-1.075026e-1
2750.000,550,on,1.000000e-2,-1.207472e-1
2760.000,552,on,1.000000e-2,-1.150273e-1
2770.000,554,on,1.000000e-2,-1.228596e-1
2780.000,556,on,1.000000e-2,-1.109062e-1
2790.000,558,on,1.000000e-2,-1.103002e-1
2800.000,560,on,1.000000e-2,-1.180231e-1
2810.000,562,on,1.000000e-2,-1.213704e-1
2820.000,564,on,1.000000e-2,-1.262444e-1
2830.000,566,on,1.000000e-2,-1.209358e-1
2840.000,568,on,1.000000e-2,-1.192022e-1
2850.000,570,on,1.000000e-2,-1.192794e-1
2860.000,572,on,1.000000e-2,-1.139542e-1
2870.000,574,on,1.000000e-2,-1.193124e-1
2880.000,576,on,1.000000e-2,-1.258426e-1
2890.000,578,on,1.000000e-2,-1.216601e-1
2900.000,580,on,1.000000e-2,-1.155075e-1
2910.000,582,on,1.000000e-2,-1.262300e-1
2920.000,584,on,1.000000e-2,-1.259155e-1
2930.000,586,on,1.000000e-2,-1.333281e-1
2940.000,588,on,1.000000e-2,-1.383510e-1
2950.000,590,on,1.000000e-2,-1.289557e-1
2960.000,592,on,1.000000e-2,-1.321198e-1
2970.000,594,on,1.000000e-2,-1.405484e-1
2980.000,596,on,1.000000e-2,-1.358427e-1
2990.000,598,on,1.000000e-2,-1.306337e-1
3000.000,600,on,1.000000e-2,-1.378916e-1
3010.000,602,on,1.000000e-2,-1.201387e-1
3020.000,604,on,1.000000e-2,-1.315454e-1
3030.000,606,on,1.000000e-2,-1.318525e-1
3040.000,608,on,1.000000e-2,-1.351369e-1
3050.000,610,on,1.000000e-2,-1.293206e-1
3060.000,612,on,1.000000e-2,-1.317869e-1
3070.000,614,on,1.000000e-2,-1.341287e-1
3080.000,616,on,1.000000e-2,-1.416443e-1
3090.000,618,on,1.000000e-2,-1.396257e-1
3100.000,620,on,1.000000e-2,-1.331052e-1
3110.000,622,on,1.000000e-2,-1.397422e-1
3120.000,624,on,1.000000e-2,-1.405365e-1
3130.000,626,on,1.000000e-2,-1.498260e-1
3140.000,628,on,1.000000e-2,-1.426958e-1
3150.000,630,on,1.000000e-2,-1.423498e-1
3160.000,632,on,1.000000e-2,-1.379707e-1
3170.000,634,on,1.000000e-2,-1.344103e-1
3180.000,636,on,1.000000e-2,-1.292597e-1
3190.000,638,on,1.000000e-2,-1.339571e-1
3200.000,640,on,1.000000e-2,-1.332246e-1
3210.000,642,on,1.000000e-2,-1.391499e-1
3220.000,644,on,1.000000e-2,-1.227519e-1
3230.000,646,on,1.000000e-2,-1.252338e-1
3240.000,648,on,1.000000e-2,-1.239126e-1
3250.000,650,on,1.000000e-2,-1.213865e-1
3260.000,652,on,1.000000e-2,-1.322185e-1
3270.000,654,on,1.000000e-2,-1.260021e-1
3280.000,656,on,1.000000e-2,-1.320321e-1
3290.000,658,on,1.000000e-2,-1.365849e-1
3300.000,660,on,1.000000e-2,-1.474121e-1
3310.000,662,on,1.000000e-2,-1.592817e-1
3320.000,664,on,1.000000e-2,-1.307066e-1
3330.000,666,on,1.000000e-2,-1.339974e-1
3340.000,668,on,1.000000e-2,-1.427522e-1
3350.000,670,on,1.000000e-2,-1.382585e-1
3360.000,672,on,1.000000e-2,-1.471821e-1
3370.000,674,on,1.000000e-2,-1.406397e-1
3380.000,676,on,1.000000e-2,-1.501932e-1
3390.000,678,on,1.000000e-2,-1.359507e-1
3400.000,680,on,1.000000e-2,-1.451455e-1
3410.000,682,on,1.000000e-2,-1.327721e-1
3420.000,684,on,1.000000e-2,-1.516442e-1
3430.000,686,on,1.000000e-2,-1.462768e-1
3440.000,688,on,1.000000e-2,-1.476718e-1
3450.000,690,on,1.000000e-2,-1.435977e-1
3460.000,692,on,1.000000e-2,-1.456932e-1
3470.000,694,on,1.000000e-2,-1.450460e-1
3480.000,696,on,1.000000e-2,-1.380684e-1
3490.000,698,on,1.000000e-2,-1.435802e-1
3500.000,700,on,1.000000e-2,-1.538685e-1
3510.000,702,on,1.000000e-2,-1.544416e-1
3520.000,704,on,1.000000e-2,-1.540920e-1
3530.000,706,on,1.000000e-2,-1.508210e-1
3540.000,708,on,1.000000e-2,-1.604700e-1
3550.000,710,on,1.000000e-2,-1.586411e-1
3560.000,712,on,1.000000e-2,-1.429345e-1
3570.000,714,on,1.000000e-2,-1.451629e-1
3580.000,716,on,1.000000e-2,-1.401883e-1
3590.000,718,on,1.000000e-2,-1.569155e-1
3600.000,720,on,1.000000e-2,-1.558925e-1
3610.000,722,on,1.000000e-2,-1.563346e-1
3620.000,724,on,1.000000e-2,-1.535344e-1
3630.000,726,on,1.000000e-2,-1.550281e-1
3640.000,728,on,1.000000e-2,-1.655078e-1
3650.000,730,on,1.000000e-2,-1.548206e-1
3660.000,732,on,1.000000e-2,-1.590200e-1
3670.000,734,on,1.000000e-2,-1.705624e-1
3680.000,736,on,1.000000e-2,-1.641294e-1
3690.000,738,on,1.000000e-2,-1.551713e-1
3700.000,740,on,1.000000e-2,-1.412042e-1
3710.000,742,on,1.000000e-2,-1.612583e-1
3720.000,744,on,1.000000e-2,-1.600290e-1
3730.000,746,on,1.000000e-2,-1.724595e-1
3740.000,748,on,1.000000e-2,-1.569030e-1
3750.000,750,on,1.000000e-2,-1.611928e-1
3760.000,752,on,1.000000e-2,-1.601527e-1
3770.000,754,on,1.000000e-2,-1.637007e-1
3780.000,756,on,1.000000e-2,-1.523836e-1
3790.000,758,on,1.000000e-2,-1.581004e-1
3800.000,760,on,1.000000e-2,-1.704011e-1
