pulse_idx,R0,R1,R2,tau1_fs,tau2_fs,rmse_mV,i_amp_eff
0,-0.7850249979447643,5.440215485626549e-10,4356.9065272637845,3.892254324401028,999498.8794784709,11.240727876171812,0.01
