target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.006015,-0.005926,0.000045,0.246743,-0.196297,3,-2
1.005,200.0,0.015060,-0.014815,0.000123,0.032507,-0.090981,3,-3
1.005,300.0,0.011817,-0.017778,-0.002981,-0.045304,0.011773,-1,-1
1.005,400.0,0.009022,-0.014837,-0.002907,-0.022381,0.061283,-1,0
1.005,500.0,0.012048,-0.008915,0.001566,-0.044151,-0.049349,0,1
1.005,600.0,0.009360,-0.009539,-0.000089,-0.015893,-0.024032,0,0
1.005,700.0,0.009036,-0.009091,-0.000027,0.012373,-0.075413,0,-1
1.005,800.0,0.011923,-0.015060,-0.001569,-0.021288,-0.037706,1,-1
1.005,900.0,0.008969,-0.011905,-0.001468,0.010071,-0.109611,-1,-1
1.005,1000.0,0.005997,-0.012384,-0.003193,0.023848,0.041287,1,1
1.005,1100.0,0.008996,-0.005997,0.001499,-0.024303,0.090454,1,2
1.005,1200.0,0.009202,-0.003082,0.003060,0.025028,-0.011609,-1,2
1.005,1300.0,0.012048,-0.002981,0.004534,0.000510,-0.137035,1,-2
1.005,1400.0,0.008996,-0.012251,-0.001628,-0.003272,-0.063443,-1,-3
1.005,1500.0,0.008929,-0.014881,-0.002976,0.019414,0.013652,0,0
1.005,1600.0,0.009331,-0.015152,-0.002910,0.042159,0.158471,0,1
1.005,1700.0,0.008876,-0.005952,0.001462,-0.008946,0.074626,1,2
1.005,1800.0,0.012346,-0.008915,0.001715,-0.045281,-0.003586,0,0
1.005,1900.0,0.006006,-0.014859,-0.004426,0.010020,0.081605,-2,-2
1.005,2000.0,0.003007,-0.009023,-0.003008,0.091791,0.048095,0,2
1.005,2100.0,0.009050,-0.008915,0.000067,0.066619,0.014430,1,0
1.005,2200.0,0.012030,-0.008915,0.001557,0.041363,0.013407,1,0
1.005,2300.0,0.009050,-0.011887,-0.001419,-0.073650,-0.008393,0,0
1.005,2400.0,0.006015,-0.011940,-0.002963,-0.090091,0.014920,-1,-2
1.005,2500.0,0.006033,-0.011887,-0.002927,-0.044168,0.061718,-1,1
1.005,2600.0,0.005970,-0.011905,-0.002967,0.049218,0.031447,0,0
1.005,2700.0,0.009631,-0.009631,0.000000,0.015144,0.042604,2,0
1.005,2800.0,0.011994,-0.002981,0.004507,-0.021892,-0.071172,0,1
1.005,2900.0,0.009188,-0.012539,-0.001675,-0.058928,-0.012902,0,0
1.005,3000.0,0.005970,-0.008915,-0.001473,-0.024856,-0.067194,-2,0
1.005,3100.0,0.008929,-0.008915,0.000007,0.044774,-0.091889,1,0
1.005,3200.0,0.011940,-0.011887,0.000027,0.019589,-0.039270,1,-1
1.005,3300.0,0.011994,-0.009105,0.001445,-0.017447,-0.033740,0,-1
1.005,3400.0,0.009036,-0.014925,-0.002945,-0.054483,0.087131,0,0
1.005,3500.0,0.006173,-0.009646,-0.001737,0.003295,0.062851,-2,2
1.005,3600.0,0.008955,-0.006202,0.001377,0.049220,-0.023996,1,0
1.005,3700.0,0.011940,-0.011869,0.000035,-0.055964,0.004650,1,0
1.005,3800.0,0.008929,-0.005952,0.001488,-0.060350,-0.120641,-1,0
1.005,3900.0,0.009022,-0.011905,-0.001441,-0.038188,-0.079494,0,-2
1.005,4000.0,0.003040,-0.017831,-0.007396,0.055146,0.056574,0,0
1.005,4100.0,0.009022,-0.008915,0.000054,0.029961,0.020092,2,3
1.005,4200.0,0.009022,-0.005952,0.001535,-0.007075,-0.060920,0,0
1.005,4300.0,0.011852,-0.015060,-0.001604,-0.044111,-0.004985,0,-2
1.005,4400.0,0.011869,-0.014859,-0.001495,-0.081147,0.062648,0,0
1.005,4500.0,0.005961,-0.011887,-0.002963,0.015149,0.085569,-2,1
1.005,4600.0,0.006163,-0.011887,-0.002862,0.096631,0.105560,0,0
1.005,4700.0,0.006163,-0.008929,-0.001383,0.118851,0.030665,1,0
1.005,4800.0,0.015083,-0.008929,0.003077,0.037369,0.038736,2,0
1.005,4900.0,0.009009,-0.006144,0.001432,0.015149,-0.024243,0,0
1.005,5000.0,0.009119,-0.011922,-0.001402,-0.021887,-0.018635,0,-1
1.005,5100.0,0.009036,-0.011905,-0.001434,0.003296,0.007590,-1,0
1.005,5200.0,0.005979,-0.012232,-0.003127,0.025517,0.030416,0,1
1.005,5300.0,0.012012,-0.008929,0.001542,0.000332,-0.005806,1,0
1.005,5400.0,0.012012,-0.012121,-0.000055,-0.036704,0.052646,0,0
1.005,5500.0,0.006015,-0.008915,-0.001450,-0.017446,-0.031332,-1,0
1.005,5600.0,0.008996,-0.011976,-0.001490,0.004775,0.006560,0,-2
1.005,5700.0,0.008929,-0.011905,-0.001488,0.026995,0.062362,0,0
1.005,5800.0,0.009615,-0.009449,0.000083,0.049216,0.070104,0,3
