target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.003150,-0.002976,0.000087,0.243788,-0.249572,2,-1
1.005,200.0,0.018692,-0.014837,0.001927,0.011835,-0.132065,6,-4
1.005,300.0,0.015576,-0.020864,-0.002644,-0.063314,0.133775,0,-2
1.005,400.0,0.012461,-0.011869,0.000296,-0.100002,0.194791,-1,3
1.005,500.0,0.009202,0.002976,0.006089,-0.050892,-0.052594,-1,3
1.005,600.0,0.009346,-0.005970,0.001688,0.030766,-0.172185,0,-2
1.005,700.0,0.012461,-0.011887,0.000287,0.005912,-0.093355,2,-2
1.005,800.0,0.009346,-0.014859,-0.002757,-0.030776,-0.028649,0,-1
1.005,900.0,0.006279,-0.005961,0.000159,-0.014210,-0.017931,-1,1
1.005,1000.0,0.009346,-0.008942,0.000202,0.008273,0.037112,0,1
1.005,1100.0,0.009188,-0.009245,-0.000028,0.030756,0.026762,0,1
1.005,1200.0,0.012251,-0.008889,0.001681,0.017736,-0.025002,1,0
1.005,1300.0,0.012177,-0.014793,-0.001308,0.016551,0.035592,0,-1
1.005,1400.0,0.015198,-0.011852,0.001673,-0.029013,0.063703,1,0
1.005,1500.0,0.012177,-0.008876,0.001650,-0.003572,-0.035251,-1,2
1.005,1600.0,0.009146,-0.008889,0.000129,0.051399,-0.069581,1,-1
1.005,1700.0,0.012140,-0.011869,0.000135,0.005894,-0.047640,1,0
1.005,1800.0,0.012442,-0.012422,0.000010,-0.030793,-0.010955,0,0
1.005,1900.0,0.009036,-0.011834,-0.001399,-0.067481,-0.021396,0,0
1.005,2000.0,0.008876,-0.008876,0.000000,-0.068667,-0.020344,-1,1
1.005,2100.0,0.005988,-0.011852,-0.002932,0.010033,-0.007327,-1,-1
1.005,2200.0,0.008902,-0.009077,-0.000088,0.047310,-0.017768,1,0
1.005,2300.0,0.008876,-0.008902,-0.000013,0.069793,-0.039727,0,0
1.005,2400.0,0.011923,-0.014815,-0.001446,0.015353,0.018179,1,-1
1.005,2500.0,0.012103,-0.008902,0.001600,-0.021334,0.013910,0,0
1.005,2600.0,0.009259,-0.008929,0.000165,-0.025419,0.009685,-1,0
1.005,2700.0,0.009091,-0.008915,0.000088,-0.002995,-0.036003,0,0
1.005,2800.0,0.009132,-0.011887,-0.001377,0.019487,0.004261,0,-1
1.005,2900.0,0.012195,-0.014925,-0.001365,0.024219,0.076936,0,0
1.005,3000.0,0.015244,-0.006042,0.004601,-0.030220,-0.030434,1,0
1.005,3100.0,0.012177,-0.011940,0.000118,-0.031405,0.017120,0,-1
1.005,3200.0,0.012195,-0.015408,-0.001607,-0.008923,0.025358,0,0
1.005,3300.0,0.012232,-0.011869,0.000181,0.013560,0.047452,0,2
1.005,3400.0,0.012232,-0.008915,0.001658,0.036043,0.042875,0,1
1.005,3500.0,0.015699,-0.005944,0.004878,-0.006562,0.014744,1,0
1.005,3600.0,0.012177,-0.009231,0.001473,0.012963,-0.019295,-1,0
1.005,3700.0,0.009146,-0.008902,0.000122,0.035445,-0.041518,0,0
1.005,3800.0,0.009132,-0.011852,-0.001360,0.057928,0.001446,0,-1
1.005,3900.0,0.009091,-0.011852,-0.001381,0.080411,0.020785,0,0
1.005,4000.0,0.009091,-0.011852,-0.001381,0.102894,0.057824,0,0
1.005,4100.0,0.015152,-0.008889,0.003131,0.089875,0.029675,2,1
1.005,4200.0,0.015198,-0.008889,0.003154,-0.035569,0.007452,0,0
1.005,4300.0,0.009202,-0.008889,0.000157,-0.027879,-0.014771,-2,0
1.005,4400.0,0.008969,-0.008902,0.000033,-0.005396,-0.045579,0,-1
1.005,4500.0,0.008969,-0.008915,0.000027,0.017087,-0.052616,0,-1
1.005,4600.0,0.008772,-0.013311,-0.002270,0.039569,0.043801,0,0
1.005,4700.0,0.012384,-0.011869,0.000257,0.014716,0.028131,1,0
1.005,4800.0,0.012121,-0.005944,0.003089,-0.021972,-0.005699,0,1
1.005,4900.0,0.009346,-0.003110,0.003118,-0.017241,-0.122331,-1,-1
1.005,5000.0,0.008969,-0.011887,-0.001459,0.005242,-0.072489,0,-1
1.005,5100.0,0.008969,-0.017831,-0.004431,0.027725,0.027824,0,-2
1.005,5200.0,0.009346,-0.005952,0.001697,0.050208,-0.002742,0,3
1.005,5300.0,0.011958,-0.011869,0.000044,0.010562,0.055318,1,0
1.005,5400.0,0.011958,-0.008902,0.001528,-0.026126,0.027460,0,1
1.005,5500.0,0.011994,-0.009023,0.001486,-0.062814,-0.006315,0,0
1.005,5600.0,0.008969,-0.009023,-0.000027,-0.043290,-0.028273,-1,0
1.005,5700.0,0.005979,-0.012066,-0.003044,0.032451,0.006260,-1,-1
1.005,5800.0,0.009346,-0.015267,-0.002961,0.043099,0.053202,1,-2
1.005,5900.0,0.011923,-0.009375,0.001274,0.000494,-0.003934,1,1
1.005,6000.0,0.011958,-0.012030,-0.000036,-0.036194,0.042319,0,1
1.005,6100.0,0.013289,-0.006173,0.003558,-0.072882,-0.018162,0,1
1.005,6200.0,0.006042,-0.006033,0.000005,-0.006017,-0.099072,-2,-1
1.005,6300.0,0.006061,-0.009077,-0.001508,0.075641,-0.076024,0,-1
1.005,6400.0,0.008982,-0.015129,-0.003073,0.086289,-0.002023,1,-2
1.005,6500.0,0.015361,-0.011905,0.001728,-0.036196,0.083165,2,1
1.005,6600.0,0.009036,-0.008915,0.000060,-0.043240,0.064225,-2,3
1.005,6700.0,0.009274,-0.005952,0.001661,-0.020816,-0.102921,0,0
