target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.003110,-0.006410,-0.001650,0.249778,-0.152070,3,-2
1.005,200.0,0.015456,-0.009585,0.002936,0.151763,-0.112100,5,-3
1.005,300.0,0.015432,-0.010135,0.002648,0.018431,-0.106977,2,-1
1.005,400.0,0.009331,-0.009554,-0.000111,-0.020507,-0.113590,-1,-1
1.005,500.0,0.009259,-0.019108,-0.004925,0.008400,0.022736,-1,-2
1.005,600.0,0.003096,-0.013072,-0.004988,0.016718,0.108265,0,1
1.005,700.0,0.003101,-0.012658,-0.004779,0.075066,0.045750,0,1
1.005,800.0,0.006163,-0.009494,-0.001665,0.065627,0.160391,2,1
1.005,900.0,0.018605,-0.009404,0.004600,-0.129652,0.017526,2,1
1.005,1000.0,0.011799,-0.008969,0.001415,-0.174489,-0.128618,-2,-1
