target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.009188,-0.009188,0.000000,0.137457,-0.063664,4,-2
1.005,200.0,0.018838,-0.012289,0.003275,-0.016988,-0.050960,3,-1
1.005,300.0,0.012308,-0.012066,0.000121,-0.047414,-0.014623,-1,0
1.005,400.0,0.000000,-0.012066,-0.006033,0.025552,0.021715,-1,0
1.005,500.0,0.012140,-0.012289,-0.000075,0.068977,0.058052,3,0
1.005,600.0,0.009288,-0.006070,0.001609,0.026675,-0.000032,1,1
1.005,700.0,0.011869,-0.009036,0.001417,-0.009601,-0.002161,0,0
1.005,800.0,0.011834,-0.009023,0.001406,-0.045936,-0.057138,0,-1
1.005,900.0,0.009174,-0.012066,-0.001446,-0.008421,-0.011533,-1,-1
1.005,1000.0,0.009050,-0.011922,-0.001436,0.014324,0.001589,0,0
1.005,1100.0,0.008902,-0.011922,-0.001510,0.049236,0.020717,1,0
1.005,1200.0,0.012084,-0.016155,-0.002035,0.007350,0.098395,1,0
1.005,1300.0,0.008902,-0.008969,-0.000033,0.006759,0.069909,-1,1
1.005,1400.0,0.011887,-0.008969,0.001459,-0.035127,0.029777,1,0
1.005,1500.0,0.008902,-0.005988,0.001457,-0.035717,-0.037151,-1,1
1.005,1600.0,0.009063,-0.008942,0.000061,-0.012710,-0.033416,0,0
1.005,1700.0,0.008863,-0.011869,-0.001503,0.037120,0.058749,2,-1
1.005,1800.0,0.011782,-0.011834,-0.000026,-0.025087,0.088884,1,1
1.005,1900.0,0.006088,-0.003008,0.001540,0.021746,-0.090410,-1,2
1.005,2000.0,0.011834,-0.011905,-0.000035,-0.002111,-0.130866,2,-2
1.005,2100.0,0.011817,-0.014903,-0.001543,-0.037750,0.023946,0,-2
1.005,2200.0,0.002985,-0.017804,-0.007410,-0.005585,0.160865,-2,0
1.005,2300.0,0.004706,-0.015408,-0.005351,0.023517,0.096776,1,3
1.005,2400.0,0.006088,-0.005952,0.000068,0.088022,0.015190,0,1
1.005,2500.0,0.008942,-0.005935,0.001504,0.093620,-0.028042,1,0
1.005,2600.0,0.015244,-0.008942,0.003151,0.081544,-0.024255,1,0
1.005,2700.0,0.012214,-0.008996,0.001609,0.045905,-0.029670,0,1
1.005,2800.0,0.012559,-0.012461,0.000049,0.010267,-0.034927,0,-1
1.005,2900.0,0.009160,-0.014859,-0.002849,0.009973,0.027728,-1,-1
1.005,3000.0,0.012214,-0.011976,0.000119,-0.016830,0.069617,1,1
1.005,3100.0,0.009022,-0.008876,0.000073,-0.005342,0.043932,-1,0
1.005,3200.0,0.008837,-0.005908,0.001464,0.017928,-0.040854,0,1
1.005,3300.0,0.008969,-0.008876,0.000046,0.041198,-0.045876,0,-1
1.005,3400.0,0.011905,-0.011834,0.000035,-0.012114,-0.009539,1,0
1.005,3500.0,0.012214,-0.008876,0.001669,-0.047753,-0.011607,0,1
1.005,3600.0,0.005908,-0.011817,-0.002954,-0.045101,0.001097,-1,-1
1.005,3700.0,0.008889,-0.011834,-0.001473,-0.021831,-0.000524,0,-1
1.005,3800.0,0.008876,-0.011834,-0.001479,0.001438,0.024290,0,0
1.005,3900.0,0.012214,-0.011887,0.000163,-0.016528,0.025690,1,0
1.005,4000.0,0.008929,-0.011905,-0.001488,0.021469,0.056425,-1,0
1.005,4100.0,0.011782,-0.002976,0.004403,-0.005334,0.036951,1,1
1.005,4200.0,0.011782,-0.005952,0.002915,-0.040972,-0.079946,0,0
1.005,4300.0,0.005891,-0.012739,-0.003424,0.029424,-0.066612,-2,-2
1.005,4400.0,0.005926,-0.014881,-0.004478,0.111602,0.006008,0,-1
1.005,4500.0,0.012084,-0.011905,0.000090,0.075963,0.043072,2,1
