target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.000000,-0.006116,-0.003058,0.261539,-0.169822,1,-2
1.005,200.0,0.012048,-0.008955,0.001547,0.195266,-0.212673,5,-3
1.005,300.0,0.015106,-0.017910,-0.001402,0.013610,-0.009554,3,-3
1.005,400.0,0.011869,-0.014881,-0.001506,-0.040829,0.026259,-1,-1
1.005,500.0,0.008982,-0.014903,-0.002961,-0.012429,0.156651,-1,0
1.005,600.0,0.008876,-0.008929,-0.000026,0.010053,0.173900,0,2
1.005,700.0,0.008969,-0.002981,0.002994,0.050603,-0.043776,2,2
1.005,800.0,0.009050,-0.017937,-0.004444,0.073348,0.053765,0,-3
1.005,900.0,0.011852,-0.005952,0.002950,0.028151,-0.000311,1,3
1.005,1000.0,0.011852,-0.002994,0.004429,-0.008184,-0.036191,0,-2
1.005,1100.0,0.005979,-0.008955,-0.001488,0.014561,-0.087138,0,0
1.005,1200.0,0.008982,-0.014903,-0.002961,0.037306,0.037841,0,-1
1.005,1300.0,0.009063,-0.015290,-0.003114,-0.016753,0.172060,1,0
1.005,1400.0,0.008982,-0.011940,-0.001479,-0.053088,0.100746,0,2
1.005,1500.0,0.008902,-0.002990,0.002956,-0.018527,0.070708,-1,2
1.005,1600.0,0.008996,-0.008955,0.000020,0.004218,-0.036641,0,-1
1.005,1700.0,0.009022,-0.015408,-0.003193,0.026963,0.013958,0,-2
1.005,1800.0,0.009036,-0.011976,-0.001470,0.029031,0.035660,1,1
1.005,1900.0,0.011834,-0.008969,0.001433,0.007466,0.014910,1,2
1.005,2000.0,0.012195,-0.010000,0.001098,-0.028869,-0.035473,0,0
1.005,2100.0,0.009009,-0.014903,-0.002947,-0.020894,0.110184,-1,-2
1.005,2200.0,0.008955,-0.011905,-0.001475,0.001851,0.112811,0,2
1.005,2300.0,0.009009,-0.005952,0.001528,0.024596,0.037870,0,2
1.005,2400.0,0.011940,-0.008929,0.001506,0.014788,-0.010285,1,-1
1.005,2500.0,0.012066,-0.011905,0.000081,-0.092390,0.009933,0,-1
1.005,2600.0,0.005908,-0.005970,-0.000031,0.004212,-0.035039,-2,0
1.005,2700.0,0.011923,-0.015432,-0.001755,0.041728,0.104255,2,-1
1.005,2800.0,0.011887,-0.005961,0.002963,-0.024147,-0.018168,0,2
1.005,2900.0,0.009091,-0.002985,0.003053,-0.060482,-0.107879,0,0
1.005,3000.0,0.008876,-0.014925,-0.003025,-0.020013,-0.018500,-1,-4
1.005,3100.0,0.005988,-0.014903,-0.004458,0.002732,0.067459,0,1
1.005,3200.0,0.005988,-0.011940,-0.002976,0.102288,0.079469,0,1
1.005,3300.0,0.008942,-0.003017,0.002963,0.130941,-0.060330,1,0
1.005,3400.0,0.011817,-0.009245,0.001286,0.115284,-0.077762,1,-1
1.005,3500.0,0.012066,-0.008969,0.001549,0.011002,-0.101230,1,0
1.005,3600.0,0.014771,-0.014925,-0.000077,-0.084418,0.012160,0,-1
1.005,3700.0,0.006006,-0.008942,-0.001468,-0.017359,0.056416,-3,3
1.005,3800.0,0.008915,-0.005961,0.001477,0.031915,-0.074975,1,1
1.005,3900.0,0.008942,-0.005979,0.001481,0.054720,-0.084221,0,-1
1.005,4000.0,0.011852,-0.008982,0.001435,0.042017,-0.098578,1,-1
1.005,4100.0,0.008982,-0.014970,-0.002994,-0.009089,-0.067772,0,-2
1.005,4200.0,0.005961,-0.014992,-0.004516,0.031721,0.050056,0,-1
1.005,4300.0,0.008996,-0.014992,-0.002998,-0.027864,0.138246,1,1
1.005,4400.0,0.008929,-0.009023,-0.000047,-0.063851,0.148133,0,2
1.005,4500.0,0.005970,0.000000,0.002985,-0.026095,-0.045987,-1,2
1.005,4600.0,0.005970,-0.006006,-0.000018,-0.003088,-0.089660,0,-1
1.005,4700.0,0.011976,-0.012327,-0.000175,0.019920,-0.020017,0,0
1.005,4800.0,0.008942,-0.011994,-0.001526,0.042927,0.064063,0,0
1.005,4900.0,0.008929,-0.008982,-0.000027,0.065935,0.001704,0,0
1.005,5000.0,0.005988,-0.011976,-0.002994,0.168591,0.046512,0,0
1.005,5100.0,0.011976,-0.005970,0.003003,0.109005,-0.001282,2,2
1.005,5200.0,0.014793,-0.008969,0.002912,-0.006631,-0.030829,1,-2
1.005,5300.0,0.005944,-0.005997,-0.000027,0.013428,-0.090181,-1,0
1.005,5400.0,0.009022,-0.008996,0.000013,-0.031408,-0.056507,1,-2
1.005,5500.0,0.009202,-0.012820,-0.001809,-0.067395,0.087933,0,-1
1.005,5600.0,0.002972,-0.017910,-0.007469,0.008710,0.225362,-2,1
1.005,5700.0,0.005952,-0.008969,-0.001508,0.049417,0.174870,1,2
1.005,5800.0,0.008982,-0.002994,0.002994,0.004580,0.043698,1,1
1.005,5900.0,0.011817,-0.008969,0.001424,-0.031406,-0.004113,0,0
1.005,6000.0,0.002985,-0.008969,-0.002992,0.000512,-0.054770,-2,0
