pulse_idx,R0,R1,R2,tau1_fs,tau2_fs,rmse_mV,i_amp_eff
0,-0.028202752240270485,2.9999103656714853e-12,846.1600574540955,429.0680382781508,199499.97355037156,9.747126262205297,0.04
