t_fs,step,phase,i_applied,v_cell
0.000,0,pre,0.000000e0,-1.506614e-3
5.000,1,on,4.000000e-2,-1.516148e-3
10.000,2,on,4.000000e-2,-1.515477e-3
20.000,4,on,4.000000e-2,-1.598131e-3
30.000,6,on,4.000000e-2,-5.885032e-3
40.000,8,on,4.000000e-2,-9.320241e-3
50.000,10,on,4.000000e-2,-9.307144e-3
60.000,12,on,4.000000e-2,-1.265674e-2
70.000,14,on,4.000000e-2,-1.518368e-2
80.000,16,on,4.000000e-2,-1.293284e-2
90.000,18,on,4.000000e-2,-1.622741e-2
100.000,20,on,4.000000e-2,-1.460424e-2
110.000,22,on,4.000000e-2,-2.329087e-2
120.000,24,on,4.000000e-2,-2.599063e-2
130.000,26,on,4.000000e-2,-2.353444e-2
140.000,28,on,4.000000e-2,-3.153583e-2
150.000,30,on,4.000000e-2,-2.923306e-2
160.000,32,on,4.000000e-2,-2.765208e-2
170.000,34,on,4.000000e-2,-3.303131e-2
180.000,36,on,4.000000e-2,-2.948942e-2
190.000,38,on,4.000000e-2,-3.374654e-2
200.000,40,on,4.000000e-2,-3.654867e-2
210.000,42,on,4.000000e-2,-3.850021e-2
220.000,44,on,4.000000e-2,-3.597995e-2
230.000,46,on,4.000000e-2,-4.370777e-2
240.000,48,on,4.000000e-2,-4.249169e-2
250.000,50,on,4.000000e-2,-4.111873e-2
260.000,52,on,4.000000e-2,-3.938280e-2
270.000,54,on,4.000000e-2,-4.245809e-2
280.000,56,on,4.000000e-2,-5.423310e-2
290.000,58,on,4.000000e-2,-4.599706e-2
300.000,60,on,4.000000e-2,-4.989711e-2
310.000,62,on,4.000000e-2,-5.616185e-2
320.000,64,on,4.000000e-2,-5.352980e-2
330.000,66,on,4.000000e-2,-4.831138e-2
340.000,68,on,4.000000e-2,-5.588517e-2
350.000,70,on,4.000000e-2,-5.423199e-2
360.000,72,on,4.000000e-2,-6.170154e-2
370.000,74,on,4.000000e-2,-6.170025e-2
380.000,76,on,4.000000e-2,-5.826522e-2
390.000,78,on,4.000000e-2,-6.676117e-2
400.000,80,on,4.000000e-2,-6.112100e-2
410.000,82,on,4.000000e-2,-6.373106e-2
420.000,84,on,4.000000e-2,-7.336377e-2
430.000,86,on,4.000000e-2,-6.985462e-2
440.000,88,on,4.000000e-2,-8.176931e-2
450.000,90,on,4.000000e-2,-8.099015e-2
460.000,92,on,4.000000e-2,-8.830965e-2
470.000,94,on,4.000000e-2,-8.657360e-2
480.000,96,on,4.000000e-2,-7.841662e-2
490.000,98,on,4.000000e-2,-9.012615e-2
500.000,100,on,4.000000e-2,-9.501205e-2
510.000,102,on,4.000000e-2,-9.805318e-2
520.000,104,on,4.000000e-2,-9.606068e-2
530.000,106,on,4.000000e-2,-9.281747e-2
540.000,108,on,4.000000e-2,-9.412670e-2
550.000,110,on,4.000000e-2,-9.131338e-2
560.000,112,on,4.000000e-2,-1.005070e-1
570.000,114,on,4.000000e-2,-9.908770e-2
580.000,116,on,4.000000e-2,-1.012981e-1
590.000,118,on,4.000000e-2,-1.000244e-1
600.000,120,on,4.000000e-2,-9.324618e-2
610.000,122,on,4.000000e-2,-9.659612e-2
620.000,124,on,4.000000e-2,-1.033044e-1
630.000,126,on,4.000000e-2,-1.024409e-1
640.000,128,on,4.000000e-2,-1.074371e-1
650.000,130,on,4.000000e-2,-9.328087e-2
660.000,132,on,4.000000e-2,-9.865316e-2
670.000,134,on,4.000000e-2,-9.821084e-2
680.000,136,on,4.000000e-2,-1.072146e-1
690.000,138,on,4.000000e-2,-1.103287e-1
700.000,140,on,4.000000e-2,-1.147083e-1
710.000,142,on,4.000000e-2,-1.221097e-1
720.000,144,on,4.000000e-2,-1.194394e-1
730.000,146,on,4.000000e-2,-1.293298e-1
740.000,148,on,4.000000e-2,-1.298931e-1
750.000,150,on,4.000000e-2,-1.289211e-1
760.000,152,on,4.000000e-2,-1.271042e-1
770.000,154,on,4.000000e-2,-1.314258e-1
780.000,156,on,4.000000e-2,-1.505824e-1
790.000,158,on,4.000000e-2,-1.275840e-1
800.000,160,on,4.000000e-2,-1.317232e-1
810.000,162,on,4.000000e-2,-1.476898e-1
820.000,164,on,4.000000e-2,-1.377817e-1
830.000,166,on,4.000000e-2,-1.566775e-1
840.000,168,on,4.000000e-2,-1.496382e-1
850.000,170,on,4.000000e-2,-1.544369e-1
860.000,172,on,4.000000e-2,-1.441568e-1
870.000,174,on,4.000000e-2,-1.505834e-1
880.000,176,on,4.000000e-2,-1.642691e-1
890.000,178,on,4.000000e-2,-1.663506e-1
900.000,180,on,4.000000e-2,-1.587853e-1
910.000,182,on,4.000000e-2,-1.522146e-1
