target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.008915,-0.012048,-0.001567,0.140236,-0.045563,3,-4
1.005,200.0,0.015432,-0.008969,0.003232,0.023668,-0.008877,2,0
1.005,300.0,0.015456,-0.006024,0.004716,-0.072191,-0.110775,0,0
1.005,400.0,0.008942,-0.011940,-0.001499,-0.034915,-0.067477,-1,-2
1.005,500.0,0.008929,-0.009274,-0.000172,0.011238,0.034891,1,1
1.005,600.0,0.009217,-0.009331,-0.000057,0.033720,-0.045368,0,-2
1.005,700.0,0.009346,-0.012030,-0.001342,0.062121,0.025788,1,0
1.005,800.0,0.009331,-0.015015,-0.002842,-0.001194,0.011742,1,0
1.005,900.0,0.008929,-0.012012,-0.001542,0.003538,0.080533,0,-1
1.005,1000.0,0.009202,-0.012422,-0.001610,0.026021,0.128324,0,2
1.005,1100.0,0.008889,-0.011958,-0.001535,0.048504,0.032533,0,0
1.005,1200.0,0.009274,-0.011922,-0.001324,0.070987,0.050150,0,0
1.005,1300.0,0.009217,-0.002985,0.003116,0.057967,-0.117005,1,1
1.005,1400.0,0.014793,-0.014903,-0.000055,-0.055643,0.049691,1,-3
1.005,1500.0,0.012422,-0.008969,0.001727,-0.065704,0.052514,-1,1
1.005,1600.0,0.012461,-0.005997,0.003232,-0.102392,-0.054784,0,0
1.005,1700.0,0.009677,-0.012012,-0.001167,-0.097660,-0.039921,-1,-1
1.005,1800.0,0.003226,-0.009554,-0.003164,-0.007125,0.057894,-1,1
1.005,1900.0,0.009346,-0.008955,0.000195,0.041927,-0.028255,1,0
1.005,2000.0,0.009346,-0.011958,-0.001306,0.064469,-0.174213,0,-1
1.005,2100.0,0.012539,-0.015083,-0.001272,0.086952,0.073002,1,-1
1.005,2200.0,0.009693,-0.005988,0.001853,0.020679,-0.063599,0,1
1.005,2300.0,0.012461,-0.009036,0.001712,-0.016009,-0.039393,0,-1
1.005,2400.0,0.009360,-0.006015,0.001673,0.012391,-0.059697,-1,0
1.005,2500.0,0.009346,-0.017884,-0.004269,0.055585,0.136747,1,0
1.005,2600.0,0.012779,-0.003077,0.004851,0.001146,0.002311,1,4
1.005,2700.0,0.006260,-0.005961,0.000149,0.002919,-0.081379,-1,0
1.005,2800.0,0.009331,-0.014903,-0.002786,0.025402,0.004762,0,-3
1.005,2900.0,0.011923,-0.011922,0.000000,-0.023120,0.010540,1,1
1.005,3000.0,0.006410,-0.011940,-0.002765,0.008239,0.048990,-1,0
1.005,3100.0,0.009615,-0.008942,0.000337,0.030722,0.024874,0,1
1.005,3200.0,0.008969,-0.011922,-0.001477,0.053205,-0.025779,0,-1
1.005,3300.0,0.015552,-0.008955,0.003298,-0.089991,-0.046843,2,0
1.005,3400.0,0.006221,-0.011922,-0.002851,-0.026088,0.036223,-2,0
1.005,3500.0,0.009662,-0.005970,0.001846,0.028941,0.021075,0,1
1.005,3600.0,0.009662,-0.011922,-0.001130,0.051424,0.014998,0,-1
1.005,3700.0,0.009360,-0.008982,0.000189,0.073907,-0.012125,0,1
1.005,3800.0,0.012500,-0.005988,0.003256,-0.013076,-0.107577,2,-1
1.005,3900.0,0.009375,-0.011976,-0.001300,-0.076332,-0.047570,-1,-2
1.005,4000.0,0.009434,-0.017964,-0.004265,-0.113079,0.136968,0,0
1.005,4100.0,0.006240,-0.011976,-0.002868,0.007042,0.086464,-2,2
1.005,4200.0,0.009331,-0.006135,0.001598,0.038401,0.047334,1,2
1.005,4300.0,0.012442,-0.006211,0.003115,0.060884,-0.003625,1,-1
1.005,4400.0,0.009677,-0.005997,0.001840,-0.005389,-0.066401,0,0
1.005,4500.0,0.009217,-0.014903,-0.002843,-0.042077,0.028935,0,-2
1.005,4600.0,0.009274,-0.011940,-0.001333,-0.078765,0.046991,0,0
1.005,4700.0,0.006240,-0.012327,-0.003043,-0.020776,0.109438,-2,0
1.005,4800.0,0.009662,-0.008942,0.000360,-0.004211,0.055684,1,2
1.005,4900.0,0.009615,-0.008942,0.000337,0.035965,0.064240,1,0
1.005,5000.0,0.012289,-0.005961,0.003164,0.017088,-0.043351,1,1
1.005,5100.0,0.012158,-0.005970,0.003094,-0.019600,-0.082583,0,0
1.005,5200.0,0.006079,-0.012012,-0.002967,-0.056288,-0.002885,0,-1
1.005,5300.0,0.003221,-0.011940,-0.004360,-0.051556,0.017433,-2,0
1.005,5400.0,0.006441,-0.009063,-0.001311,0.059690,0.049602,0,0
1.005,5500.0,0.006116,-0.011958,-0.002921,0.141348,0.075845,0,0
1.005,5600.0,0.015106,-0.009050,0.003028,0.057323,0.003880,3,1
1.005,5700.0,0.012618,-0.005979,0.003320,-0.038535,-0.056182,0,0
1.005,5800.0,0.006410,-0.011940,-0.002765,-0.090016,-0.008820,0,-3
1.005,5900.0,0.009302,-0.009302,0.000000,-0.040906,0.154117,-1,1
1.005,6000.0,0.009231,-0.008955,0.000138,-0.018423,0.150769,0,2
1.005,6100.0,0.009231,-0.002998,0.003116,0.004060,-0.043185,0,1
1.005,6200.0,0.009077,-0.005979,0.001549,0.026543,-0.147948,0,0
1.005,6300.0,0.009539,-0.017910,-0.004186,0.049026,-0.112427,0,-4
1.005,6400.0,0.009539,-0.011958,-0.001210,0.071508,-0.000208,0,2
1.005,6500.0,0.012327,-0.009009,0.001659,0.011152,0.005089,1,1
1.005,6600.0,0.012327,-0.008982,0.001672,-0.025536,-0.016281,0,0
1.005,6700.0,0.012327,-0.012365,-0.000019,-0.062223,0.018837,0,-1
1.005,6800.0,0.009231,-0.008996,0.000118,-0.036782,0.009313,-1,1
1.005,6900.0,0.003110,-0.008969,-0.002929,0.062629,-0.012116,-1,0
1.005,7000.0,0.012346,-0.009259,0.001543,0.043693,-0.033545,2,0
1.005,7100.0,0.012327,-0.011940,0.000193,0.007005,0.013478,0,-1
1.005,7200.0,0.012327,-0.008969,0.001679,-0.029683,0.051573,0,0
1.005,7300.0,0.012308,-0.008955,0.001676,-0.066371,0.003451,0,1
1.005,7400.0,0.012658,-0.008982,0.001838,-0.103059,-0.017978,0,0
1.005,7500.0,0.006309,-0.008982,-0.001337,0.005227,-0.051276,-2,0
1.005,7600.0,0.009449,-0.008942,0.000253,0.004040,-0.022022,1,-1
1.005,7700.0,0.009245,-0.008942,0.000152,-0.050399,0.022057,1,0
1.005,7800.0,0.009434,-0.011905,-0.001235,-0.087087,-0.013919,0,0
1.005,7900.0,0.006202,-0.011958,-0.002878,-0.049811,0.015287,-1,0
1.005,8000.0,0.006192,-0.012500,-0.003154,-0.009576,0.047515,0,0
1.005,8100.0,0.009231,-0.009063,0.000084,0.012907,0.034982,0,1
1.005,8200.0,0.006163,-0.009063,-0.001450,0.035390,-0.022161,0,0
1.005,8300.0,0.009245,-0.009050,0.000098,0.007578,-0.046290,1,-1
1.005,8400.0,0.009259,-0.012085,-0.001413,-0.029110,0.018470,0,0
1.005,8500.0,0.006144,-0.012048,-0.002952,0.002248,0.056564,0,0
1.005,8600.0,0.009202,-0.006024,0.001589,0.069113,0.058945,1,1
1.005,8700.0,0.009479,-0.008929,0.000275,0.091596,0.037516,0,0
1.005,8800.0,0.015385,-0.011940,0.001722,-0.027931,0.034144,2,-1
1.005,8900.0,0.012251,-0.011976,0.000138,-0.082370,0.030858,-1,0
1.005,9000.0,0.006126,-0.011976,-0.002925,-0.018464,0.057102,-2,0
1.005,9100.0,0.009302,-0.008929,0.000187,0.009936,0.050488,1,1
1.005,9200.0,0.009036,-0.008929,0.000054,0.032419,0.029119,0,0
1.005,9300.0,0.009009,-0.002998,0.003005,0.054902,-0.066715,0,1
1.005,9400.0,0.006568,-0.011905,-0.002668,0.077385,-0.034559,1,-2
1.005,9500.0,0.015290,-0.011940,0.001675,-0.068769,0.003535,1,0
1.005,9600.0,0.006135,-0.008955,-0.001410,-0.010780,-0.014918,-3,1
1.005,9700.0,0.006126,-0.011958,-0.002916,0.070878,-0.036347,0,-1
1.005,9800.0,0.012308,-0.009317,0.001495,0.034190,-0.063689,2,1
1.005,9900.0,0.012384,-0.008982,0.001701,-0.002498,-0.102605,0,-1
1.005,10000.0,0.012289,-0.012012,0.000138,-0.039186,-0.025345,0,-2
1.005,10100.0,0.012346,-0.014970,-0.001312,-0.075874,0.031204,0,0
1.005,10200.0,0.006279,-0.014948,-0.004334,-0.000134,0.096493,-2,1
1.005,10300.0,0.009259,-0.008996,0.000132,0.046019,0.006881,1,1
1.005,10400.0,0.012289,-0.008996,0.001647,-0.002503,-0.035119,1,0
1.005,10500.0,0.012289,-0.011940,0.000174,-0.039191,0.014767,0,0
1.005,10600.0,0.012270,-0.005988,0.003141,-0.075879,-0.071693,0,0
1.005,10700.0,0.006135,-0.008969,-0.001417,-0.032686,-0.125589,-1,0
1.005,10800.0,0.006299,-0.017857,-0.005779,0.043055,0.052659,-1,-2
1.005,10900.0,0.003150,-0.008929,-0.002890,0.124713,0.069698,0,3
1.005,11000.0,0.012638,-0.002985,0.004827,0.150155,-0.145089,2,1
1.005,11100.0,0.015060,-0.008929,0.003066,0.024711,-0.249856,1,-1
1.005,11200.0,0.012638,-0.011922,0.000358,-0.071148,-0.083786,0,-2
1.005,11300.0,0.006144,-0.017857,-0.005856,-0.010204,0.159868,-2,-1
1.005,11400.0,0.009022,-0.008942,0.000040,0.012279,0.130058,0,2
1.005,11500.0,0.012030,-0.002976,0.004527,-0.024409,-0.052295,1,3
1.005,11600.0,0.012251,-0.005961,0.003145,-0.061097,-0.121277,0,-2
1.005,11700.0,0.009331,-0.014903,-0.002786,-0.011987,0.069011,-1,-3
1.005,11800.0,0.006211,-0.008929,-0.001359,0.010496,0.026764,0,3
1.005,11900.0,0.009022,-0.008929,0.000047,-0.005482,-0.006534,1,0
1.005,12000.0,0.006182,-0.008955,-0.001386,0.025876,-0.021783,-1,-1
1.005,12100.0,0.009217,-0.005970,0.001623,0.048359,-0.117239,0,0
1.005,12200.0,0.009259,-0.014903,-0.002822,0.020547,0.004589,1,-2
1.005,12300.0,0.009132,-0.014948,-0.002908,-0.016141,0.096727,0,0
1.005,12400.0,0.009231,-0.002998,0.003116,0.012259,-0.031759,-1,2
1.005,12500.0,0.012289,-0.008982,0.001653,-0.027387,0.003957,1,-1
1.005,12600.0,0.012365,-0.005979,0.003193,-0.064075,-0.056014,0,2
1.005,12700.0,0.006144,-0.008955,-0.001405,-0.035675,-0.103992,-2,-1
1.005,12800.0,0.006024,-0.015015,-0.004495,0.075571,-0.011819,0,-2
1.005,12900.0,0.011994,-0.011922,0.000036,0.024089,0.086245,2,1
1.005,13000.0,0.012289,-0.005970,0.003159,-0.012599,-0.015280,0,1
1.005,13100.0,0.006369,-0.008942,-0.001286,0.027635,-0.009696,-1,0
1.005,13200.0,0.009050,-0.008969,0.000041,0.050118,-0.048689,0,0
1.005,13300.0,0.012030,-0.011958,0.000036,0.028223,0.001684,1,-1
1.005,13400.0,0.012346,-0.011958,0.000194,-0.008465,0.040133,0,0
1.005,13500.0,0.009554,-0.002990,0.003282,-0.045153,-0.088092,0,1
1.005,13600.0,0.009288,-0.014903,-0.002808,-0.025628,-0.013802,-1,-2
1.005,13700.0,0.008996,-0.011922,-0.001463,-0.003145,0.039551,0,1
1.005,13800.0,0.006033,-0.005979,0.000027,0.084430,-0.020358,0,2
1.005,13900.0,0.009077,-0.011922,-0.001423,0.080284,-0.002715,1,-2
1.005,14000.0,0.012195,-0.011922,0.000136,0.016970,0.035735,1,0
1.005,14100.0,0.009063,-0.005970,0.001547,0.063121,-0.009272,0,1
1.005,14200.0,0.015361,-0.011922,0.001719,-0.003152,0.002370,2,-1
1.005,14300.0,0.015221,-0.011922,0.001649,-0.099011,0.034886,0,0
1.005,14400.0,0.009105,-0.008969,0.000068,-0.100196,-0.078490,-2,1
1.005,14500.0,0.003150,-0.008955,-0.002903,0.002173,-0.063743,-1,-1
1.005,14600.0,0.009174,-0.014903,-0.002864,0.030574,0.058260,1,-1
1.005,14700.0,0.012066,-0.008955,0.001556,-0.012031,0.061223,1,1
1.005,14800.0,0.006182,-0.003155,0.001514,0.004535,0.004347,-1,1
1.005,14900.0,0.009105,-0.008942,0.000081,-0.005585,-0.016815,1,0
1.005,15000.0,0.009302,-0.008955,0.000174,-0.042214,0.033557,0,-1
1.005,15100.0,0.011869,-0.011958,-0.000044,-0.078902,-0.011397,0,1
1.005,15200.0,0.008942,-0.008969,-0.000013,-0.056419,-0.032559,-1,0
1.005,15300.0,0.008969,-0.008969,0.000000,-0.033936,-0.062636,0,0
1.005,15400.0,0.003040,-0.011922,-0.004441,0.021152,-0.080661,-1,-1
1.005,15500.0,0.008915,-0.017884,-0.004484,0.040617,0.103822,1,-2
1.005,15600.0,0.011905,-0.011922,-0.000009,0.021681,0.139276,1,3
1.005,15700.0,0.009022,-0.005961,0.001531,-0.015007,0.022852,0,2
1.005,15800.0,0.006061,-0.008982,-0.001461,0.019310,-0.004263,-1,-1
1.005,15900.0,0.006221,-0.008942,-0.001361,0.024041,-0.025425,0,0
1.005,16000.0,0.003091,-0.011922,-0.004416,0.046524,0.030909,0,-1
1.005,16100.0,0.006163,-0.005970,0.000097,0.069007,0.012981,0,1
1.005,16200.0,0.009259,-0.011922,-0.001332,0.053029,0.018648,2,-1
1.005,16300.0,0.012422,-0.011922,0.000250,-0.042830,0.015616,1,0
1.005,16400.0,0.006270,-0.008942,-0.001336,-0.044015,-0.020482,-2,1
1.005,16500.0,0.000000,-0.008942,-0.004471,0.016932,-0.041644,-1,0
1.005,16600.0,0.006369,-0.008969,-0.001300,0.063084,-0.053375,2,-2
1.005,16700.0,0.009390,-0.008969,0.000211,0.026397,0.015139,1,0
1.005,16800.0,0.015773,-0.011922,0.001925,-0.084255,0.062540,1,1
1.005,16900.0,0.006079,-0.002990,0.001545,-0.097274,-0.098694,-2,2
1.005,17000.0,0.003150,-0.012195,-0.004523,0.052432,-0.086963,-2,-3
1.005,17100.0,0.006107,-0.014925,-0.004409,0.110360,0.067677,2,0
1.005,17200.0,0.015060,-0.008955,0.003052,0.029353,0.046514,2,2
1.005,17300.0,0.015129,-0.005979,0.004575,-0.146386,-0.028139,0,0
1.005,17400.0,0.006042,-0.011994,-0.002976,-0.055853,0.019353,-3,-2
1.005,17500.0,0.005979,-0.011958,-0.002990,0.025805,0.052137,0,0
1.005,17600.0,0.008929,-0.014903,-0.002987,0.074858,0.144276,1,0
1.005,17700.0,0.015198,-0.008942,0.003128,-0.041651,0.129082,2,2
1.005,17800.0,0.011905,-0.005970,0.002967,-0.102008,0.033464,-1,1
1.005,17900.0,0.011994,-0.005961,0.003016,-0.138695,-0.071119,0,0
1.005,18000.0,0.008955,-0.005961,0.001497,-0.104378,-0.151893,-1,0
1.005,18100.0,0.008955,-0.008955,0.000000,-0.081896,-0.113408,0,-2
1.005,18200.0,0.005944,-0.017884,-0.005970,0.023433,-0.005891,-1,-2
1.005,18300.0,0.008915,-0.011940,-0.001513,0.031122,0.050574,1,1
1.005,18400.0,0.008942,-0.011922,-0.001490,0.053605,0.071246,0,1
1.005,18500.0,0.009449,-0.009615,-0.000083,-0.009710,0.047097,1,1
1.005,18600.0,0.008876,-0.008942,-0.000033,0.030524,0.025935,-1,0
1.005,18700.0,0.008876,-0.008942,-0.000033,0.053007,-0.075508,0,0
1.005,18800.0,0.011923,-0.006135,0.002894,0.013361,-0.120471,1,0
1.005,18900.0,0.011940,-0.017884,-0.002972,-0.023327,-0.031132,0,-3
1.005,19000.0,0.011940,-0.018405,-0.003232,-0.060015,0.120627,0,0
1.005,19100.0,0.009009,-0.011922,-0.001457,-0.034574,0.123309,-1,2
1.005,19200.0,0.008876,-0.003063,0.002907,0.041167,-0.034936,0,3
1.005,19300.0,0.011887,-0.008955,0.001466,-0.022150,-0.079774,1,-3
1.005,19400.0,0.011940,-0.008955,0.001493,-0.044045,-0.088800,0,0
1.005,19500.0,0.006006,-0.011922,-0.002958,0.040571,-0.023645,-2,0
1.005,19600.0,0.012121,-0.011922,0.000099,-0.028662,0.005903,2,0
1.005,19700.0,0.008955,-0.011922,-0.001484,0.020447,0.044353,-1,0
1.005,19800.0,0.009077,-0.008942,0.000068,0.042930,-0.009494,0,1
1.005,19900.0,0.011923,-0.005970,0.002976,-0.011509,-0.090150,1,0
1.005,20000.0,0.008982,-0.014903,-0.002961,0.025767,0.034745,-1,-2
1.005,20100.0,0.011923,-0.011922,0.000000,-0.016838,0.058381,1,1
1.005,20200.0,0.011887,-0.008955,0.001466,-0.053526,0.043420,0,0
1.005,20300.0,0.011923,-0.005988,0.002967,-0.090214,-0.090744,0,-1
1.005,20400.0,0.009009,-0.011940,-0.001466,-0.064772,-0.015942,-1,0
1.005,20500.0,0.005970,-0.009245,-0.001637,0.034639,0.052340,-1,1
1.005,20600.0,0.011976,-0.005979,0.002998,0.003867,0.019414,2,0
1.005,20700.0,0.006061,-0.008942,-0.001441,-0.000218,-0.013565,-1,1
1.005,20800.0,0.006061,-0.005979,0.000041,0.022206,-0.073296,0,-1
1.005,20900.0,0.006163,-0.011940,-0.002888,0.044688,0.012769,0,0
1.005,21000.0,0.011940,-0.011922,0.000009,0.010959,0.018433,1,0
1.005,21100.0,0.008929,-0.008955,-0.000013,-0.025729,-0.020389,0,0
1.005,21200.0,0.009022,-0.012251,-0.001614,-0.056499,-0.011639,1,0
1.005,21300.0,0.009063,-0.008955,0.000054,-0.093187,-0.035560,0,0
1.005,21400.0,0.011940,-0.015408,-0.001734,-0.129875,0.035736,0,-1
1.005,21500.0,0.008955,-0.011922,-0.001484,-0.113309,0.133800,-1,1
1.005,21600.0,0.003063,-0.005961,-0.001449,0.077817,0.044023,-2,2
1.005,21700.0,0.009009,-0.008955,0.000027,0.118052,-0.066314,2,-1
1.005,21800.0,0.008929,-0.011940,-0.001506,0.140535,-0.006846,0,-2
1.005,21900.0,0.014859,-0.009188,0.002835,0.038760,-0.024822,2,1
1.005,22000.0,0.014859,-0.011922,0.001468,-0.057099,0.028464,0,0
1.005,22100.0,0.008915,-0.005970,0.001473,-0.016865,0.019224,-2,1
1.005,22200.0,0.006061,-0.008969,-0.001454,0.005618,-0.013360,0,-2
1.005,22300.0,0.006061,-0.002994,0.001533,0.028101,0.022066,0,1
1.005,22400.0,0.012121,-0.008955,0.001583,-0.020421,-0.016680,1,0
1.005,22500.0,0.008942,-0.008955,-0.000007,-0.021606,-0.052407,-1,0
1.005,22600.0,0.008969,-0.014903,-0.002967,0.000876,0.004044,0,-1
1.005,22700.0,0.008929,-0.008942,-0.000007,0.023359,0.015669,0,2
1.005,22800.0,0.008915,-0.005997,0.001459,0.045842,-0.050070,0,0
1.005,22900.0,0.012084,-0.011922,0.000081,-0.023390,0.012261,1,-1
1.005,23000.0,0.012103,-0.008942,0.001580,-0.060077,0.003021,0,1
1.005,23100.0,0.006033,-0.005970,0.000032,-0.010968,-0.065689,-2,0
1.005,23200.0,0.008929,-0.011940,-0.001506,0.055897,-0.041669,1,-2
1.005,23300.0,0.011940,-0.011940,0.000000,0.004416,-0.002932,1,0
1.005,23400.0,0.012084,-0.014992,-0.001454,-0.032272,0.115872,0,0
1.005,23500.0,0.008876,-0.005961,0.001457,0.007962,0.014243,-1,3
1.005,23600.0,0.008955,-0.005961,0.001497,0.030445,-0.066531,0,0
1.005,23700.0,0.011905,-0.014903,-0.001499,0.017426,-0.072458,1,-3
1.005,23800.0,0.009231,-0.015106,-0.002937,-0.019262,0.097189,0,-1
1.005,23900.0,0.011852,0.000000,0.005926,-0.055950,-0.093625,0,3
1.005,24000.0,0.005961,-0.005997,-0.000018,-0.015716,-0.152817,-1,-3
1.005,24100.0,0.005926,-0.011958,-0.003016,0.080736,0.038792,-1,0
1.005,24200.0,0.011834,-0.014925,-0.001545,0.094343,0.077670,2,0
1.005,24300.0,0.011834,-0.009174,0.001330,0.028070,0.071699,0,2
1.005,24400.0,0.011905,-0.005970,0.002967,-0.008618,-0.107397,0,1
1.005,24500.0,0.009132,-0.008969,0.000082,-0.045306,-0.116084,-1,-2
1.005,24600.0,0.008876,-0.014925,-0.003025,0.006762,-0.017608,0,-1
1.005,24700.0,0.008889,-0.008969,-0.000040,0.008595,-0.017350,0,1
1.005,24800.0,0.008929,-0.011940,-0.001506,0.031018,0.018484,0,0
1.005,24900.0,0.012048,-0.011940,0.000054,-0.026379,0.024601,1,0
1.005,25000.0,0.008889,-0.008955,-0.000033,0.002021,0.024601,-1,1
1.005,25100.0,0.005944,-0.008955,-0.001506,0.024503,0.003706,0,0
1.005,25200.0,0.009077,-0.008969,0.000054,0.046986,-0.031857,0,-1
1.005,25300.0,0.014837,-0.008982,0.002927,-0.066623,-0.037268,2,-1
1.005,25400.0,0.005935,-0.011976,-0.003021,-0.002717,0.026232,-3,-1
1.005,25500.0,0.005917,-0.014925,-0.004504,0.078941,0.083264,0,1
1.005,25600.0,0.011923,-0.008969,0.001477,0.054087,0.032887,2,1
1.005,25700.0,0.014793,-0.008969,0.002912,-0.065440,0.012259,1,0
1.005,25800.0,0.014793,-0.008969,0.002912,-0.161298,-0.041155,0,0
1.005,25900.0,0.009119,-0.005988,0.001565,-0.103313,-0.100591,-2,0
1.005,26000.0,0.005917,-0.011976,-0.003029,0.002016,-0.013268,-1,-2
1.005,26100.0,0.008942,-0.011976,-0.001517,0.042251,0.020449,1,0
1.005,26200.0,0.008889,-0.017964,-0.004538,0.064734,0.033146,0,-1
1.005,26300.0,0.011852,-0.014970,-0.001559,0.001419,0.135053,1,1
1.005,26400.0,0.011852,-0.008982,0.001435,-0.035269,0.114851,0,1
1.005,26500.0,0.008889,-0.002994,0.002947,0.007924,-0.019425,-1,2
1.005,26600.0,0.008915,-0.008969,-0.000027,0.030407,-0.040025,0,-1
1.005,26700.0,0.008876,-0.008969,-0.000046,0.052890,-0.060653,0,0
1.005,26800.0,0.011887,-0.012365,-0.000239,0.004368,-0.012307,1,-2
1.005,26900.0,0.011887,-0.015175,-0.001644,-0.032320,0.096282,0,-1
1.005,27000.0,0.011958,-0.005997,0.002981,-0.069008,0.078882,0,3
1.005,27100.0,0.005917,-0.008969,-0.001526,-0.049484,-0.013288,-2,0
1.005,27200.0,0.008929,-0.005988,0.001470,-0.003330,-0.066821,1,0
1.005,27300.0,0.008902,-0.017937,-0.004518,0.019152,0.002754,0,-3
1.005,27400.0,0.008915,-0.008969,-0.000027,0.041635,0.038837,0,3
1.005,27500.0,0.014815,-0.008969,0.002923,-0.024638,-0.011686,2,0
1.005,27600.0,0.008915,-0.009023,-0.000054,-0.052391,-0.041067,-2,-1
1.005,27700.0,0.005944,-0.011976,-0.003016,-0.029967,-0.016342,0,-1
1.005,27800.0,0.005935,-0.011976,-0.003021,0.063526,0.011248,-1,0
1.005,27900.0,0.008889,-0.008996,-0.000053,0.106720,-0.005861,1,0
1.005,28000.0,0.011852,-0.011976,-0.000062,0.055240,0.015776,1,0
1.005,28100.0,0.011905,-0.009009,0.001448,0.018552,0.016375,0,1
1.005,28200.0,0.011852,-0.005997,0.002927,-0.018136,-0.042790,0,0
1.005,28300.0,0.012066,-0.012012,0.000027,-0.054824,-0.005709,0,-2
1.005,28400.0,0.008876,-0.014970,-0.003047,-0.011631,0.064003,-1,0
