target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.011852,-0.008902,0.001475,0.137460,-0.090251,5,-2
1.005,200.0,0.014771,-0.011817,0.001477,0.045053,-0.042097,2,-1
1.005,300.0,0.011817,-0.008876,0.001471,0.002810,-0.073353,-1,0
1.005,400.0,0.008902,-0.005961,0.001470,0.001923,-0.063014,-1,-1
1.005,500.0,0.008902,-0.002972,0.002965,0.024668,-0.185598,0,0
1.005,600.0,0.008902,-0.008915,-0.000007,0.047413,-0.236769,0,-2
1.005,700.0,0.008902,-0.023739,-0.007418,0.099702,0.035057,2,-4
1.005,800.0,0.008915,-0.014859,-0.002972,0.125401,0.176459,1,2
1.005,900.0,0.017725,-0.002972,0.007377,-0.064553,0.056540,3,4
1.005,1000.0,0.008863,-0.002972,0.002945,-0.029990,-0.054303,-3,1
1.005,1100.0,0.005891,-0.011887,-0.002998,0.117218,0.039528,1,-2
1.005,1200.0,0.011799,-0.005952,0.002923,0.063906,0.052800,2,3
1.005,1300.0,0.008837,0.000000,0.004418,0.090121,-0.126576,0,1
1.005,1400.0,0.011782,-0.008915,0.001433,0.113391,-0.210543,2,-3
1.005,1500.0,0.011834,-0.014881,-0.001523,0.077752,-0.101489,1,-2
1.005,1600.0,0.014903,-0.020833,-0.002965,-0.028583,0.082849,1,-1
1.005,1700.0,0.008982,-0.020802,-0.005910,-0.031823,0.219434,-1,1
1.005,1800.0,0.005997,-0.005944,0.000027,-0.008553,0.167633,0,5
1.005,1900.0,0.006015,-0.002981,0.001517,0.014717,-0.076965,0,1
1.005,2000.0,0.008942,-0.008902,0.000020,0.037986,-0.128538,0,-2
1.005,2100.0,0.009009,-0.014992,-0.002992,-0.015325,-0.011090,1,-2
1.005,2200.0,0.006015,-0.011869,-0.002927,0.004999,0.050038,-1,1
1.005,2300.0,0.006033,-0.008902,-0.001434,0.013455,0.048851,0,1
1.005,2400.0,0.008929,-0.008902,0.000013,0.021997,0.026893,1,0
1.005,2500.0,0.009160,-0.005944,0.001608,-0.022478,-0.042402,1,0
1.005,2600.0,0.009217,-0.011887,-0.001335,-0.002154,0.000895,0,-1
1.005,2700.0,0.008915,-0.005944,0.001486,0.021116,-0.021046,0,1
1.005,2800.0,0.006015,-0.008942,-0.001463,0.044386,0.031215,0,0
1.005,2900.0,0.006126,-0.011887,-0.002881,-0.014817,-0.025904,1,0
1.005,3000.0,0.009022,-0.011887,-0.001432,-0.050455,0.040967,0,0
1.005,3100.0,0.011834,-0.011887,-0.000026,-0.086094,0.078355,0,0
1.005,3200.0,0.003003,-0.008902,-0.002949,-0.000971,0.035625,-2,1
1.005,3300.0,0.008876,-0.005944,0.001466,0.107718,-0.027752,2,0
1.005,3400.0,0.011905,-0.014837,-0.001466,0.036735,0.039398,1,-2
1.005,3500.0,0.011852,-0.008915,0.001468,0.001096,-0.011947,0,1
1.005,3600.0,0.011887,-0.008902,0.001493,-0.034543,-0.010167,0,1
1.005,3700.0,0.005935,-0.008915,-0.001490,0.041868,-0.037830,-1,-1
1.005,3800.0,0.011869,-0.011869,0.000000,0.030102,-0.012258,2,0
1.005,3900.0,0.011765,-0.014837,-0.001536,-0.005193,0.060827,0,-1
1.005,4000.0,0.011765,-0.014837,-0.001536,-0.040489,0.128066,0,0
1.005,4100.0,0.011765,-0.008902,0.001431,-0.075784,0.138749,0,2
1.005,4200.0,0.008824,-0.005935,0.001444,-0.046375,-0.001851,-1,1
1.005,4300.0,0.008824,-0.011869,-0.001523,-0.022848,-0.005946,0,-2
1.005,4400.0,0.008824,-0.011869,-0.001523,0.000679,0.025475,0,0
1.005,4500.0,0.008824,-0.008902,-0.000039,0.024206,0.021321,0,1
1.005,4600.0,0.011940,-0.008902,0.001519,-0.022854,-0.000637,1,0
1.005,4700.0,0.011976,-0.008902,0.001537,-0.058149,-0.022596,0,0
1.005,4800.0,0.005891,-0.008902,-0.001505,0.021321,-0.044554,-1,0
1.005,4900.0,0.009022,-0.011922,-0.001450,0.041848,0.016574,1,-1
1.005,5000.0,0.008942,-0.011922,-0.001490,0.050300,0.053963,0,0
1.005,5100.0,0.008982,-0.008942,0.000020,0.118051,0.005404,1,1
1.005,5200.0,0.014815,-0.008902,0.002956,-0.064301,-0.004661,3,0
1.005,5300.0,0.011782,-0.011869,-0.000044,-0.111361,0.000063,-2,-1
1.005,5400.0,0.000000,-0.014837,-0.007418,-0.029008,0.082187,-3,-1
1.005,5500.0,-0.003035,-0.006163,-0.004599,0.100387,0.072133,1,2
1.005,5600.0,0.012048,-0.008942,0.001553,0.065048,0.050175,2,0
1.005,5700.0,0.014815,-0.008942,0.002936,-0.023188,0.016382,1,0
1.005,5800.0,0.014771,-0.005944,0.004414,-0.117306,-0.047013,0,0
1.005,5900.0,0.005935,-0.008955,-0.001510,-0.084956,-0.056970,-3,-1
1.005,6000.0,0.006061,-0.015221,-0.004580,0.073870,0.063413,1,-1
1.005,6100.0,0.008837,-0.008902,-0.000033,0.088576,-0.014714,1,2
1.005,6200.0,0.017831,-0.008902,0.004464,-0.064710,-0.018921,2,0
1.005,6300.0,0.011834,-0.008942,0.001446,-0.043879,-0.022916,-1,-1
1.005,6400.0,0.008902,-0.011869,-0.001484,-0.046763,0.008564,-1,0
1.005,6500.0,0.008955,-0.011976,-0.001510,-0.023294,0.031116,0,0
1.005,6600.0,0.008955,-0.011869,-0.001457,0.011998,0.068505,0,0
1.005,6700.0,0.011869,-0.008996,0.001437,-0.026238,0.022808,1,1
1.005,6800.0,0.008863,-0.005944,0.001460,0.011994,-0.055422,-1,0
1.005,6900.0,0.008837,-0.008902,-0.000033,0.035522,-0.068446,0,0
1.005,7000.0,0.011782,-0.011869,-0.000044,0.017873,-0.010285,1,-1
1.005,7100.0,0.011782,-0.011869,-0.000044,-0.020364,0.027104,1,0
1.005,7200.0,0.011817,-0.008902,0.001457,-0.055659,0.046827,0,1
1.005,7300.0,0.005908,-0.011905,-0.002998,0.059049,0.004168,-2,-1
1.005,7400.0,0.011782,-0.011869,-0.000044,-0.011542,0.023772,2,0
1.005,7500.0,0.011782,-0.008902,0.001440,-0.046838,-0.024892,0,1
1.005,7600.0,0.005891,-0.008902,-0.001505,0.053164,-0.052768,-2,0
1.005,7700.0,0.008837,-0.011887,-0.001525,0.082574,0.008360,1,-1
1.005,7800.0,0.014706,-0.014837,-0.000065,-0.023309,0.119964,2,-1
1.005,7900.0,0.008824,-0.006042,0.001391,-0.032075,0.109941,-2,2
1.005,8000.0,0.008837,-0.002972,0.002932,-0.008607,-0.042581,0,2
1.005,8100.0,0.005874,-0.005935,-0.000031,0.088669,-0.150534,0,-1
1.005,8200.0,0.008824,-0.011994,-0.001585,0.171195,-0.127997,1,-2
1.005,8300.0,0.014684,-0.017804,-0.001560,0.048142,0.001380,2,-2
1.005,8400.0,0.014771,-0.011994,0.001388,-0.045542,0.050638,0,2
1.005,8500.0,0.014771,-0.003003,0.005884,-0.139226,-0.095896,0,2
1.005,8600.0,0.008863,-0.011994,-0.001566,-0.109563,-0.025776,-2,-2
1.005,8700.0,0.005891,-0.011922,-0.003016,0.040452,0.005645,-1,0
1.005,8800.0,0.005944,-0.012048,-0.003052,0.031995,0.043034,1,0
1.005,8900.0,0.011782,-0.008969,0.001407,-0.014700,0.012173,1,1
1.005,9000.0,0.011782,-0.009050,0.001366,-0.049647,-0.009785,0,0
