target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.002994,-0.002954,0.000020,0.234912,-0.123010,1,0
1.005,200.0,0.012327,-0.011958,0.000184,0.195266,-0.092881,4,-2
1.005,300.0,0.018293,-0.011799,0.003247,0.013610,-0.056892,2,0
1.005,400.0,0.006033,-0.012251,-0.003109,0.009525,-0.059081,0,0
1.005,500.0,0.011887,-0.014749,-0.001431,-0.033139,-0.040487,1,-1
1.005,600.0,0.011905,-0.011817,0.000044,-0.069827,0.063296,0,0
1.005,700.0,0.008876,-0.008863,0.000007,-0.023676,0.052277,-1,1
1.005,800.0,0.008876,-0.005900,0.001488,-0.001193,-0.012089,0,2
1.005,900.0,0.008942,-0.005908,0.001517,0.021290,-0.085046,0,-1
1.005,1000.0,0.008876,-0.011817,-0.001471,0.043773,-0.004878,0,-1
1.005,1100.0,0.011834,-0.008863,0.001486,-0.007708,-0.062850,1,0
1.005,1200.0,0.008876,-0.011834,-0.001479,-0.000018,-0.023558,0,-1
1.005,1300.0,0.008876,-0.017699,-0.004412,0.022465,0.112900,0,0
1.005,1400.0,0.008889,-0.008876,0.000007,0.021280,0.122441,1,2
1.005,1500.0,0.011834,-0.008850,0.001492,-0.012450,0.002404,1,1
1.005,1600.0,0.011834,-0.005917,0.002959,-0.049137,-0.055722,0,-1
1.005,1700.0,0.008889,-0.008889,0.000000,-0.032572,-0.101668,-1,-2
1.005,1800.0,0.005917,-0.017725,-0.005904,0.072757,0.020904,0,-1
1.005,1900.0,0.011869,-0.014771,-0.001451,0.033110,0.133892,2,1
1.005,2000.0,0.011834,-0.008863,0.001486,0.008256,0.055071,1,2
1.005,2100.0,0.011834,-0.005908,0.002963,-0.004763,-0.047432,1,1
1.005,2200.0,0.011834,-0.005917,0.002959,-0.041451,-0.102609,0,-1
1.005,2300.0,0.008889,-0.011817,-0.001464,0.001742,-0.101606,-1,-1
1.005,2400.0,0.008876,-0.008876,0.000000,0.024225,-0.082916,0,0
1.005,2500.0,0.012308,-0.011817,0.000245,-0.006546,0.059691,1,0
1.005,2600.0,0.011834,-0.008863,0.001486,-0.043234,-0.019152,0,1
1.005,2700.0,0.008876,-0.008863,0.000007,-0.023710,-0.047790,-1,0
1.005,2800.0,0.006135,-0.008915,-0.001390,0.069784,-0.099725,-1,-1
1.005,2900.0,0.009259,-0.014837,-0.002789,0.089308,-0.030874,1,-1
1.005,3000.0,0.011834,-0.011869,-0.000018,0.052620,0.011685,1,0
1.005,3100.0,0.012384,-0.008902,0.001741,0.001139,0.036067,0,2
1.005,3200.0,0.011994,-0.008863,0.001566,-0.035548,-0.001452,0,0
1.005,3300.0,0.008876,-0.008863,0.000007,-0.018983,-0.035981,-1,0
1.005,3400.0,0.006182,-0.009554,-0.001686,0.003500,-0.058729,0,0
1.005,3500.0,0.008915,-0.008915,-0.000000,-0.039105,-0.081476,1,0
1.005,3600.0,0.006024,-0.006116,-0.000046,-0.043189,-0.030315,-1,-1
1.005,3700.0,0.005935,-0.015267,-0.004666,0.067997,0.044523,0,-1
1.005,3800.0,0.011887,-0.008902,0.001493,-0.045613,0.054325,3,2
1.005,3900.0,0.014815,-0.011817,0.001499,-0.141472,0.040523,0,0
1.005,4000.0,0.009105,-0.011817,-0.001356,-0.154432,0.076861,-2,0
1.005,4100.0,0.005944,-0.006107,-0.000082,-0.132008,-0.022679,0,2
1.005,4200.0,0.002972,-0.008902,-0.002965,-0.023721,-0.071956,-1,-1
1.005,4300.0,0.005970,-0.008876,-0.001453,0.057937,-0.062096,0,-1
1.005,4400.0,0.006231,-0.009023,-0.001396,0.139596,-0.069875,0,0
1.005,4500.0,0.014859,-0.011922,0.001468,0.017600,-0.027405,4,-1
1.005,4600.0,0.011869,-0.011817,0.000026,-0.024644,0.035305,-1,1
1.005,4700.0,0.009022,-0.014948,-0.002963,0.018779,0.048096,-1,0
1.005,4800.0,0.011923,-0.005908,0.003007,-0.017556,0.031257,1,2
1.005,4900.0,0.008863,-0.005908,0.001477,0.017005,-0.080118,-1,0
1.005,5000.0,0.008889,-0.011817,-0.001464,0.039751,-0.073246,0,-2
1.005,5100.0,0.011887,-0.017857,-0.002985,-0.008400,0.019326,1,-1
1.005,5200.0,0.008929,-0.017857,-0.004464,-0.029965,0.070626,-1,0
1.005,5300.0,0.008929,-0.011817,-0.001444,0.022320,0.095210,0,1
1.005,5400.0,0.011905,-0.005908,0.002998,-0.014015,0.019356,1,2
1.005,5500.0,0.008863,-0.006070,0.001396,0.011684,-0.027017,-1,-1
1.005,5600.0,0.011887,-0.011817,0.000035,-0.039421,0.015256,1,-1
1.005,5700.0,0.005952,-0.012195,-0.003121,0.057178,0.051593,-1,0
1.005,5800.0,0.011905,-0.006107,0.002899,0.035613,-0.089077,2,0
1.005,5900.0,0.011905,-0.014771,-0.001433,-0.000722,0.044705,0,-1
1.005,6000.0,0.009146,-0.008876,0.000135,0.007253,0.004232,-1,2
1.005,6100.0,0.008955,-0.011922,-0.001484,0.029999,-0.003633,0,-1
1.005,6200.0,0.012365,-0.012030,0.000167,0.005480,0.014999,1,0
1.005,6300.0,0.008876,-0.008863,0.000007,0.001698,-0.028411,-1,1
