target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.006173,-0.011799,-0.002813,0.220235,-0.034513,3,-2
1.005,200.0,0.018237,-0.016000,0.001119,0.112999,0.054573,3,-1
1.005,300.0,0.012048,-0.011799,0.000124,0.017580,0.078763,0,1
1.005,400.0,0.014793,-0.008915,0.002939,-0.074886,0.043953,1,1
1.005,500.0,0.011923,-0.008915,0.001504,-0.084633,0.020944,-1,0
1.005,600.0,0.006024,-0.008850,-0.001413,0.020830,-0.002066,-2,0
1.005,700.0,0.006202,-0.008889,-0.001344,0.102660,-0.025076,0,0
1.005,800.0,0.012214,-0.011852,0.000181,0.030875,-0.000886,2,-1
1.005,900.0,0.006098,-0.011852,-0.002877,0.106796,0.035103,0,0
1.005,1000.0,0.008902,-0.008889,0.000007,0.097105,0.009143,2,1
1.005,1100.0,0.015198,-0.008850,0.003174,-0.030869,-0.013867,2,0
1.005,1200.0,0.008902,-0.011852,-0.001475,-0.037665,0.045722,-2,-1
1.005,1300.0,0.006116,-0.008889,-0.001386,0.067799,0.002063,0,1
1.005,1400.0,0.009174,-0.008889,0.000143,0.069865,-0.020947,2,0
1.005,1500.0,0.012214,-0.011852,0.000181,0.027622,0.026842,1,-1
1.005,1600.0,0.009119,-0.008902,0.000108,0.041728,0.012682,0,1
1.005,1700.0,0.009259,-0.009274,-0.000007,-0.000158,-0.010328,1,0
1.005,1800.0,0.005917,-0.011799,-0.002941,0.087945,0.010912,0,-1
1.005,1900.0,0.011834,-0.012085,-0.000125,0.084706,0.046901,2,0
1.005,2000.0,0.014793,-0.008850,0.002972,-0.030463,0.017992,1,1
1.005,2100.0,0.008876,-0.008850,0.000013,-0.007193,-0.005018,-1,0
1.005,2200.0,0.008955,-0.008850,0.000053,0.016077,-0.016228,0,0
1.005,2300.0,0.011782,-0.008850,0.001466,-0.031344,-0.039238,1,0
1.005,2400.0,0.011817,-0.015175,-0.001679,-0.066983,0.014451,0,-1
1.005,2500.0,0.011923,-0.008889,0.001517,-0.102621,0.000291,0,1
1.005,2600.0,0.005961,-0.008889,-0.001464,0.003120,-0.022719,-2,0
1.005,2700.0,0.005952,-0.011852,-0.002950,0.085298,0.028020,0,-1
1.005,2800.0,0.008929,-0.011852,-0.001462,0.129186,0.064010,1,0
