target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.012251,-0.009077,0.001587,0.068358,-0.072190,4,-4
1.005,200.0,0.009132,-0.015106,-0.002987,0.001260,0.035503,0,-1
1.005,300.0,0.012012,-0.009036,0.001488,-0.000167,-0.024907,1,0
1.005,400.0,0.011976,-0.011887,0.000044,-0.007479,-0.061266,0,-2
1.005,500.0,0.011940,-0.008929,0.001506,-0.011432,0.065332,0,0
1.005,600.0,0.008955,-0.009036,-0.000040,-0.015517,-0.027067,-1,0
1.005,700.0,0.009217,-0.018605,-0.004694,0.006907,0.082177,0,-1
1.005,800.0,0.009245,-0.012121,-0.001438,0.014274,0.149042,0,3
1.005,900.0,0.009105,-0.009009,0.000048,0.036442,0.106435,0,1
1.005,1000.0,0.011958,-0.005944,0.003007,-0.006698,-0.063728,1,1
1.005,1100.0,0.011869,-0.011869,0.000000,-0.031771,-0.061444,0,-1
1.005,1200.0,0.008996,-0.014859,-0.002932,-0.006312,-0.035469,0,-2
1.005,1300.0,0.008929,-0.014859,-0.002965,0.013287,-0.018058,1,0
1.005,1400.0,0.012270,-0.008929,0.001671,0.002728,0.052163,0,1
1.005,1500.0,0.012461,-0.008996,0.001733,-0.011276,0.013426,0,0
1.005,1600.0,0.006126,-0.008942,-0.001408,0.076114,0.018780,0,0
1.005,1700.0,0.012012,-0.005961,0.003025,0.058745,0.006157,1,1
1.005,1800.0,0.009050,-0.005961,0.001544,0.035263,-0.107413,0,0
1.005,1900.0,0.006033,-0.008929,-0.001448,0.122362,-0.078318,0,0
1.005,2000.0,0.018045,-0.011905,0.003070,0.019138,0.027898,3,-1
1.005,2100.0,0.008955,-0.008915,0.000020,0.000041,-0.008725,-2,2
1.005,2200.0,0.008929,-0.008942,-0.000007,0.004707,-0.056651,0,-2
1.005,2300.0,0.011958,-0.017910,-0.002976,-0.032916,0.059022,0,-2
1.005,2400.0,0.008969,-0.015361,-0.003196,0.012554,0.162406,-1,1
1.005,2500.0,0.008969,-0.005935,0.001517,0.040193,0.107413,1,4
1.005,2600.0,0.011958,-0.002985,0.004487,-0.000520,-0.042083,1,1
1.005,2700.0,0.011958,-0.011887,0.000036,0.015109,-0.093494,1,-3
1.005,2800.0,0.012012,-0.014837,-0.001412,-0.010967,0.029952,0,-1
1.005,2900.0,0.008996,-0.014837,-0.002921,0.088257,0.114890,0,1
1.005,3000.0,0.011976,-0.011869,0.000053,0.110529,0.119664,3,1
1.005,3100.0,0.011976,-0.008942,0.001517,-0.028160,0.035819,0,0
1.005,3200.0,0.008955,-0.005944,0.001506,0.107575,-0.104633,1,1
1.005,3300.0,0.012030,-0.014903,-0.001437,0.013649,0.001740,0,-3
1.005,3400.0,0.014992,-0.008955,0.003019,-0.109793,0.004627,1,0
1.005,3500.0,0.017467,-0.013605,0.001931,-0.043325,-0.025437,-2,0
1.005,3600.0,0.009091,-0.011905,-0.001407,-0.021366,0.068724,0,0
1.005,3700.0,0.009036,-0.009091,-0.000027,0.000592,0.153920,0,1
1.005,3800.0,0.009009,-0.005952,0.001528,0.022550,0.096600,0,1
1.005,3900.0,0.011976,-0.008915,0.001530,0.044509,0.045277,1,0
1.005,4000.0,0.012327,-0.008915,0.001706,-0.022554,0.023583,0,0
1.005,4100.0,0.011976,-0.008929,0.001524,-0.059942,-0.036443,0,-1
1.005,4200.0,0.005988,-0.008929,-0.001470,0.003559,-0.057872,-2,0
1.005,4300.0,0.005961,-0.008969,-0.001504,0.084864,-0.078607,0,0
1.005,4400.0,0.008955,-0.014903,-0.002974,0.121660,0.037367,1,-1
1.005,4500.0,0.011923,-0.011940,-0.000009,0.060532,0.088024,1,1
1.005,4600.0,0.011976,-0.008942,0.001517,0.023143,0.063804,0,2
