pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-3.269774e-3,-3.136722e-3,-5.844711e-1,-5.486619e-1,6.000000e-2,2.217541e-3
1,-5.486619e-1,-5.397833e-1,-1.141145e0,-1.087776e0,6.000000e-2,1.479775e-1
2,-1.087776e0,-1.117693e0,-1.750286e0,-1.637213e0,6.000000e-2,-4.986147e-1
3,-1.637213e0,-1.601788e0,-2.256000e0,-2.123139e0,6.000000e-2,5.904078e-1
4,-2.123139e0,-2.094004e0,-2.793590e0,-2.534905e0,6.000000e-2,4.855832e-1
