t_fs,step,phase,i_applied,v_cell
0.000,0,pre,0.000000e0,-3.269774e-3
5.000,1,on,6.000000e-2,-3.136722e-3
10.000,2,on,6.000000e-2,-3.091583e-3
20.000,4,on,6.000000e-2,-6.544680e-3
30.000,6,on,6.000000e-2,-9.777886e-3
40.000,8,on,6.000000e-2,-1.168655e-2
50.000,10,on,6.000000e-2,-1.093378e-2
60.000,12,on,6.000000e-2,-1.835808e-2
70.000,14,on,6.000000e-2,-2.549206e-2
80.000,16,on,6.000000e-2,-2.756184e-2
90.000,18,on,6.000000e-2,-2.878982e-2
100.000,20,on,6.000000e-2,-2.424773e-2
110.000,22,on,6.000000e-2,-2.902517e-2
120.000,24,on,6.000000e-2,-3.097885e-2
130.000,26,on,6.000000e-2,-3.831979e-2
140.000,28,on,6.000000e-2,-3.489707e-2
150.000,30,on,6.000000e-2,-4.406647e-2
160.000,32,on,6.000000e-2,-4.572856e-2
170.000,34,on,6.000000e-2,-4.094397e-2
180.000,36,on,6.000000e-2,-3.961848e-2
190.000,38,on,6.000000e-2,-4.655771e-2
200.000,40,on,6.000000e-2,-4.558609e-2
210.000,42,on,6.000000e-2,-5.314477e-2
220.000,44,on,6.000000e-2,-5.029697e-2
230.000,46,on,6.000000e-2,-5.383065e-2
240.000,48,on,6.000000e-2,-6.583621e-2
250.000,50,on,6.000000e-2,-6.741820e-2
260.000,52,on,6.000000e-2,-6.633446e-2
270.000,54,on,6.000000e-2,-6.667642e-2
280.000,56,on,6.000000e-2,-6.230373e-2
290.000,58,on,6.000000e-2,-6.919033e-2
300.000,60,on,6.000000e-2,-7.198652e-2
310.000,62,on,6.000000e-2,-8.282074e-2
320.000,64,on,6.000000e-2,-7.786473e-2
330.000,66,on,6.000000e-2,-7.569699e-2
340.000,68,on,6.000000e-2,-8.115663e-2
350.000,70,on,6.000000e-2,-8.227773e-2
360.000,72,on,6.000000e-2,-9.283549e-2
370.000,74,on,6.000000e-2,-9.027600e-2
380.000,76,on,6.000000e-2,-9.995160e-2
390.000,78,on,6.000000e-2,-9.821739e-2
400.000,80,on,6.000000e-2,-1.019865e-1
410.000,82,on,6.000000e-2,-1.119760e-1
420.000,84,on,6.000000e-2,-1.067003e-1
430.000,86,on,6.000000e-2,-1.140216e-1
440.000,88,on,6.000000e-2,-1.097023e-1
450.000,90,on,6.000000e-2,-1.129604e-1
460.000,92,on,6.000000e-2,-1.160493e-1
470.000,94,on,6.000000e-2,-1.130929e-1
480.000,96,on,6.000000e-2,-1.282064e-1
490.000,98,on,6.000000e-2,-1.286497e-1
500.000,100,on,6.000000e-2,-1.266923e-1
510.000,102,on,6.000000e-2,-1.359807e-1
520.000,104,on,6.000000e-2,-1.415191e-1
530.000,106,on,6.000000e-2,-1.238298e-1
540.000,108,on,6.000000e-2,-1.300830e-1
550.000,110,on,6.000000e-2,-1.417461e-1
560.000,112,on,6.000000e-2,-1.526719e-1
570.000,114,on,6.000000e-2,-1.549481e-1
580.000,116,on,6.000000e-2,-1.506665e-1
590.000,118,on,6.000000e-2,-1.593604e-1
600.000,120,on,6.000000e-2,-1.679722e-1
610.000,122,on,6.000000e-2,-1.643510e-1
620.000,124,on,6.000000e-2,-1.633426e-1
630.000,126,on,6.000000e-2,-1.739625e-1
640.000,128,on,6.000000e-2,-1.522484e-1
650.000,130,on,6.000000e-2,-1.697828e-1
660.000,132,on,6.000000e-2,-1.854496e-1
670.000,134,on,6.000000e-2,-1.877530e-1
680.000,136,on,6.000000e-2,-1.797614e-1
690.000,138,on,6.000000e-2,-1.834121e-1
700.000,140,on,6.000000e-2,-1.916360e-1
710.000,142,on,6.000000e-2,-1.849441e-1
720.000,144,on,6.000000e-2,-2.028337e-1
730.000,146,on,6.000000e-2,-1.993428e-1
740.000,148,on,6.000000e-2,-1.921833e-1
750.000,150,on,6.000000e-2,-1.904325e-1
760.000,152,on,6.000000e-2,-1.871788e-1
770.000,154,on,6.000000e-2,-1.950595e-1
780.000,156,on,6.000000e-2,-2.078214e-1
790.000,158,on,6.000000e-2,-2.080788e-1
800.000,160,on,6.000000e-2,-2.207030e-1
810.000,162,on,6.000000e-2,-2.245207e-1
820.000,164,on,6.000000e-2,-2.243264e-1
830.000,166,on,6.000000e-2,-2.168319e-1
840.000,168,on,6.000000e-2,-2.281068e-1
850.000,170,on,6.000000e-2,-2.357833e-1
860.000,172,on,6.000000e-2,-2.354745e-1
870.000,174,on,6.000000e-2,-2.234638e-1
880.000,176,on,6.000000e-2,-2.283724e-1
890.000,178,on,6.000000e-2,-2.392616e-1
900.000,180,on,6.000000e-2,-2.556636e-1
910.000,182,on,6.000000e-2,-2.571123e-1
920.000,184,on,6.000000e-2,-2.346788e-1
930.000,186,on,6.000000e-2,-2.457740e-1
940.000,188,on,6.000000e-2,-2.304603e-1
950.000,190,on,6.000000e-2,-2.669193e-1
960.000,192,on,6.000000e-2,-2.590640e-1
970.000,194,on,6.000000e-2,-2.499366e-1
980.000,196,on,6.000000e-2,-2.571593e-1
990.000,198,on,6.000000e-2,-2.671699e-1
1000.000,200,on,6.000000e-2,-2.637526e-1
1010.000,202,on,6.000000e-2,-2.661656e-1
