pulse_idx,R0,R1,R2,tau1_fs,tau2_fs,rmse_mV,i_amp_eff
0,-0.24447598217536542,6.399868742905683e-12,964.6188960911803,1994.9984191776534,199497.20330956928,11.507815101565273,0.06
