# v_dc=-1.082959e-2  i_dc=-4.165449e-4  freq=1.581e-2
t_rel_fs,v,i,v_ac,i_ac,actual_i,actual_i_ac,v_cap,is_recording
5.0000e0,-3.191384e-3,-4.765528e-2,7.638202e-3,-4.723874e-2,0.000000e0,0.000000e0,-2.173566e-3,0
1.0000e1,-3.099459e-3,-8.379189e-2,7.730128e-3,-8.337534e-2,-2.000000e-1,-2.000000e-1,-2.173566e-3,0
1.5000e1,-1.061420e-2,-9.967529e-2,2.153907e-4,-9.925875e-2,0.000000e0,0.000000e0,-2.173566e-3,0
2.0000e1,-5.362329e-3,-9.146635e-2,5.467258e-3,-9.104981e-2,-2.000000e-1,-2.000000e-1,-2.173566e-3,0
2.5000e1,-7.404542e-3,-6.114922e-2,3.425044e-3,-6.073267e-2,0.000000e0,0.000000e0,-2.173566e-3,0
3.0000e1,-1.119297e-2,-1.605183e-2,-3.633834e-4,-1.563528e-2,0.000000e0,0.000000e0,-2.173566e-3,0
3.5000e1,-1.541805e-2,3.292545e-2,-4.588460e-3,3.334199e-2,0.000000e0,0.000000e0,-2.173566e-3,0
4.0000e1,-1.448129e-2,7.394435e-2,-3.651701e-3,7.436090e-2,0.000000e0,0.000000e0,-2.173566e-3,0
4.5000e1,-1.352292e-2,9.709029e-2,-2.693336e-3,9.750683e-2,0.000000e0,0.000000e0,-2.173566e-3,0
5.0000e1,-1.367174e-2,9.676870e-2,-2.842152e-3,9.718524e-2,2.000000e-1,2.000000e-1,-2.173566e-3,0
5.5000e1,-9.366062e-3,7.305730e-2,1.463525e-3,7.347385e-2,0.000000e0,0.000000e0,-2.173566e-3,0
6.0000e1,-3.921409e-3,3.168736e-2,6.908178e-3,3.210391e-2,0.000000e0,0.000000e0,-2.173566e-3,0
6.5000e1,-4.392938e-3,-1.734168e-2,6.436648e-3,-1.692514e-2,0.000000e0,0.000000e0,-2.173566e-3,0
7.0000e1,-5.312491e-3,-6.217913e-2,5.517096e-3,-6.176258e-2,0.000000e0,0.000000e0,-2.173566e-3,0
7.5000e1,-6.074013e-3,-9.198733e-2,4.755573e-3,-9.157078e-2,0.000000e0,0.000000e0,-2.173566e-3,0
8.0000e1,-6.081101e-3,-9.956143e-2,4.748486e-3,-9.914489e-2,0.000000e0,0.000000e0,-2.173566e-3,0
8.5000e1,-6.154969e-3,-8.307069e-2,4.674618e-3,-8.265414e-2,-2.000000e-1,-2.000000e-1,-2.173566e-3,0
9.0000e1,-1.040863e-2,-4.650113e-2,4.209550e-4,-4.608458e-2,0.000000e0,0.000000e0,-2.173566e-3,0
9.5000e1,-1.503170e-2,1.308216e-3,-4.202113e-3,1.724760e-3,0.000000e0,0.000000e0,-2.173566e-3,0
1.0000e2,-1.385563e-2,4.880135e-2,-3.026044e-3,4.921790e-2,0.000000e0,0.000000e0,-2.173566e-3,0
1.0500e2,-1.629389e-2,8.449873e-2,-5.464308e-3,8.491527e-2,0.000000e0,0.000000e0,-2.173566e-3,0
1.1000e2,-1.519103e-2,9.977210e-2,-4.361439e-3,1.001886e-1,0.000000e0,0.000000e0,-2.173566e-3,0
1.1500e2,-1.509366e-2,9.092971e-2,-4.264072e-3,9.134625e-2,2.000000e-1,2.000000e-1,-2.173566e-3,0
