t_fs,step,phase,i_applied,v_cell
0.000,0,pre,0.000000e0,-2.677949e-3
5.000,1,on,5.000000e-3,-2.676605e-3
10.000,2,on,5.000000e-3,-2.686661e-3
20.000,4,on,5.000000e-3,-2.682914e-3
30.000,6,on,5.000000e-3,-2.687156e-3
40.000,8,on,5.000000e-3,-2.672767e-3
50.000,10,on,5.000000e-3,-2.659546e-3
60.000,12,on,5.000000e-3,-2.855533e-3
70.000,14,on,5.000000e-3,-2.650615e-3
80.000,16,on,5.000000e-3,-2.650202e-3
90.000,18,on,5.000000e-3,-2.637666e-3
100.000,20,on,5.000000e-3,-2.658608e-3
110.000,22,on,5.000000e-3,-2.669940e-3
120.000,24,on,5.000000e-3,-2.667910e-3
130.000,26,on,5.000000e-3,-2.664176e-3
140.000,28,on,5.000000e-3,-2.665533e-3
150.000,30,on,5.000000e-3,-2.866174e-3
160.000,32,on,5.000000e-3,-2.866666e-3
170.000,34,on,5.000000e-3,-2.662745e-3
180.000,36,on,5.000000e-3,-2.648634e-3
190.000,38,on,5.000000e-3,-2.664876e-3
200.000,40,on,5.000000e-3,-2.640815e-3
210.000,42,on,5.000000e-3,-6.257619e-3
220.000,44,on,5.000000e-3,-9.048634e-3
230.000,46,on,5.000000e-3,-7.727463e-3
240.000,48,on,5.000000e-3,-7.081843e-3
250.000,50,on,5.000000e-3,-7.003824e-3
260.000,52,on,5.000000e-3,-7.011793e-3
270.000,54,on,5.000000e-3,-7.018733e-3
280.000,56,on,5.000000e-3,-7.016944e-3
290.000,58,on,5.000000e-3,-4.750689e-3
300.000,60,on,5.000000e-3,-4.677386e-3
310.000,62,on,5.000000e-3,-4.636932e-3
320.000,64,on,5.000000e-3,-4.666429e-3
330.000,66,on,5.000000e-3,-4.582888e-3
340.000,68,on,5.000000e-3,-4.477140e-3
350.000,70,on,5.000000e-3,-4.345289e-3
360.000,72,on,5.000000e-3,-4.330857e-3
370.000,74,on,5.000000e-3,-4.432348e-3
380.000,76,on,5.000000e-3,-4.408526e-3
390.000,78,on,5.000000e-3,-4.417065e-3
400.000,80,on,5.000000e-3,-4.453255e-3
410.000,82,on,5.000000e-3,-8.636256e-3
420.000,84,on,5.000000e-3,-7.322437e-3
430.000,86,on,5.000000e-3,-1.108218e-2
440.000,88,on,5.000000e-3,-1.080333e-2
450.000,90,on,5.000000e-3,-6.030220e-3
460.000,92,on,5.000000e-3,-5.743911e-3
470.000,94,on,5.000000e-3,-5.712896e-3
480.000,96,on,5.000000e-3,-1.089784e-2
490.000,98,on,5.000000e-3,-5.634659e-3
500.000,100,on,5.000000e-3,-1.067135e-2
510.000,102,on,5.000000e-3,-1.064048e-2
520.000,104,on,5.000000e-3,-9.649070e-3
530.000,106,on,5.000000e-3,-9.884373e-3
540.000,108,on,5.000000e-3,-9.097606e-3
550.000,110,on,5.000000e-3,-8.716000e-3
560.000,112,on,5.000000e-3,-8.431643e-3
570.000,114,on,5.000000e-3,-8.436544e-3
580.000,116,on,5.000000e-3,-8.622497e-3
590.000,118,on,5.000000e-3,-8.605352e-3
600.000,120,on,5.000000e-3,-8.630521e-3
610.000,122,on,5.000000e-3,-1.103356e-2
620.000,124,on,5.000000e-3,-1.055896e-2
