step,time_fs,phase,ac_value,applied_i,v_cell_calc,v_cell_eis,foil_a_de,foil_b_de
80120,450600.00,0.018692,1.121477e-3,-1.121477e-3,-5.564687e-1,-1.055799e0,0,0
80121,450605.00,0.018849,1.130916e-3,-1.130916e-3,-5.614612e-1,-1.057044e0,0,0
80122,450610.00,0.019006,1.140299e-3,-1.140299e-3,-5.604221e-1,-1.061018e0,0,0
80123,450615.00,0.019163,1.149738e-3,-1.149738e-3,-5.605876e-1,-1.059433e0,0,0
80124,450620.00,0.019320,1.159178e-3,-1.159178e-3,-5.651920e-1,-1.060277e0,0,0
80125,450625.00,0.019477,1.168561e-3,-1.168561e-3,-5.568831e-1,-1.060338e0,0,0
80126,450630.00,0.019634,1.178000e-3,-1.178000e-3,-5.698936e-1,-1.061629e0,0,0
80127,450635.00,0.019792,1.187440e-3,-1.187440e-3,-5.567820e-1,-1.059290e0,0,0
80128,450640.00,0.019949,1.196879e-3,-1.196879e-3,-5.624478e-1,-1.061018e0,0,0
80129,450645.00,0.020105,1.206261e-3,-1.206261e-3,-5.497400e-1,-1.060618e0,0,0
80130,450650.00,0.020263,1.215701e-3,-1.215701e-3,-5.597560e-1,-1.060009e0,0,0
80131,450655.00,0.020420,1.225140e-3,-1.225140e-3,-5.676632e-1,-1.059035e0,0,0
80132,450660.00,0.020576,1.234522e-3,-1.234522e-3,-5.660843e-1,-1.055098e0,0,0
80133,450665.00,0.020734,1.243962e-3,-1.243962e-3,-5.137300e-1,-1.056084e0,0,0
80134,450670.00,0.020891,1.253401e-3,-1.253401e-3,-5.138825e-1,-1.059899e0,0,0
80135,450675.00,0.021049,1.262840e-3,-1.262840e-3,-5.172632e-1,-1.051311e0,0,0
80136,450680.00,0.021205,1.272223e-3,-1.272223e-3,-4.669856e-1,-1.057002e0,0,0
80137,450685.00,0.021362,1.281662e-3,-1.281662e-3,-5.199146e-1,-1.055769e0,0,0
80138,450690.00,0.021520,1.291101e-3,-1.291101e-3,-5.171517e-1,-1.056529e0,0,0
80139,450695.00,0.021676,1.300483e-3,-1.300483e-3,-5.156132e-1,-1.056032e0,0,0
80140,450700.00,0.021833,1.309922e-3,-1.309922e-3,-4.721410e-1,-1.062082e0,0,0
80141,450705.00,0.021991,1.319361e-3,-1.319361e-3,-4.667178e-1,-1.059813e0,0,0
80142,450710.00,0.022148,1.328800e-3,-1.328800e-3,-4.730235e-1,-1.060640e0,0,0
80143,450715.00,0.022305,1.338182e-3,-1.338182e-3,-4.805709e-1,-1.059577e0,0,0
80144,450720.00,0.022462,1.347621e-3,-1.347621e-3,-4.625880e-1,-1.056200e0,0,0
80145,450725.00,0.022619,1.357060e-3,-1.357060e-3,-4.657497e-1,-1.054566e0,0,0
80146,450730.00,0.022776,1.366442e-3,-1.366442e-3,-4.667894e-1,-1.055306e0,0,0
80147,450735.00,0.022933,1.375881e-3,-1.375881e-3,-5.133188e-1,-1.056979e0,0,0
80148,450740.00,0.023090,1.385320e-3,-1.385320e-3,-4.666480e-1,-1.052244e0,0,0
80149,450745.00,0.023248,1.394758e-3,-1.394758e-3,-5.144968e-1,-1.053652e0,0,0
