target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.009274,-0.009077,0.000098,0.170013,-0.078435,4,-2
1.005,200.0,0.015456,-0.012121,0.001667,0.068686,-0.068376,3,-2
1.005,300.0,0.015337,-0.012085,0.001626,-0.011963,0.042583,1,-1
1.005,400.0,0.012270,-0.006042,0.003114,-0.060115,0.102854,-1,1
1.005,500.0,0.008902,-0.002998,0.002952,0.045533,0.021528,-1,2
1.005,600.0,0.008863,-0.006006,0.001428,0.071411,-0.053242,1,-2
1.005,700.0,0.008850,-0.011940,-0.001545,0.094419,-0.009826,1,-1
1.005,800.0,0.011799,-0.014903,-0.001552,0.043683,0.017211,1,-1
1.005,900.0,0.011869,-0.008982,0.001444,-0.030893,0.010520,0,1
1.005,1000.0,0.009077,-0.009050,0.000014,-0.023135,0.025078,-2,1
1.005,1100.0,0.011994,-0.014925,-0.001466,-0.012588,0.086744,0,-1
1.005,1200.0,0.011958,-0.005997,0.002981,-0.040315,0.002746,0,2
1.005,1300.0,0.008915,-0.008915,-0.000000,-0.002974,0.066409,-1,2
1.005,1400.0,0.005952,-0.002994,0.001479,0.043196,-0.062473,2,1
1.005,1500.0,0.008915,-0.008955,-0.000020,0.074861,-0.137622,1,-2
1.005,1600.0,0.014903,-0.014859,0.000022,-0.005893,-0.029025,1,-2
1.005,1700.0,0.014948,-0.014948,0.000000,-0.099368,0.018331,0,-1
1.005,1800.0,0.012327,-0.015015,-0.001344,-0.138816,0.159525,-1,0
1.005,1900.0,0.005988,0.000000,0.002994,-0.065948,0.030768,0,5
1.005,2000.0,0.002959,-0.005935,-0.001488,0.089660,-0.071249,0,-1
1.005,2100.0,0.005917,-0.011940,-0.003012,0.150609,-0.048314,1,-3
1.005,2200.0,0.008889,-0.014948,-0.003029,0.149421,0.081224,1,0
1.005,2300.0,0.014859,-0.009346,0.002756,0.053563,0.085972,2,2
1.005,2400.0,0.011834,-0.002994,0.004420,-0.003835,-0.054632,0,1
1.005,2500.0,0.011852,-0.011958,-0.000053,-0.040523,0.003566,0,-2
1.005,2600.0,0.009091,-0.011958,-0.001434,-0.015081,0.040955,-1,0
1.005,2700.0,0.008915,-0.005961,0.001477,0.007402,0.045789,0,1
1.005,2800.0,0.003072,-0.009390,-0.003159,0.029885,-0.029461,0,0
1.005,2900.0,0.009036,-0.008955,0.000040,0.052367,-0.000888,0,-1
1.005,3000.0,0.011852,-0.011922,-0.000035,-0.002072,0.012909,1,0
1.005,3100.0,0.008876,-0.005961,0.001457,0.005815,0.011859,0,0
1.005,3200.0,0.011869,-0.011922,-0.000027,-0.027566,-0.009879,1,0
1.005,3300.0,0.008889,-0.014859,-0.002985,0.015857,0.086910,-1,-1
1.005,3400.0,0.008889,-0.008955,-0.000033,0.050360,0.006099,1,1
1.005,3500.0,0.014859,-0.005935,0.004462,-0.003639,-0.024730,1,3
1.005,3600.0,0.011852,-0.005961,0.002945,-0.039974,-0.117879,0,0
1.005,3700.0,0.008889,-0.014859,-0.002985,0.006403,0.029302,-1,-3
1.005,3800.0,0.008889,-0.011905,-0.001508,0.029148,0.120198,0,0
1.005,3900.0,0.008863,-0.014881,-0.003009,0.052247,0.105030,0,0
1.005,4000.0,0.012048,-0.008915,0.001566,-0.007338,0.056289,1,3
1.005,4100.0,0.011834,-0.011905,-0.000035,-0.034475,0.002131,0,-1
1.005,4200.0,0.008889,-0.011940,-0.001526,-0.002619,-0.037297,-1,-1
1.005,4300.0,0.011887,-0.008942,0.001473,-0.032706,0.006659,1,1
1.005,4400.0,0.008876,-0.008915,-0.000020,-0.009699,-0.000069,-1,1
1.005,4500.0,0.008850,-0.008915,-0.000033,0.013309,-0.027689,0,0
1.005,4600.0,0.011887,-0.008915,0.001486,-0.034895,-0.049383,0,0
1.005,4700.0,0.005917,-0.014881,-0.004482,0.035273,-0.059030,-1,-2
1.005,4800.0,0.008902,-0.011869,-0.001484,0.043084,0.079408,0,1
1.005,4900.0,0.011852,-0.008902,0.001475,0.021553,0.045633,1,1
1.005,5000.0,0.011799,-0.009202,0.001298,-0.017432,-0.035364,1,0
1.005,5100.0,0.008863,-0.008929,-0.000033,-0.020913,-0.068693,-1,-1
1.005,5200.0,0.008902,-0.011887,-0.001493,0.002035,-0.042786,0,0
1.005,5300.0,0.008915,-0.011905,-0.001495,0.025042,-0.001671,0,-1
1.005,5400.0,0.008876,-0.011887,-0.001506,0.048050,0.030278,0,1
1.005,5500.0,0.014749,-0.005952,0.004398,-0.032187,-0.032866,2,1
1.005,5600.0,0.006052,-0.006211,-0.000080,-0.053424,-0.007020,-2,0
