target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.003044,-0.005970,-0.001463,0.246746,-0.181656,2,-2
1.005,200.0,0.015221,-0.014903,0.000159,0.124259,-0.106508,4,-3
1.005,300.0,0.011958,-0.014815,-0.001428,0.046152,0.025138,1,-1
1.005,400.0,0.012195,-0.014815,-0.001310,0.009464,0.130227,0,1
1.005,500.0,0.012177,-0.002985,0.004596,-0.027224,-0.010593,0,2
1.005,600.0,0.005935,-0.014793,-0.004429,0.042600,-0.041848,-1,-2
1.005,700.0,0.009274,-0.011852,-0.001289,0.005910,0.045247,2,0
1.005,800.0,0.012158,-0.014903,-0.001373,-0.030778,0.135088,0,1
1.005,900.0,0.009146,-0.008969,0.000089,-0.005337,0.074309,0,2
1.005,1000.0,0.006231,-0.008969,-0.001369,0.017146,0.051855,0,1
1.005,1100.0,0.012903,-0.006006,0.003449,-0.010666,-0.026736,1,0
1.005,1200.0,0.009509,-0.008982,0.000263,0.020693,-0.061020,-1,0
1.005,1300.0,0.012678,-0.011976,0.000351,-0.004161,-0.015529,1,-1
1.005,1400.0,0.009494,-0.006061,0.001716,-0.008246,-0.028916,-1,0
1.005,1500.0,0.009646,-0.012862,-0.001608,0.014178,-0.036206,0,-1
1.005,1600.0,0.012739,-0.012461,0.000139,0.001158,0.101326,1,-1
1.005,1700.0,0.012480,-0.008982,0.001749,-0.035530,0.040643,0,2
1.005,1800.0,0.012365,-0.008889,0.001738,-0.072217,0.039096,0,0
1.005,1900.0,0.009404,-0.006006,0.001699,-0.026066,-0.036301,-1,0
1.005,2000.0,0.009063,-0.005944,0.001560,-0.003583,-0.055424,0,0
1.005,2100.0,0.008955,-0.011834,-0.001440,0.018899,0.019729,0,0
1.005,2200.0,0.008955,-0.011869,-0.001457,0.041382,0.026828,0,0
1.005,2300.0,0.009119,-0.011958,-0.001420,0.063865,0.034354,0,-1
1.005,2400.0,0.012158,-0.008955,0.001601,0.024219,0.050310,1,1
1.005,2500.0,0.009105,-0.006126,0.001490,0.052619,-0.037261,0,2
1.005,2600.0,0.012177,-0.005961,0.003108,0.021848,-0.118917,1,0
1.005,2700.0,0.012121,-0.011976,0.000073,-0.014840,-0.073356,0,-2
1.005,2800.0,0.009091,-0.014881,-0.002895,0.013560,0.025496,-1,-1
1.005,2900.0,0.012177,-0.011940,0.000118,-0.020169,0.062182,1,1
1.005,3000.0,0.012195,-0.006024,0.003085,-0.006562,-0.016515,-1,2
1.005,3100.0,0.012638,-0.009404,0.001617,0.015921,-0.106834,0,-2
1.005,3200.0,0.006107,-0.011976,-0.002935,0.076868,0.012663,0,-1
1.005,3300.0,0.015798,-0.012403,0.001697,0.043138,0.034996,2,0
1.005,3400.0,0.015244,-0.005970,0.004637,-0.130193,-0.061420,1,2
1.005,3500.0,0.012289,-0.008955,0.001667,-0.083929,-0.059992,-2,-1
1.005,3600.0,0.009132,-0.012365,-0.001616,-0.073682,-0.073180,-1,-2
1.005,3700.0,0.006135,-0.011958,-0.002912,0.013594,0.002342,-1,1
1.005,3800.0,0.009174,-0.014903,-0.002864,0.139589,0.065823,2,0
1.005,3900.0,0.012177,-0.005952,0.003112,0.055146,-0.021639,1,2
1.005,4000.0,0.012177,-0.008915,0.001631,0.018110,-0.017517,0,0
1.005,4100.0,0.009146,-0.008915,0.000116,-0.018926,-0.040002,-1,0
1.005,4200.0,0.009132,-0.011887,-0.001377,0.033211,-0.012193,0,-1
1.005,4300.0,0.012121,-0.008915,0.001603,0.011316,-0.014001,1,1
1.005,4400.0,0.012195,-0.008929,0.001633,-0.025372,-0.056718,0,-1
1.005,4500.0,0.012195,-0.011869,0.000163,-0.062060,-0.007574,0,-1
1.005,4600.0,0.009146,-0.011887,-0.001370,0.001661,0.052537,-2,1
1.005,4700.0,0.009146,-0.011834,-0.001344,0.023882,0.083332,0,0
1.005,4800.0,0.012195,-0.006006,0.003095,0.010548,-0.033826,1,2
1.005,4900.0,0.012384,-0.008942,0.001721,-0.026488,-0.041463,0,-2
1.005,5000.0,0.009063,-0.011994,-0.001465,0.004622,-0.063344,-1,0
1.005,5100.0,0.009063,-0.011922,-0.001429,0.026842,-0.005712,0,-1
1.005,5200.0,0.012403,-0.012030,0.000186,-0.033896,0.045643,1,1
1.005,5300.0,0.009050,-0.011958,-0.001454,0.006101,0.052866,-1,0
1.005,5400.0,0.009050,-0.005988,0.001531,0.028322,-0.043583,0,2
1.005,5500.0,0.009009,-0.011940,-0.001466,0.050542,0.013813,0,-2
1.005,5600.0,0.006107,-0.009105,-0.001499,0.072763,0.012037,0,1
1.005,5700.0,0.015267,-0.006182,0.004542,-0.073904,-0.042955,2,0
1.005,5800.0,0.012214,-0.011940,0.000137,-0.128719,-0.065224,-1,-1
1.005,5900.0,0.003040,-0.011834,-0.004397,-0.017609,0.042348,-3,0
1.005,6000.0,0.006107,-0.008876,-0.001384,0.072762,0.019922,1,1
1.005,6100.0,0.009119,-0.005935,0.001592,0.092019,-0.058610,1,0
1.005,6200.0,0.012195,-0.008955,0.001620,0.025266,-0.089669,1,0
1.005,6300.0,0.012140,-0.014837,-0.001349,-0.011770,0.042228,0,-2
1.005,6400.0,0.008996,-0.014925,-0.002965,0.028228,0.114565,-1,1
1.005,6500.0,0.011994,-0.008942,0.001526,-0.002882,0.045047,1,1
1.005,6600.0,0.009259,-0.009302,-0.000022,0.004524,0.001786,-1,1
1.005,6700.0,0.008996,-0.008929,0.000033,0.026745,-0.032498,0,0
1.005,6800.0,0.008996,-0.008915,0.000040,0.048965,-0.078523,0,0
1.005,6900.0,0.012214,-0.011887,0.000163,0.000078,0.005441,1,-1
1.005,7000.0,0.012251,-0.008929,0.001661,-0.036958,-0.046324,0,0
1.005,7100.0,0.009360,-0.011976,-0.001308,0.003040,-0.000431,-1,-1
1.005,7200.0,0.009146,-0.008996,0.000075,0.025260,0.027449,0,1
1.005,7300.0,0.009146,-0.011887,-0.001370,0.047481,0.055298,0,0
1.005,7400.0,0.012195,-0.008915,0.001640,0.001556,-0.005596,1,1
1.005,7500.0,0.012195,-0.008969,0.001613,-0.035480,-0.013348,0,0
1.005,7600.0,0.009160,-0.012308,-0.001574,-0.036962,-0.003171,-1,-1
1.005,7700.0,0.009119,-0.011958,-0.001420,-0.014741,-0.010514,0,-2
1.005,7800.0,0.009160,-0.011940,-0.001390,0.007480,0.056039,0,1
