target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.009756,-0.003035,0.003361,0.179072,-0.228995,6,-1
1.005,200.0,0.008942,-0.018547,-0.004803,0.116088,-0.073965,2,-5
1.005,300.0,0.012719,-0.016639,-0.001960,0.038393,0.081064,2,0
1.005,400.0,0.015552,-0.003155,0.006199,-0.124975,0.147336,1,2
1.005,500.0,0.009050,-0.006098,0.001476,-0.093365,0.006756,-2,1
1.005,600.0,0.003273,-0.014733,-0.005730,-0.070620,0.035066,0,-1
1.005,700.0,-0.003311,-0.009934,-0.006623,0.020073,0.013090,-1,0
1.005,800.0,0.008955,-0.006173,0.001391,0.045772,-0.127334,1,0
1.005,900.0,0.011958,-0.012103,-0.000072,-0.005333,-0.025014,1,-2
1.005,1000.0,0.000000,-0.012638,-0.006319,0.023320,0.021360,-1,1
1.005,1100.0,0.003115,-0.012579,-0.004732,0.051974,0.049479,1,1
1.005,1200.0,0.012232,-0.009023,0.001605,0.006776,0.027771,1,0
1.005,1300.0,-0.008850,-0.011922,-0.010386,-0.029559,-0.053437,0,0
1.005,1400.0,0.009063,-0.008969,0.000047,-0.018630,-0.001260,-1,-1
1.005,1500.0,0.008915,-0.008969,-0.000027,0.004115,-0.058388,0,0
1.005,1600.0,0.003328,-0.011278,-0.003975,0.103900,-0.000093,0,0
1.005,1700.0,0.008902,-0.011976,-0.001537,0.135757,0.055380,1,0
1.005,1800.0,0.011905,-0.014837,-0.001466,0.088455,0.137326,2,1
1.005,1900.0,0.012698,-0.006211,0.003244,-0.056170,-0.032883,3,2
1.005,2000.0,0.003106,-0.009360,-0.003127,-0.047409,-0.030744,-2,0
1.005,2100.0,0.000000,-0.008969,-0.004484,0.029063,-0.052437,0,0
1.005,2200.0,0.005970,-0.006400,-0.000215,0.111417,-0.062164,0,-1
1.005,2300.0,0.011940,-0.011958,-0.000009,0.108475,0.016564,2,0
1.005,2400.0,0.017910,-0.009404,0.004253,-0.023878,0.003810,2,0
1.005,2500.0,-0.008850,-0.014011,-0.011430,-0.097408,0.068279,-1,0
1.005,2600.0,0.008955,-0.005970,0.001493,-0.059175,0.069682,-2,3
1.005,2700.0,0.005988,-0.005979,0.000005,0.032004,-0.026231,-1,-1
1.005,2800.0,0.006042,-0.014925,-0.004442,0.114358,0.070602,0,-2
1.005,2900.0,0.008955,-0.012012,-0.001528,0.140826,0.055143,2,0
1.005,3000.0,0.012579,-0.006107,0.003236,0.006000,0.054241,3,1
1.005,3100.0,0.004435,-0.007080,-0.001323,-0.105305,0.008628,-1,1
1.005,3200.0,0.009063,-0.011940,-0.001438,-0.084394,-0.060608,-2,-1
1.005,3300.0,0.000000,-0.009288,-0.004644,0.018631,0.009435,-1,0
1.005,3400.0,-0.006135,-0.010753,-0.008444,0.030673,0.071238,1,-1
1.005,3500.0,0.011940,-0.011958,-0.000009,-0.016021,0.079374,1,1
1.005,3600.0,0.008969,-0.010221,-0.000626,0.001894,-0.069944,-1,1
1.005,3700.0,0.008969,-0.012365,-0.001698,0.025684,-0.016982,0,-2
1.005,3800.0,0.009419,-0.009317,0.000051,0.049473,-0.017886,0,2
1.005,3900.0,0.006689,-0.007207,-0.000259,0.017419,0.008160,1,0
1.005,4000.0,0.009852,-0.012966,-0.001557,-0.029276,0.039926,0,0
1.005,4100.0,0.003077,-0.009023,-0.002973,0.029756,0.051041,-1,0
1.005,4200.0,0.008955,-0.008969,-0.000007,0.074103,0.017539,1,1
1.005,4300.0,0.006079,-0.012384,-0.003152,0.018598,0.025378,2,-1
1.005,4400.0,0.006070,-0.011905,-0.002917,0.004208,0.000646,-2,0
1.005,4500.0,0.005970,-0.011869,-0.002950,0.027998,0.017202,0,0
1.005,4600.0,0.012270,-0.008915,0.001677,-0.030444,0.021890,1,1
1.005,4700.0,0.009036,-0.002981,0.003028,-0.065392,-0.148121,-1,0
1.005,4800.0,0.006024,-0.014859,-0.004417,0.034756,-0.051008,0,-3
1.005,4900.0,0.006033,-0.014859,-0.004413,0.137840,0.069408,0,1
1.005,5000.0,0.009231,-0.011887,-0.001328,0.055903,0.027005,3,1
1.005,5100.0,0.011940,-0.005997,0.002972,-0.055402,-0.036010,0,0
1.005,5200.0,0.008955,-0.014970,-0.003007,0.018313,0.069610,-1,-1
1.005,5300.0,-0.008772,-0.012461,-0.010616,0.050913,0.056686,1,1
1.005,5400.0,0.008955,-0.011940,-0.001493,0.007155,-0.048184,1,0
1.005,5500.0,0.006601,-0.011111,-0.002255,-0.027792,-0.016763,0,0
1.005,5600.0,0.006349,-0.012461,-0.003056,-0.062739,0.020626,0,0
1.005,5700.0,0.003096,-0.011958,-0.004431,0.043281,0.052106,-2,0
1.005,5800.0,0.005997,-0.005952,0.000022,0.055323,-0.020139,1,1
1.005,5900.0,0.009693,-0.016026,-0.003166,0.023313,0.029788,1,-3
1.005,6000.0,0.006211,-0.012719,-0.003254,-0.011634,0.044191,0,0
1.005,6100.0,0.012048,-0.009105,0.001472,-0.046582,0.034880,0,0
1.005,6200.0,0.008942,-0.008942,0.000000,-0.002235,0.019408,-1,1
1.005,6300.0,0.012066,-0.008942,0.001562,-0.034245,-0.002021,1,0
1.005,6400.0,0.009160,-0.015823,-0.003331,-0.004582,0.039152,-1,-2
1.005,6500.0,0.009036,-0.008955,0.000040,0.019207,-0.005819,0,1
1.005,6600.0,0.012084,-0.011940,0.000072,-0.018677,0.023387,1,0
1.005,6700.0,0.009146,-0.008996,0.000075,0.016860,0.025820,-1,0
1.005,6800.0,0.006154,-0.006015,0.000069,0.040649,-0.114051,0,0
1.005,6900.0,0.012084,-0.015129,-0.001522,0.011576,-0.048451,1,-3
1.005,7000.0,0.009259,-0.012012,-0.001376,-0.023372,-0.013151,0,2
1.005,7100.0,0.011940,-0.014992,-0.001526,-0.058319,0.069752,0,0
1.005,7200.0,0.012084,-0.005997,0.003044,-0.093267,-0.020129,0,3
1.005,7300.0,0.006192,-0.006240,-0.000024,-0.043046,-0.101082,-1,0
1.005,7400.0,0.005970,-0.012924,-0.003477,0.042417,-0.048106,-1,-2
1.005,7500.0,0.006033,-0.015552,-0.004759,0.042712,0.037607,1,-1
1.005,7600.0,0.012422,-0.011958,0.000232,-0.027536,0.075737,2,1
1.005,7700.0,0.006135,-0.008969,-0.001417,-0.044804,0.078117,-1,1
1.005,7800.0,0.000000,-0.003175,-0.001587,-0.044509,-0.053351,-1,1
1.005,7900.0,0.003273,-0.013311,-0.005019,-0.020720,-0.014806,0,-4
1.005,8000.0,0.006515,-0.015773,-0.004629,0.003070,0.121355,0,1
1.005,8100.0,0.003704,-0.006623,-0.001459,0.100280,0.097036,0,2
1.005,8200.0,0.009464,-0.006070,0.001697,0.085832,-0.007726,2,1
1.005,8300.0,0.018072,-0.005979,0.006047,-0.104709,-0.088678,2,0
1.005,8400.0,0.012084,-0.012030,0.000027,-0.142594,-0.029751,-2,-2
1.005,8500.0,0.000000,-0.009419,-0.004710,0.016291,0.008344,-3,0
1.005,8600.0,0.003096,-0.011994,-0.004449,0.157554,-0.003716,0,-1
1.005,8700.0,0.003026,-0.012066,-0.004520,0.251827,0.010640,1,1
1.005,8800.0,0.017964,-0.009419,0.004272,0.084722,-0.043221,4,0
1.005,8900.0,0.014970,-0.009434,0.002768,-0.023646,0.012567,-1,1
1.005,9000.0,0.017301,-0.006270,0.005516,-0.117331,-0.008862,0,0
1.005,9100.0,0.006163,-0.006240,-0.000038,-0.114099,-0.074800,-2,0
1.005,9200.0,0.000000,-0.015060,-0.007530,0.024227,0.001980,-2,-2
1.005,9300.0,0.006981,-0.011976,-0.002498,0.050953,0.073014,2,0
1.005,9400.0,0.010135,-0.009023,0.000556,0.024816,-0.007784,1,2
1.005,9500.0,0.006734,-0.008969,-0.001117,-0.086489,-0.029213,0,0
1.005,9600.0,0.006202,-0.006260,-0.000029,-0.021584,-0.050642,-1,0
1.005,9700.0,0.006173,-0.010274,-0.002051,0.002206,-0.074585,0,-2
1.005,9800.0,0.000000,-0.013652,-0.006826,0.025995,-0.068757,0,0
1.005,9900.0,0.009231,-0.014903,-0.002836,-0.006015,0.025938,1,0
1.005,10000.0,0.011958,-0.011940,0.000009,-0.032152,0.090759,0,1
1.005,10100.0,0.011958,-0.009494,0.001232,-0.067100,0.081321,0,1
1.005,10200.0,0.006462,-0.009885,-0.001711,-0.013942,0.059892,-2,0
1.005,10300.0,0.006240,-0.003497,0.001372,0.068584,0.002748,0,1
1.005,10400.0,0.012480,-0.003317,0.004582,0.036574,-0.173442,2,0
1.005,10500.0,0.012520,-0.012658,-0.000069,0.001626,-0.108188,0,-3
1.005,10600.0,0.011958,-0.015649,-0.001846,-0.033321,0.042949,0,-1
1.005,10700.0,0.009331,-0.018072,-0.004371,-0.009532,0.200094,-1,0
1.005,10800.0,0.006667,-0.004902,0.000882,0.061247,0.053664,0,4
1.005,10900.0,0.007339,-0.006250,0.000545,0.020426,-0.048091,1,0
1.005,11000.0,0.009820,-0.009539,0.000140,-0.014521,-0.048687,0,-1
1.005,11100.0,0.006192,-0.005988,0.000102,0.023952,-0.123526,-1,0
1.005,11200.0,0.012066,-0.005979,0.003044,-0.005121,-0.192431,1,-1
1.005,11300.0,0.012012,-0.014903,-0.001446,-0.040069,-0.061956,0,-1
1.005,11400.0,0.009022,-0.014970,-0.002974,-0.033900,0.056496,-1,0
1.005,11500.0,0.009063,-0.008969,0.000047,-0.010111,0.049948,0,2
1.005,11600.0,0.009050,-0.009023,0.000014,0.013678,0.004781,0,0
1.005,11700.0,-0.006250,-0.006279,-0.006265,0.037468,-0.022582,0,0
1.005,11800.0,-0.006309,-0.012539,-0.009424,0.061257,-0.002345,0,-1
1.005,11900.0,0.012066,-0.009509,0.001279,0.032149,0.035750,1,0
1.005,12000.0,0.012820,0.012270,0.012545,-0.085030,-0.030322,0,2
1.005,12100.0,0.009050,-0.009274,-0.000112,-0.017188,-0.024966,-1,-1
1.005,12200.0,0.008969,-0.011976,-0.001504,0.006601,0.028010,0,-1
1.005,12300.0,0.009036,-0.008982,0.000027,0.030391,-0.011276,0,1
1.005,12400.0,0.009022,-0.012066,-0.001522,0.054180,0.032771,0,-1
1.005,12500.0,0.009375,-0.009390,-0.000007,0.077969,0.005469,0,1
1.005,12600.0,0.006920,-0.006885,0.000018,-0.021588,-0.024861,2,0
1.005,12700.0,0.006240,-0.012480,-0.003120,-0.062410,0.004340,-1,-1
1.005,12800.0,0.006634,-0.010545,-0.001956,-0.012189,0.036509,-1,0
1.005,12900.0,0.006033,-0.012403,-0.003185,0.011601,0.074604,0,0
1.005,13000.0,0.009050,-0.006230,0.001410,0.035390,0.026389,0,2
1.005,13100.0,0.012066,-0.009317,0.001375,0.023938,-0.006945,1,-1
1.005,13200.0,0.012251,-0.008969,0.001641,-0.011010,-0.034308,0,0
1.005,13300.0,0.003929,-0.018927,-0.007499,0.012780,0.027596,-1,0
1.005,13400.0,0.013468,-0.013889,-0.000210,0.036569,0.065690,1,0
1.005,13500.0,-0.006993,-0.018927,-0.012960,-0.027747,0.103785,0,0
1.005,13600.0,0.010033,-0.003521,0.003256,-0.062694,-0.090112,0,2
1.005,13700.0,0.006462,-0.009419,-0.001479,-0.059463,-0.111336,-1,-2
1.005,13800.0,0.006202,-0.014948,-0.004373,-0.041582,-0.007859,0,-1
1.005,13900.0,0.009852,-0.013913,-0.002030,-0.017792,0.089759,0,1
1.005,14000.0,0.009050,-0.003571,0.002739,0.005997,0.017735,0,1
1.005,14100.0,0.006202,-0.008982,-0.001390,0.029786,-0.003694,0,0
1.005,14200.0,0.006061,-0.011976,-0.002958,-0.002224,0.016543,1,-1
1.005,14300.0,0.011958,-0.008982,0.001488,-0.037171,0.010195,0,0
1.005,14400.0,0.009331,-0.006079,0.001626,-0.072119,-0.010793,0,0
1.005,14500.0,0.009009,-0.012066,-0.001529,-0.024835,0.021322,-1,0
1.005,14600.0,0.006144,-0.006126,0.000009,-0.001045,-0.011611,0,0
1.005,14700.0,0.006052,-0.008996,-0.001472,0.022744,-0.012007,0,0
1.005,14800.0,0.011958,-0.008955,0.001501,-0.021014,-0.024601,1,1
1.005,14900.0,0.012103,-0.009274,0.001415,-0.055961,-0.046030,0,0
1.005,15000.0,0.009050,-0.011976,-0.001463,-0.020424,-0.016864,-1,-1
1.005,15100.0,0.008996,-0.011940,-0.001472,0.003365,0.021231,0,0
