target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.006144,-0.012327,-0.003091,0.184570,-0.042983,4,-3
1.005,200.0,0.018321,-0.011958,0.003181,0.106947,-0.006646,5,0
1.005,300.0,0.021309,-0.011887,0.004711,-0.103462,0.029691,0,0
1.005,400.0,0.009245,-0.012461,-0.001608,-0.039339,0.066029,-3,0
1.005,500.0,0.003101,-0.006042,-0.001471,0.021623,-0.018758,-1,2
1.005,600.0,0.009217,-0.015576,-0.003180,0.070923,-0.026675,2,-2
1.005,700.0,0.008996,-0.011887,-0.001446,0.144257,0.009603,1,0
1.005,800.0,0.014925,-0.011976,0.001475,0.046321,0.045941,2,0
1.005,900.0,0.009288,-0.012945,-0.001829,-0.048665,0.082278,0,1
1.005,1000.0,0.003077,-0.003160,-0.000041,-0.010908,-0.020234,-2,1
1.005,1100.0,0.003030,-0.011976,-0.004473,0.012100,-0.007522,0,-2
1.005,1200.0,0.006144,-0.015773,-0.004814,0.035107,0.028816,0,0
1.005,1300.0,0.009036,-0.006033,0.001501,-0.006779,-0.044031,1,1
1.005,1400.0,0.006015,-0.008955,-0.001470,-0.042766,-0.066516,0,-1
1.005,1500.0,0.009174,-0.012759,-0.001792,-0.007960,-0.003401,-1,-1
1.005,1600.0,0.006154,-0.012618,-0.003232,0.015048,0.044973,0,0
1.005,1700.0,0.009231,-0.006349,0.001441,0.038055,-0.012906,0,1
1.005,1800.0,0.009174,-0.015015,-0.002920,0.034934,0.070856,2,-1
1.005,1900.0,0.012289,-0.003210,0.004539,-0.056672,0.054017,1,3
1.005,2000.0,0.011958,-0.008955,0.001501,-0.092311,0.001727,-1,-1
1.005,2100.0,0.000000,-0.010811,-0.005405,-0.030751,-0.003125,-2,-1
1.005,2200.0,0.005952,-0.011958,-0.003003,0.051427,0.036154,0,0
1.005,2300.0,0.011869,-0.011869,0.000000,0.006952,0.072491,2,0
1.005,2400.0,0.008929,-0.008942,-0.000007,0.050840,0.049744,1,1
1.005,2500.0,0.011958,-0.006024,0.002967,0.032873,-0.014240,1,0
1.005,2600.0,0.008929,-0.009036,-0.000054,0.035466,-0.021932,1,-1
1.005,2700.0,0.008969,-0.016173,-0.003602,-0.000114,0.023228,0,0
1.005,2800.0,0.009105,-0.008942,0.000081,-0.035753,-0.020055,0,1
1.005,2900.0,0.009050,-0.005961,0.001544,-0.071391,-0.122329,0,0
1.005,3000.0,0.006024,-0.012232,-0.003104,-0.030449,-0.118444,-1,-1
1.005,3100.0,0.003460,-0.012085,-0.004312,0.037002,-0.082106,-1,0
1.005,3200.0,0.006126,-0.012030,-0.002952,0.057326,-0.045769,1,0
1.005,3300.0,0.003185,-0.012658,-0.004737,0.080596,-0.009432,0,0
1.005,3400.0,0.006623,-0.015083,-0.004230,0.065575,0.112579,1,-1
1.005,3500.0,0.012103,-0.005944,0.003080,0.029936,0.015975,0,3
1.005,3600.0,0.011976,-0.008915,0.001530,-0.005703,-0.033301,0,-1
1.005,3700.0,0.006299,-0.015798,-0.004749,0.032294,-0.020657,-1,-1
1.005,3800.0,0.012012,-0.011940,0.000036,-0.026908,0.015680,1,0
1.005,3900.0,0.009146,-0.011958,-0.001406,0.005198,0.002018,-1,0
1.005,4000.0,0.006231,-0.012085,-0.002927,0.028467,0.067767,0,0
1.005,4100.0,0.006135,-0.009050,-0.001457,0.051737,0.030248,0,1
1.005,4200.0,0.008942,-0.005979,0.001481,0.021989,-0.024958,1,0
1.005,4300.0,0.009091,-0.012327,-0.001618,-0.013650,0.014640,0,-2
1.005,4400.0,0.017094,-0.014598,0.001248,-0.055606,0.015516,-1,2
1.005,4500.0,0.008982,-0.006230,0.001376,0.009039,-0.056960,0,-1
1.005,4600.0,0.011994,-0.018072,-0.003039,-0.056098,0.145663,1,-2
1.005,4700.0,0.003017,-0.008929,-0.002956,-0.030015,0.061016,-2,3
1.005,4800.0,0.003012,-0.005944,-0.001466,0.034412,0.038530,0,0
1.005,4900.0,0.012030,-0.008902,0.001564,0.018907,0.004246,0,0
1.005,5000.0,0.009132,-0.008996,0.000068,0.003516,-0.018239,1,0
1.005,5100.0,0.012012,-0.012403,-0.000196,-0.035540,-0.008122,0,-1
1.005,5200.0,0.006088,-0.011994,-0.002953,0.087900,0.028505,-2,0
1.005,5300.0,0.015244,-0.009036,0.003104,0.001590,-0.056005,3,1
1.005,5400.0,0.015290,-0.009077,0.003107,-0.090369,-0.019322,0,-1
1.005,5500.0,0.009146,-0.009050,0.000048,-0.135145,-0.008929,-1,0
1.005,5600.0,0.005997,-0.011994,-0.002999,0.002972,0.010532,-1,-1
1.005,5700.0,0.002994,-0.011852,-0.004429,0.147018,0.050202,0,1
1.005,5800.0,0.015015,-0.008889,0.003063,-0.084049,0.009966,3,1
1.005,5900.0,0.012012,-0.008889,0.001562,-0.128991,-0.024319,-1,0
1.005,6000.0,0.002999,-0.008889,-0.002945,0.014884,-0.046804,-3,0
1.005,6100.0,0.003058,-0.011852,-0.004397,0.156013,-0.042584,1,-1
1.005,6200.0,0.005988,-0.014903,-0.004458,0.164554,0.050492,2,-1
1.005,6300.0,0.008982,-0.009217,-0.000117,0.067014,0.113747,2,1
1.005,6400.0,0.008996,-0.009009,-0.000007,-0.051101,0.052925,0,1
1.005,6500.0,0.000000,-0.009259,-0.004630,-0.015991,-0.043387,-3,0
1.005,6600.0,0.008942,-0.009524,-0.000291,-0.001643,-0.050942,1,-1
1.005,6700.0,0.011923,-0.014859,-0.001468,-0.010832,-0.052387,1,-1
1.005,6800.0,0.006052,-0.011887,-0.002918,0.065514,-0.012425,-1,0
1.005,6900.0,0.011852,-0.006126,0.002863,0.050434,-0.028484,2,0
1.005,7000.0,0.011834,-0.014793,-0.001479,0.014854,0.041107,0,0
1.005,7100.0,0.011852,-0.008929,0.001462,-0.020784,0.024580,0,1
1.005,7200.0,0.008982,-0.009091,-0.000054,0.017212,0.076051,-1,0
1.005,7300.0,0.008942,-0.009023,-0.000040,0.040482,-0.017287,0,1
1.005,7400.0,0.011976,-0.011940,0.000018,0.007789,-0.001250,1,-1
1.005,7500.0,0.009009,-0.008902,0.000054,-0.027850,-0.032585,0,1
1.005,7600.0,0.008982,-0.014837,-0.002927,-0.063489,0.057357,0,-2
1.005,7700.0,0.002994,-0.011887,-0.004447,0.030471,0.061523,-2,1
1.005,7800.0,0.002981,-0.011887,-0.004453,0.112649,0.098209,0,0
1.005,7900.0,0.011994,-0.009160,0.001417,0.059037,0.037297,2,1
1.005,8000.0,0.012384,-0.005952,0.003216,0.050164,-0.038365,1,0
1.005,8100.0,0.009202,-0.009091,0.000056,-0.041384,-0.051896,-1,-1
1.005,8200.0,0.006723,-0.012177,-0.002727,-0.009337,-0.065182,-1,0
1.005,8300.0,0.008982,-0.014859,-0.002938,0.013933,0.024753,0,-1
1.005,8400.0,0.011976,-0.011887,0.000044,-0.001088,0.049630,1,1
1.005,8500.0,0.008982,-0.008902,0.000040,0.042800,-0.017146,-1,1
1.005,8600.0,0.008955,-0.011869,-0.001457,0.066069,-0.009944,0,-1
1.005,8700.0,0.008955,-0.011887,-0.001466,0.003922,0.014901,1,0
1.005,8800.0,0.008929,-0.011922,-0.001497,-0.031717,0.051587,0,0
1.005,8900.0,0.005961,-0.009009,-0.001524,0.041625,0.026160,-2,1
1.005,9000.0,0.008942,-0.005979,0.001481,0.064894,-0.028714,1,0
1.005,9100.0,0.011976,-0.011976,0.000000,0.023365,-0.012780,1,-1
1.005,9200.0,0.011923,-0.011958,-0.000018,-0.027002,0.023906,0,0
1.005,9300.0,0.011923,-0.005988,0.002967,-0.062641,-0.037041,0,2
1.005,9400.0,0.008996,-0.009036,-0.000020,-0.021699,-0.071249,-1,-1
1.005,9500.0,0.009105,-0.011994,-0.001445,0.001571,-0.013886,0,-1
1.005,9600.0,0.006006,-0.012012,-0.003003,0.024840,0.022799,0,0
1.005,9700.0,0.008969,-0.008969,0.000000,-0.025995,-0.020396,0,1
1.005,9800.0,0.005970,-0.012103,-0.003066,-0.062017,0.036999,0,-1
1.005,9900.0,0.009009,-0.012539,-0.001765,-0.026837,0.035394,0,0
1.005,10000.0,0.009009,-0.005979,0.001515,-0.092511,-0.040393,0,2
1.005,10100.0,0.008969,-0.008955,0.000007,-0.128585,-0.047902,0,-2
1.005,10200.0,0.005926,-0.008955,-0.001515,-0.031865,-0.061289,-2,0
1.005,10300.0,0.008902,-0.011922,-0.001510,0.017453,-0.015767,0,0
1.005,10400.0,0.002994,-0.008955,-0.002981,0.105445,-0.023263,0,0
1.005,10500.0,0.011976,-0.008955,0.001510,0.015849,-0.080876,2,0
1.005,10600.0,0.012121,-0.014903,-0.001391,-0.094414,0.020805,0,-1
1.005,10700.0,0.006070,-0.009217,-0.001573,-0.077412,-0.004485,-1,2
1.005,10800.0,0.009160,-0.008942,0.000109,-0.081108,-0.021071,0,0
