pulse_idx,R0,R1,R2,tau1_fs,tau2_fs,rmse_mV,i_amp_eff
0,-0.17966706543343136,1.1533093019027778,667.0348272600747,529.5488923654289,199499.99985672318,6.274983706022698,0.02
