t_fs,step,phase,i_applied,v_cell
0.000,0,pre,0.000000e0,-4.107712e-3
5.000,1,on,2.000000e-2,-4.171316e-3
10.000,2,on,2.000000e-2,-4.210685e-3
20.000,4,on,2.000000e-2,-4.096360e-3
30.000,6,on,2.000000e-2,-4.101302e-3
40.000,8,on,2.000000e-2,-4.136130e-3
50.000,10,on,2.000000e-2,-3.417537e-3
60.000,12,on,2.000000e-2,-3.270736e-3
70.000,14,on,2.000000e-2,-8.147356e-3
80.000,16,on,2.000000e-2,-8.617263e-3
90.000,18,on,2.000000e-2,-7.670881e-3
100.000,20,on,2.000000e-2,-1.072856e-2
110.000,22,on,2.000000e-2,-9.993641e-3
120.000,24,on,2.000000e-2,-9.487087e-3
130.000,26,on,2.000000e-2,-1.441896e-2
140.000,28,on,2.000000e-2,-1.309968e-2
150.000,30,on,2.000000e-2,-1.159706e-2
160.000,32,on,2.000000e-2,-2.090633e-2
170.000,34,on,2.000000e-2,-1.982888e-2
180.000,36,on,2.000000e-2,-2.349818e-2
190.000,38,on,2.000000e-2,-2.145441e-2
200.000,40,on,2.000000e-2,-2.499814e-2
210.000,42,on,2.000000e-2,-2.822364e-2
220.000,44,on,2.000000e-2,-2.616143e-2
230.000,46,on,2.000000e-2,-2.452331e-2
240.000,48,on,2.000000e-2,-2.409930e-2
250.000,50,on,2.000000e-2,-2.059832e-2
260.000,52,on,2.000000e-2,-2.488348e-2
270.000,54,on,2.000000e-2,-2.925133e-2
280.000,56,on,2.000000e-2,-2.791665e-2
290.000,58,on,2.000000e-2,-2.691774e-2
300.000,60,on,2.000000e-2,-2.559802e-2
310.000,62,on,2.000000e-2,-2.888463e-2
320.000,64,on,2.000000e-2,-2.864197e-2
330.000,66,on,2.000000e-2,-3.356719e-2
340.000,68,on,2.000000e-2,-3.248658e-2
350.000,70,on,2.000000e-2,-3.613023e-2
360.000,72,on,2.000000e-2,-3.361138e-2
370.000,74,on,2.000000e-2,-3.208613e-2
380.000,76,on,2.000000e-2,-3.452664e-2
390.000,78,on,2.000000e-2,-3.326420e-2
400.000,80,on,2.000000e-2,-3.193464e-2
410.000,82,on,2.000000e-2,-3.808324e-2
420.000,84,on,2.000000e-2,-3.786105e-2
430.000,86,on,2.000000e-2,-3.695288e-2
440.000,88,on,2.000000e-2,-3.697738e-2
450.000,90,on,2.000000e-2,-4.135078e-2
460.000,92,on,2.000000e-2,-4.090246e-2
470.000,94,on,2.000000e-2,-4.562755e-2
480.000,96,on,2.000000e-2,-4.484056e-2
490.000,98,on,2.000000e-2,-4.388966e-2
500.000,100,on,2.000000e-2,-4.309702e-2
510.000,102,on,2.000000e-2,-4.705035e-2
520.000,104,on,2.000000e-2,-5.045264e-2
530.000,106,on,2.000000e-2,-5.018032e-2
540.000,108,on,2.000000e-2,-4.934239e-2
550.000,110,on,2.000000e-2,-4.798317e-2
560.000,112,on,2.000000e-2,-5.219011e-2
570.000,114,on,2.000000e-2,-5.231290e-2
