pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-4.107712e-3,-4.171316e-3,-1.628211e-1,-1.370907e-1,2.000000e-2,-3.180187e-3
1,-1.370907e-1,-1.320155e-1,-3.246705e-1,-3.229418e-1,2.000000e-2,2.537556e-1
2,-3.229418e-1,-3.200628e-1,-4.997934e-1,-4.969806e-1,2.000000e-2,1.439527e-1
3,-4.969806e-1,-4.936514e-1,-7.008441e-1,-6.646821e-1,2.000000e-2,1.664609e-1
4,-6.646821e-1,-6.561013e-1,-8.982961e-1,-8.767639e-1,2.000000e-2,4.290402e-1
