t_fs,step,phase,i_applied,v_cell,v_metal_a,v_metal_b,v_bulk_a,v_bulk_b
0.000,0,pre_hold,0.000000e0,-3.567549e-3,-1.801882e-3,1.765667e-3,-7.246084e-3,3.039822e-3
250.000,50,pre_hold,0.000000e0,-3.651055e-3,-1.752359e-3,1.898695e-3,-7.165862e-3,3.285227e-3
500.000,100,pre_hold,0.000000e0,-3.466195e-3,-1.726286e-3,1.739910e-3,-7.090895e-3,3.000675e-3
750.000,150,pre_hold,0.000000e0,-3.199989e-3,-1.696680e-3,1.503309e-3,-6.983624e-3,2.724677e-3
1000.000,200,pre_hold,0.000000e0,-3.438461e-3,-1.674855e-3,1.763606e-3,-6.958302e-3,3.239629e-3
1250.000,250,pre_hold,0.000000e0,-3.234633e-3,-1.662578e-3,1.572056e-3,-6.979893e-3,2.881252e-3
1500.000,300,pre_hold,0.000000e0,-3.404469e-3,-1.642719e-3,1.761749e-3,-6.936608e-3,3.214198e-3
1750.000,350,pre_hold,0.000000e0,-3.175668e-3,-1.626795e-3,1.548873e-3,-6.875939e-3,2.944812e-3
2000.000,400,pre_hold,0.000000e0,-3.397486e-3,-1.624273e-3,1.773213e-3,-6.860879e-3,3.225274e-3
2250.000,450,pre_hold,0.000000e0,-2.757064e-3,-1.641061e-3,1.116003e-3,-6.878634e-3,1.267413e-3
2500.000,500,pre_hold,0.000000e0,-2.773955e-3,-1.657538e-3,1.116418e-3,-6.892020e-3,1.228978e-3
2750.000,550,pre_hold,0.000000e0,-2.641579e-3,-1.656934e-3,9.846449e-4,-6.875998e-3,1.197675e-3
3000.000,600,pre_hold,0.000000e0,-2.781533e-3,-1.669897e-3,1.111636e-3,-6.883010e-3,1.121181e-3
3250.000,650,pre_hold,0.000000e0,-2.926328e-3,-1.677935e-3,1.248392e-3,-6.867286e-3,1.078032e-3
3500.000,700,pre_hold,0.000000e0,-2.737951e-3,-1.665802e-3,1.072149e-3,-6.835154e-3,1.009171e-3
3750.000,750,pre_hold,0.000000e0,-2.557429e-3,-1.645112e-3,9.123167e-4,-6.753497e-3,9.294097e-4
4000.000,800,pre_hold,0.000000e0,-2.674126e-3,-1.655527e-3,1.018599e-3,-6.768689e-3,8.693375e-4
4250.000,850,pre_hold,0.000000e0,-2.574367e-3,-1.665400e-3,9.089661e-4,-6.790930e-3,8.768924e-4
4500.000,900,pre_hold,0.000000e0,-2.868643e-3,-1.657595e-3,1.211048e-3,-6.843816e-3,8.601901e-4
4750.000,950,pre_hold,0.000000e0,-2.871927e-3,-1.661792e-3,1.210136e-3,-6.916742e-3,8.267768e-4
5000.000,1000,pre_hold,0.000000e0,-2.848810e-3,-1.644907e-3,1.203903e-3,-6.968901e-3,1.622261e-3
5000.000,1000,pre,0.000000e0,-2.848810e-3,-1.644907e-3,1.203903e-3,-6.968901e-3,1.622261e-3
5005.000,1001,on,0.000000e0,-2.917673e-3,-1.650265e-3,1.267408e-3,-6.957423e-3,1.848724e-3
5250.000,1050,on,0.000000e0,-3.310377e-3,-1.605602e-3,1.704775e-3,-7.032028e-3,2.515416e-3
5500.000,1100,on,0.000000e0,-3.334783e-3,-1.584486e-3,1.750297e-3,-7.088339e-3,2.611533e-3
5750.000,1150,on,0.000000e0,-3.071310e-3,-1.541183e-3,1.530128e-3,-7.014913e-3,2.438970e-3
6000.000,1200,on,0.000000e0,-2.558205e-3,-1.505932e-3,1.052273e-3,-6.985791e-3,1.240879e-3
6250.000,1250,on,0.000000e0,-2.697137e-3,-1.517185e-3,1.179952e-3,-7.028776e-3,7.729309e-4
6500.000,1300,on,0.000000e0,-2.913209e-3,-1.519592e-3,1.393617e-3,-7.036159e-3,7.420622e-4
6750.000,1350,on,0.000000e0,-2.414572e-3,-1.492339e-3,9.222332e-4,-7.085549e-3,8.675021e-4
7000.000,1400,on,0.000000e0,-2.944839e-3,-1.489752e-3,1.455087e-3,-7.161858e-3,8.172271e-4
7250.000,1450,on,0.000000e0,-2.708906e-3,-1.466512e-3,1.242394e-3,-7.259199e-3,8.606291e-4
7500.000,1500,on,0.000000e0,-2.578562e-3,-1.468931e-3,1.109631e-3,-7.369679e-3,8.721027e-4
7750.000,1550,on,0.000000e0,-3.001143e-3,-1.436060e-3,1.565082e-3,-7.376642e-3,2.444142e-3
8000.000,1600,on,0.000000e0,-3.173055e-3,-1.391957e-3,1.781098e-3,-7.373265e-3,2.523068e-3
8250.000,1650,on,0.000000e0,-2.957561e-3,-1.375501e-3,1.582060e-3,-7.391133e-3,2.432805e-3
8500.000,1700,on,0.000000e0,-3.154861e-3,-1.336529e-3,1.818332e-3,-7.381886e-3,2.451778e-3
8750.000,1750,on,0.000000e0,-2.918075e-3,-1.319463e-3,1.598612e-3,-7.397101e-3,2.396001e-3
9000.000,1800,on,0.000000e0,-2.399498e-3,-1.299767e-3,1.099731e-3,-7.425455e-3,1.004752e-3
9250.000,1850,on,0.000000e0,-2.424922e-3,-1.303476e-3,1.121446e-3,-7.519405e-3,1.066510e-3
9500.000,1900,on,0.000000e0,-2.413716e-3,-1.271617e-3,1.142099e-3,-7.543802e-3,1.090547e-3
9750.000,1950,on,0.000000e0,-2.729191e-3,-1.256478e-3,1.472713e-3,-7.623759e-3,9.946877e-4
10000.000,2000,on,0.000000e0,-2.935449e-3,-1.219201e-3,1.716248e-3,-7.667261e-3,8.933717e-4
10250.000,2050,on,0.000000e0,-2.954917e-3,-1.184715e-3,1.770203e-3,-7.677402e-3,2.436643e-3
10500.000,2100,on,0.000000e0,-3.156336e-3,-1.140119e-3,2.016218e-3,-7.661710e-3,2.427247e-3
10750.000,2150,on,0.000000e0,-2.897032e-3,-1.122030e-3,1.775002e-3,-7.646354e-3,2.439599e-3
11000.000,2200,on,0.000000e0,-2.622130e-3,-1.134066e-3,1.488064e-3,-7.671639e-3,1.158832e-3
11250.000,2250,on,0.000000e0,-2.385121e-3,-1.107900e-3,1.277221e-3,-7.629348e-3,1.283574e-3
11500.000,2300,on,0.000000e0,-2.431107e-3,-1.094588e-3,1.336519e-3,-7.648316e-3,1.264758e-3
11750.000,2350,on,0.000000e0,-2.456846e-3,-1.088465e-3,1.368381e-3,-7.673122e-3,1.245102e-3
12000.000,2400,on,0.000000e0,-2.555178e-3,-1.078185e-3,1.476993e-3,-7.664645e-3,1.121343e-3
12250.000,2450,on,0.000000e0,-2.977581e-3,-1.078013e-3,1.899569e-3,-7.663452e-3,2.402541e-3
12500.000,2500,on,0.000000e0,-3.035295e-3,-1.071694e-3,1.963600e-3,-7.649897e-3,2.389769e-3
12750.000,2550,on,0.000000e0,-3.261737e-3,-1.051694e-3,2.210042e-3,-7.664200e-3,2.505893e-3
13000.000,2600,on,0.000000e0,-2.959446e-3,-1.066003e-3,1.893442e-3,-7.703807e-3,2.447069e-3
13250.000,2650,on,0.000000e0,-2.420002e-3,-1.081189e-3,1.338812e-3,-7.773779e-3,1.397484e-3
13500.000,2700,on,0.000000e0,-2.536027e-3,-1.075183e-3,1.460844e-3,-7.807197e-3,1.241068e-3
13750.000,2750,on,0.000000e0,-2.451729e-3,-1.059683e-3,1.392045e-3,-7.785721e-3,1.381792e-3
14000.000,2800,on,0.000000e0,-2.509675e-3,-1.068122e-3,1.441553e-3,-7.821522e-3,1.391403e-3
14250.000,2850,on,0.000000e0,-2.567121e-3,-1.072803e-3,1.494317e-3,-7.873131e-3,1.449198e-3
14500.000,2900,on,0.000000e0,-3.044822e-3,-1.048128e-3,1.996694e-3,-7.871999e-3,2.430591e-3
14750.000,2950,on,0.000000e0,-2.684061e-3,-1.048338e-3,1.635723e-3,-7.910314e-3,1.629868e-3
15000.000,3000,on,0.000000e0,-2.497385e-3,-1.018924e-3,1.478461e-3,-7.874953e-3,1.401186e-3
15250.000,3050,on,0.000000e0,-2.417023e-3,-9.838656e-4,1.433157e-3,-7.816029e-3,1.441492e-3
15500.000,3100,on,0.000000e0,-2.873692e-3,-9.315599e-4,1.942132e-3,-7.748778e-3,2.334564e-3
15750.000,3150,on,0.000000e0,-2.595874e-3,-9.154371e-4,1.680437e-3,-7.784056e-3,1.933325e-3
16000.000,3200,on,0.000000e0,-2.239771e-3,-8.985533e-4,1.341217e-3,-7.786498e-3,1.323972e-3
16250.000,3250,on,0.000000e0,-2.173520e-3,-8.657791e-4,1.307741e-3,-7.735552e-3,1.454105e-3
16500.000,3300,on,0.000000e0,-2.138068e-3,-8.256380e-4,1.312429e-3,-7.676482e-3,1.445720e-3
16750.000,3350,on,0.000000e0,-2.566418e-3,-7.768444e-4,1.789574e-3,-7.633274e-3,2.230479e-3
17000.000,3400,on,0.000000e0,-2.069377e-3,-7.641494e-4,1.305228e-3,-7.606431e-3,1.167315e-3
17250.000,3450,on,0.000000e0,-2.060248e-3,-7.736771e-4,1.286571e-3,-7.649425e-3,1.100476e-3
17500.000,3500,on,0.000000e0,-2.055479e-3,-7.626528e-4,1.292827e-3,-7.679996e-3,1.019275e-3
17750.000,3550,on,0.000000e0,-2.128319e-3,-7.517031e-4,1.376615e-3,-7.646291e-3,8.992557e-4
18000.000,3600,on,0.000000e0,-2.444926e-3,-7.307879e-4,1.714138e-3,-7.628833e-3,1.696248e-3
18250.000,3650,on,0.000000e0,-2.797124e-3,-7.317641e-4,2.065359e-3,-7.615027e-3,1.854678e-3
18500.000,3700,on,0.000000e0,-2.790344e-3,-7.202644e-4,2.070080e-3,-7.615574e-3,1.664471e-3
18750.000,3750,on,0.000000e0,-2.725599e-3,-7.240758e-4,2.001523e-3,-7.604496e-3,1.273926e-3
19000.000,3800,on,0.000000e0,-2.046879e-3,-7.686876e-4,1.278192e-3,-7.639050e-3,2.865460e-4
19250.000,3850,on,0.000000e0,-2.081817e-3,-7.922744e-4,1.289542e-3,-7.663240e-3,1.582682e-4
19500.000,3900,on,0.000000e0,-2.111278e-3,-7.845397e-4,1.326738e-3,-7.589996e-3,5.181786e-5
19750.000,3950,on,0.000000e0,-2.142702e-3,-7.979799e-4,1.344722e-3,-7.621862e-3,-9.041871e-5
20000.000,4000,on,0.000000e0,-2.158427e-3,-8.115325e-4,1.346894e-3,-7.599173e-3,-1.748738e-4
20250.000,4050,on,0.000000e0,-2.848909e-3,-8.075085e-4,2.041401e-3,-7.559862e-3,7.427301e-4
20500.000,4100,on,0.000000e0,-2.892175e-3,-8.047431e-4,2.087432e-3,-7.535456e-3,8.911347e-4
20750.000,4150,on,0.000000e0,-2.629995e-3,-8.303202e-4,1.799674e-3,-7.587841e-3,8.371472e-4
21000.000,4200,on,0.000000e0,-2.153597e-3,-8.634668e-4,1.290130e-3,-7.642213e-3,-4.160065e-4
21250.000,4250,on,0.000000e0,-2.172089e-3,-8.927391e-4,1.279350e-3,-7.691086e-3,-6.186347e-4
21500.000,4300,on,0.000000e0,-2.205239e-3,-9.016122e-4,1.303627e-3,-7.712357e-3,-6.436561e-4
21750.000,4350,on,0.000000e0,-2.624149e-3,-8.945153e-4,1.729633e-3,-7.679289e-3,1.647266e-5
22000.000,4400,on,0.000000e0,-2.904143e-3,-8.832625e-4,2.020880e-3,-7.658675e-3,6.694459e-5
22250.000,4450,on,0.000000e0,-2.613759e-3,-9.000194e-4,1.713739e-3,-7.695355e-3,-4.808871e-5
22500.000,4500,on,0.000000e0,-2.278343e-3,-9.470663e-4,1.331277e-3,-7.763054e-3,-9.661198e-4
22750.000,4550,on,0.000000e0,-2.299113e-3,-9.503633e-4,1.348749e-3,-7.836645e-3,-8.449891e-4
23000.000,4600,on,0.000000e0,-2.349438e-3,-9.708469e-4,1.378591e-3,-7.899235e-3,-8.825563e-4
23250.000,4650,on,0.000000e0,-2.831799e-3,-9.899341e-4,1.841865e-3,-7.950624e-3,-1.163593e-4
23500.000,4700,on,0.000000e0,-2.378698e-3,-1.016588e-3,1.362110e-3,-8.072927e-3,-1.166311e-3
23750.000,4750,on,0.000000e0,-2.383281e-3,-1.047101e-3,1.336179e-3,-8.176931e-3,-1.235739e-3
24000.000,4800,on,0.000000e0,-3.091903e-3,-1.015221e-3,2.076683e-3,-8.169867e-3,-4.262991e-4
24250.000,4850,on,0.000000e0,-2.377748e-3,-1.033744e-3,1.344003e-3,-8.182345e-3,-1.329680e-3
24500.000,4900,on,0.000000e0,-2.346158e-3,-1.014651e-3,1.331507e-3,-8.139425e-3,-1.314595e-3
24750.000,4950,on,0.000000e0,-2.650939e-3,-1.003206e-3,1.647733e-3,-8.170946e-3,-7.102661e-4
25000.000,5000,on,0.000000e0,-2.252202e-3,-9.817443e-4,1.270458e-3,-8.176287e-3,-1.538723e-3
25250.000,5050,on,0.000000e0,-2.848137e-3,-9.650275e-4,1.883110e-3,-8.119477e-3,-7.105964e-4
25500.000,5100,on,0.000000e0,-2.725717e-3,-9.679415e-4,1.757775e-3,-8.176534e-3,-8.182818e-4
25750.000,5150,on,0.000000e0,-2.606350e-3,-9.950394e-4,1.611311e-3,-8.238753e-3,-1.739302e-3
26000.000,5200,on,0.000000e0,-2.670001e-3,-9.936517e-4,1.676349e-3,-8.231279e-3,-1.020151e-3
26250.000,5250,on,0.000000e0,-2.504856e-3,-1.018448e-3,1.486409e-3,-8.255607e-3,-1.904468e-3
26500.000,5300,on,0.000000e0,-2.404738e-3,-1.021192e-3,1.383546e-3,-8.237721e-3,-1.739703e-3
26750.000,5350,on,0.000000e0,-2.455573e-3,-1.042559e-3,1.413013e-3,-8.231132e-3,-1.944023e-3
27000.000,5400,on,0.000000e0,-2.478220e-3,-1.053290e-3,1.424930e-3,-8.238770e-3,-1.687131e-3
27250.000,5450,on,0.000000e0,-2.617908e-3,-1.073025e-3,1.544883e-3,-8.343874e-3,-1.917541e-3
27500.000,5500,on,0.000000e0,-2.545160e-3,-1.079627e-3,1.465533e-3,-8.399168e-3,-1.631303e-3
27750.000,5550,on,0.000000e0,-2.838937e-3,-1.062435e-3,1.776503e-3,-8.372779e-3,-1.077385e-3
28000.000,5600,on,0.000000e0,-2.574897e-3,-1.079709e-3,1.495189e-3,-8.389089e-3,-1.680941e-3
28250.000,5650,on,0.000000e0,-2.997837e-3,-1.093918e-3,1.903919e-3,-8.482830e-3,-9.681241e-4
28500.000,5700,on,0.000000e0,-2.662027e-3,-1.124422e-3,1.537606e-3,-8.622595e-3,-1.765179e-3
28750.000,5750,on,0.000000e0,-2.577013e-3,-1.129662e-3,1.447351e-3,-8.686682e-3,-1.911861e-3
29000.000,5800,on,0.000000e0,-3.084680e-3,-1.122689e-3,1.961991e-3,-8.760599e-3,-9.960663e-4
29250.000,5850,on,0.000000e0,-3.299587e-3,-1.116275e-3,2.183312e-3,-8.846047e-3,-8.493243e-4
29500.000,5900,on,0.000000e0,-2.610000e-3,-1.154397e-3,1.455603e-3,-9.009730e-3,-1.861951e-3
29750.000,5950,on,0.000000e0,-3.294572e-3,-1.132773e-3,2.161798e-3,-9.092264e-3,-7.973663e-4
30000.000,6000,on,0.000000e0,-2.594501e-3,-1.128334e-3,1.466168e-3,-9.282179e-3,-1.980268e-3
30250.000,6050,on,0.000000e0,-2.838871e-3,-1.137962e-3,1.700908e-3,-9.481967e-3,-2.250426e-3
30500.000,6100,on,0.000000e0,-3.312334e-3,-1.109888e-3,2.202446e-3,-9.616481e-3,-1.108525e-3
30750.000,6150,on,0.000000e0,-2.614429e-3,-1.111072e-3,1.503357e-3,-9.735950e-3,-2.220436e-3
31000.000,6200,on,0.000000e0,-3.314543e-3,-1.110958e-3,2.203585e-3,-9.773349e-3,-1.159127e-3
31250.000,6250,on,0.000000e0,-3.156953e-3,-1.127168e-3,2.029785e-3,-9.871760e-3,-1.164641e-3
31500.000,6300,on,0.000000e0,-3.364036e-3,-1.132441e-3,2.231596e-3,-9.950092e-3,-1.093686e-3
31750.000,6350,on,0.000000e0,-2.667810e-3,-1.128565e-3,1.539244e-3,-1.007799e-2,-2.094264e-3
32000.000,6400,on,0.000000e0,-2.680887e-3,-1.152709e-3,1.528178e-3,-1.018416e-2,-2.118086e-3
32250.000,6450,on,0.000000e0,-3.189296e-3,-1.189285e-3,2.000011e-3,-1.034331e-2,-1.229358e-3
32500.000,6500,on,0.000000e0,-3.147177e-3,-1.209360e-3,1.937817e-3,-1.044407e-2,-1.285351e-3
32750.000,6550,on,0.000000e0,-2.775630e-3,-1.257714e-3,1.517916e-3,-1.057937e-2,-2.093248e-3
33000.000,6600,on,0.000000e0,-2.864060e-3,-1.312961e-3,1.551098e-3,-1.069160e-2,-2.119292e-3
33250.000,6650,on,0.000000e0,-2.865244e-3,-1.313680e-3,1.551564e-3,-1.076631e-2,-2.259667e-3
33500.000,6700,on,0.000000e0,-3.529273e-3,-1.321002e-3,2.208270e-3,-1.090657e-2,-1.240749e-3
33750.000,6750,on,0.000000e0,-3.383905e-3,-1.345910e-3,2.037995e-3,-1.106856e-2,-1.407144e-3
34000.000,6800,on,0.000000e0,-2.929307e-3,-1.351485e-3,1.577822e-3,-1.125189e-2,-2.407485e-3
34250.000,6850,on,0.000000e0,-3.404734e-3,-1.350974e-3,2.053760e-3,-1.143515e-2,-1.529547e-3
34500.000,6900,on,0.000000e0,-3.725792e-3,-1.347105e-3,2.378688e-3,-1.153956e-2,-1.611290e-3
34750.000,6950,on,0.000000e0,-3.100365e-3,-1.359650e-3,1.740715e-3,-1.171395e-2,-2.428676e-3
35000.000,7000,on,0.000000e0,-3.188085e-3,-1.366923e-3,1.821162e-3,-1.188988e-2,-2.692128e-3
35250.000,7050,on,0.000000e0,-3.739648e-3,-1.342195e-3,2.397452e-3,-1.202138e-2,-1.446877e-3
35500.000,7100,on,0.000000e0,-3.219216e-3,-1.301405e-3,1.917811e-3,-1.206609e-2,-2.202596e-3
35750.000,7150,on,0.000000e0,-3.098769e-3,-1.315220e-3,1.783549e-3,-1.213528e-2,-2.712368e-3
36000.000,7200,on,0.000000e0,-3.718569e-3,-1.260216e-3,2.458354e-3,-1.209990e-2,-1.430518e-3
36250.000,7250,on,0.000000e0,-3.645479e-3,-1.229948e-3,2.415531e-3,-1.213935e-2,-1.436292e-3
36500.000,7300,on,0.000000e0,-3.258800e-3,-1.218677e-3,2.040123e-3,-1.204163e-2,-2.817465e-3
36750.000,7350,on,0.000000e0,-2.924851e-3,-1.181565e-3,1.743285e-3,-1.206259e-2,-2.653001e-3
37000.000,7400,on,0.000000e0,-3.487796e-3,-1.158893e-3,2.328903e-3,-1.207723e-2,-1.546966e-3
37250.000,7450,on,0.000000e0,-2.928389e-3,-1.157713e-3,1.770676e-3,-1.220553e-2,-2.579469e-3
37500.000,7500,on,0.000000e0,-3.161765e-3,-1.156661e-3,2.005104e-3,-1.217733e-2,-2.193202e-3
37750.000,7550,on,0.000000e0,-3.375007e-3,-1.138591e-3,2.236415e-3,-1.216619e-2,-1.769829e-3
38000.000,7600,on,0.000000e0,-3.621694e-3,-1.124603e-3,2.497091e-3,-1.220139e-2,-1.651489e-3
38250.000,7650,on,0.000000e0,-3.005279e-3,-1.136858e-3,1.868421e-3,-1.225459e-2,-2.667185e-3
38500.000,7700,on,0.000000e0,-3.516072e-3,-1.162956e-3,2.353116e-3,-1.234711e-2,-3.260082e-3
38750.000,7750,on,0.000000e0,-3.643097e-3,-1.106608e-3,2.536489e-3,-1.229767e-2,-1.678495e-3
39000.000,7800,on,0.000000e0,-3.096030e-3,-1.132432e-3,1.963598e-3,-1.243243e-2,-2.567772e-3
39250.000,7850,on,0.000000e0,-3.243792e-3,-1.123086e-3,2.120705e-3,-1.250371e-2,-2.764055e-3
39500.000,7900,on,0.000000e0,-3.782879e-3,-1.091572e-3,2.691308e-3,-1.241430e-2,-1.615923e-3
39750.000,7950,on,0.000000e0,-3.108170e-3,-1.075514e-3,2.032656e-3,-1.247094e-2,-2.742765e-3
40000.000,8000,on,0.000000e0,-3.641301e-3,-1.007251e-3,2.634050e-3,-1.242781e-2,-1.661001e-3
40250.000,8050,on,0.000000e0,-3.147052e-3,-1.031090e-3,2.115962e-3,-1.246136e-2,-2.503085e-3
40500.000,8100,on,0.000000e0,-3.834608e-3,-1.003608e-3,2.831000e-3,-1.236371e-2,-1.702865e-3
40750.000,8150,on,0.000000e0,-3.241652e-3,-1.003758e-3,2.237894e-3,-1.245389e-2,-2.724134e-3
41000.000,8200,on,0.000000e0,-3.435314e-3,-9.856266e-4,2.449688e-3,-1.249328e-2,-2.144406e-3
41250.000,8250,on,0.000000e0,-3.862713e-3,-9.403502e-4,2.922363e-3,-1.248010e-2,-1.632528e-3
41500.000,8300,on,0.000000e0,-3.522391e-3,-9.229147e-4,2.599477e-3,-1.246337e-2,-1.845025e-3
41750.000,8350,on,0.000000e0,-3.318843e-3,-9.193752e-4,2.399467e-3,-1.255708e-2,-2.258397e-3
42000.000,8400,on,0.000000e0,-3.799034e-3,-8.837053e-4,2.915329e-3,-1.256423e-2,-2.103993e-3
42250.000,8450,on,0.000000e0,-3.552073e-3,-9.055878e-4,2.646485e-3,-1.261288e-2,-1.764276e-3
42500.000,8500,on,0.000000e0,-3.464230e-3,-9.236558e-4,2.540574e-3,-1.259299e-2,-1.993040e-3
42750.000,8550,on,0.000000e0,-4.028564e-3,-9.555188e-4,3.073046e-3,-1.265153e-2,-1.546656e-3
43000.000,8600,on,0.000000e0,-3.439554e-3,-9.909405e-4,2.448614e-3,-1.270446e-2,-2.358931e-3
43250.000,8650,on,0.000000e0,-3.789524e-3,-9.999701e-4,2.789554e-3,-1.270410e-2,-1.712347e-3
43500.000,8700,on,0.000000e0,-3.568180e-3,-1.007557e-3,2.560623e-3,-1.268269e-2,-2.180464e-3
43750.000,8750,on,0.000000e0,-4.098735e-3,-1.014185e-3,3.084550e-3,-1.270139e-2,-1.548203e-3
44000.000,8800,on,0.000000e0,-3.437048e-3,-1.016992e-3,2.420057e-3,-1.273101e-2,-2.660503e-3
44250.000,8850,on,0.000000e0,-3.520794e-3,-1.019573e-3,2.501221e-3,-1.275102e-2,-2.139685e-3
44500.000,8900,on,0.000000e0,-3.666957e-3,-1.002748e-3,2.664210e-3,-1.275947e-2,-1.704515e-3
44750.000,8950,on,0.000000e0,-3.780545e-3,-1.017608e-3,2.762937e-3,-1.278473e-2,-1.543519e-3
45000.000,9000,on,0.000000e0,-3.574494e-3,-1.027526e-3,2.546968e-3,-1.275852e-2,-1.948348e-3
45250.000,9050,on,0.000000e0,-3.951926e-3,-1.039342e-3,2.912584e-3,-1.272713e-2,-1.296511e-3
45500.000,9100,on,0.000000e0,-3.621880e-3,-1.035155e-3,2.586726e-3,-1.264458e-2,-1.791586e-3
45750.000,9150,on,0.000000e0,-3.705467e-3,-1.045383e-3,2.660084e-3,-1.263824e-2,-2.232440e-3
46000.000,9200,on,0.000000e0,-4.171689e-3,-1.025675e-3,3.146014e-3,-1.255955e-2,-1.115684e-3
46250.000,9250,on,0.000000e0,-3.625329e-3,-1.044961e-3,2.580367e-3,-1.254183e-2,-1.870615e-3
46500.000,9300,on,0.000000e0,-3.875090e-3,-1.083609e-3,2.791481e-3,-1.257936e-2,-2.066167e-3
46750.000,9350,on,0.000000e0,-4.118933e-3,-1.071914e-3,3.047020e-3,-1.248244e-2,-1.156091e-3
47000.000,9400,on,0.000000e0,-3.831615e-3,-1.092364e-3,2.739251e-3,-1.245707e-2,-1.543308e-3
47250.000,9450,on,0.000000e0,-4.130725e-3,-1.111919e-3,3.018806e-3,-1.251414e-2,-1.175789e-3
47500.000,9500,on,0.000000e0,-3.779773e-3,-1.149308e-3,2.630464e-3,-1.252891e-2,-1.844988e-3
47750.000,9550,on,0.000000e0,-4.040864e-3,-1.172217e-3,2.868647e-3,-1.250773e-2,-1.372456e-3
48000.000,9600,on,0.000000e0,-4.204097e-3,-1.182802e-3,3.021295e-3,-1.251917e-2,-1.169329e-3
48250.000,9650,on,0.000000e0,-4.395877e-3,-1.172356e-3,3.223521e-3,-1.244529e-2,-9.853365e-4
48500.000,9700,on,0.000000e0,-3.908048e-3,-1.189685e-3,2.718363e-3,-1.243551e-2,-1.814830e-3
48750.000,9750,on,0.000000e0,-4.442959e-3,-1.197614e-3,3.245345e-3,-1.244973e-2,-1.005580e-3
49000.000,9800,on,0.000000e0,-4.023417e-3,-1.194520e-3,2.828897e-3,-1.247520e-2,-1.672914e-3
49250.000,9850,on,0.000000e0,-4.544537e-3,-1.205628e-3,3.338909e-3,-1.243425e-2,-1.014752e-3
49500.000,9900,on,0.000000e0,-3.954466e-3,-1.202854e-3,2.751613e-3,-1.242747e-2,-1.807104e-3
49750.000,9950,on,0.000000e0,-4.475397e-3,-1.195349e-3,3.280048e-3,-1.237554e-2,-9.050442e-4
50000.000,10000,on,0.000000e0,-3.939589e-3,-1.206636e-3,2.732953e-3,-1.237067e-2,-1.732161e-3
50250.000,10050,on,0.000000e0,-3.934153e-3,-1.211831e-3,2.722322e-3,-1.232774e-2,-1.744696e-3
50500.000,10100,on,0.000000e0,-4.434913e-3,-1.211571e-3,3.223342e-3,-1.226114e-2,-8.608809e-4
50750.000,10150,on,0.000000e0,-3.956654e-3,-1.230607e-3,2.726047e-3,-1.227362e-2,-1.634259e-3
51000.000,10200,on,0.000000e0,-3.988922e-3,-1.250650e-3,2.738272e-3,-1.232437e-2,-2.019424e-3
51250.000,10250,on,0.000000e0,-3.982979e-3,-1.253686e-3,2.729293e-3,-1.232377e-2,-2.082787e-3
51500.000,10300,on,0.000000e0,-4.261944e-3,-1.257814e-3,3.004130e-3,-1.230494e-2,-1.200317e-3
51750.000,10350,on,0.000000e0,-4.091480e-3,-1.298870e-3,2.792610e-3,-1.229040e-2,-1.716722e-3
52000.000,10400,on,0.000000e0,-4.064563e-3,-1.326108e-3,2.738455e-3,-1.233052e-2,-1.940908e-3
52250.000,10450,on,0.000000e0,-4.696637e-3,-1.352089e-3,3.344549e-3,-1.233897e-2,-1.110804e-3
52500.000,10500,on,0.000000e0,-4.340711e-3,-1.391774e-3,2.948936e-3,-1.239576e-2,-2.259970e-3
52750.000,10550,on,0.000000e0,-4.251182e-3,-1.403838e-3,2.847345e-3,-1.244813e-2,-1.950631e-3
53000.000,10600,on,0.000000e0,-4.774767e-3,-1.405387e-3,3.369380e-3,-1.239423e-2,-1.159850e-3
53250.000,10650,on,0.000000e0,-4.357707e-3,-1.462922e-3,2.894785e-3,-1.243847e-2,-1.991067e-3
53500.000,10700,on,0.000000e0,-4.542140e-3,-1.485166e-3,3.056974e-3,-1.244137e-2,-1.694054e-3
53750.000,10750,on,0.000000e0,-4.469029e-3,-1.527858e-3,2.941171e-3,-1.245414e-2,-1.938435e-3
54000.000,10800,on,0.000000e0,-4.547226e-3,-1.555306e-3,2.991920e-3,-1.246750e-2,-2.237696e-3
54250.000,10850,on,0.000000e0,-4.591658e-3,-1.564922e-3,3.026736e-3,-1.245119e-2,-1.865026e-3
54500.000,10900,on,0.000000e0,-5.147333e-3,-1.548289e-3,3.599045e-3,-1.240835e-2,-9.589698e-4
54750.000,10950,on,0.000000e0,-4.586379e-3,-1.558935e-3,3.027444e-3,-1.242695e-2,-1.887141e-3
55000.000,11000,on,0.000000e0,-4.588164e-3,-1.553067e-3,3.035096e-3,-1.237180e-2,-1.875740e-3
55250.000,11050,on,0.000000e0,-4.618843e-3,-1.559507e-3,3.059336e-3,-1.232937e-2,-1.857122e-3
55500.000,11100,on,0.000000e0,-4.997624e-3,-1.564324e-3,3.433300e-3,-1.225470e-2,-1.162380e-3
55750.000,11150,on,0.000000e0,-4.692500e-3,-1.588647e-3,3.103853e-3,-1.227396e-2,-2.251009e-3
56000.000,11200,on,0.000000e0,-4.745115e-3,-1.589884e-3,3.155231e-3,-1.221224e-2,-1.782471e-3
56250.000,11250,on,0.000000e0,-4.706921e-3,-1.600585e-3,3.106335e-3,-1.216339e-2,-1.954818e-3
56500.000,11300,on,0.000000e0,-5.339008e-3,-1.602535e-3,3.736472e-3,-1.210856e-2,-9.233412e-4
