frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
104,520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,0.998323,0.995619,0.996741,0.996202,0.994054,0,0,0,0,0,1559,1596,1611,1613,1620
304,1520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.010893,0.977186,1.013557,0.978261,1.009194,24,-40,30,-40,27,1606,1611,1614,1610,1619
504,2520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.025068,0.960153,1.028353,0.961223,1.024338,24,-40,29,-40,28,1605,1602,1604,1601,1619
704,3520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.038524,0.941402,1.041712,0.941950,1.041644,26,-40,24,-40,32,1613,1596,1616,1596,1619
904,4520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.052660,0.924559,1.054010,0.923163,1.057314,27,-39,23,-40,31,1612,1586,1603,1566,1602
1104,5520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.068367,0.907028,1.068797,0.903475,1.072432,31,-41,27,-40,27,1613,1577,1616,1583,1620
1304,6520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.078002,0.892412,1.080243,0.900118,1.083428,29,-40,27,-40,29,1552,1536,1577,1462,1532
1504,7520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.095843,0.876229,1.091723,0.880119,1.097300,31,-40,27,-39,25,1502,1499,1558,1455,1548
1704,8520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.115635,0.871528,1.113525,0.875000,1.112439,31,-40,31,-41,24,1612,1498,1611,1506,1611
1904,9520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.127509,0.866913,1.120959,0.870348,1.130978,25,-40,24,-39,34,1613,1393,1564,1436,1610
2104,10520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.109742,0.891667,1.115438,0.876022,1.118581,26,-39,35,-41,24,663,370,489,504,841
2304,11520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.133257,0.856760,1.136721,0.860806,1.134328,30,-41,31,-40,28,1526,1264,1423,1135,1378
2504,12520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.103166,0.901060,1.126449,0.878598,1.136646,25,-40,31,-40,31,749,336,719,569,897
2704,13520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.123552,0.864836,1.134213,0.850485,1.141903,37,-39,22,-40,30,1065,717,1059,800,968
2904,14520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.098619,0.866319,1.138165,0.882998,1.134122,28,-41,33,-40,26,277,346,653,317,784
3104,15520,CC,CC,CC,CC,CC,0.040000,-0.040000,0.040000,-0.040000,0.040000,1.109698,0.863934,1.159708,0.861809,1.135535,32,-40,28,-40,28,399,380,728,566,648
