frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
103,515,OP,CC,CC,OP,OP,1.000000,-0.080000,0.080000,1.000000,1.000000,0.999313,0.996462,0.995695,0.996435,0.997363,0,0,0,0,0,1225,1466,1396,1453,1287
303,1515,OP,CC,CC,OP,OP,1.000000,-0.080000,0.080000,1.000000,1.000000,1.000000,0.957831,1.038982,1.000000,1.000000,1,-80,81,5,5,1610,1596,1617,1597,1608
503,2515,OP,CC,CC,OP,OP,1.000000,-0.080000,0.080000,1.000000,1.000000,1.000000,0.918446,1.082747,1.000000,1.000000,0,-79,81,2,0,1611,1597,1619,1614,1609
703,3515,CC,OP,OP,CC,CC,0.040000,1.000000,1.000000,-0.080000,0.040000,1.009923,0.970556,1.033098,0.980937,1.010298,20,92,-91,-39,19,1584,1570,1613,1606,1615
903,4515,CC,OP,OP,CC,CC,0.040000,1.000000,1.000000,-0.080000,0.040000,1.032591,0.995614,1.002163,0.943747,1.031978,40,46,-58,-80,40,1611,1594,1619,1601,1615
1103,5515,OP,OP,CC,CC,OP,1.000000,1.000000,0.080000,-0.080000,1.000000,1.052545,0.999449,1.000546,0.905495,1.053658,39,7,-4,-80,41,1597,1586,1602,1590,1615
1303,6515,OP,OP,CC,CC,OP,1.000000,1.000000,0.080000,-0.080000,1.000000,1.006513,0.999421,1.045121,0.865919,1.005711,-87,1,87,-80,-91,1459,1498,1543,1463,1346
1503,7515,OP,OP,CC,CC,OP,1.000000,1.000000,0.080000,-0.080000,1.000000,1.001086,1.000000,1.095341,0.830915,1.001096,-10,0,89,-79,-11,1611,1582,1616,1562,1595
1703,8515,CC,CC,OP,OP,CC,0.040000,-0.080000,1.000000,1.000000,0.040000,1.011407,0.979144,1.038399,0.947279,1.011413,19,-41,-105,182,18,1611,1592,1619,1534,1610
1903,9515,CC,CC,OP,OP,CC,0.040000,-0.080000,1.000000,1.000000,0.040000,1.033565,0.937679,1.004472,0.998786,1.033315,42,-79,-61,90,42,1498,1519,1559,1418,1601
2103,10515,OP,CC,CC,OP,OP,1.000000,-0.080000,0.080000,1.000000,1.000000,1.057922,0.893761,1.001644,1.000000,1.055066,41,-81,-7,2,42,1531,1549,1595,1499,1586
