step,time_fs,phase,ac_value,applied_i,v_cell_calc,v_cell_eis,foil_a_de,foil_b_de
800,54000.00,6.267478,5.999260e-2,-5.999260e-2,-5.181590e-2,-3.704806e-2,0,0
801,54005.00,0.000001,6.000000e-2,-6.000000e-2,-4.704085e-2,-2.338679e-2,0,0
802,54010.00,0.015709,5.999260e-2,-5.999260e-2,-4.607209e-2,-3.585156e-2,0,0
803,54015.00,0.031417,5.997039e-2,-5.997039e-2,-4.703147e-2,-3.014694e-2,0,0
804,54020.00,0.047125,5.993339e-2,-5.993339e-2,-5.680593e-2,-3.605406e-2,1,-1
805,54025.00,0.062833,5.988160e-2,-5.988160e-2,-5.808737e-2,-2.563703e-2,0,0
806,54030.00,0.078541,5.981503e-2,-5.981503e-2,-5.763850e-2,-3.496489e-2,0,0
807,54035.00,0.094249,5.973371e-2,-5.973371e-2,-6.817454e-2,-2.941461e-2,1,-1
808,54040.00,0.109957,5.963765e-2,-5.963765e-2,-7.257363e-2,-3.996768e-2,0,0
809,54045.00,0.125665,5.952687e-2,-5.952687e-2,-9.227083e-2,-3.577645e-2,0,0
810,54050.00,0.141373,5.940141e-2,-5.940141e-2,-7.676225e-2,-4.624692e-2,0,0
811,54055.00,0.157081,5.926128e-2,-5.926128e-2,-7.904510e-2,-4.960655e-2,1,-1
812,54060.00,0.172789,5.910654e-2,-5.910654e-2,-7.542073e-2,-4.727646e-2,0,0
813,54065.00,0.188497,5.893722e-2,-5.893722e-2,-7.334366e-2,-4.919562e-2,0,0
814,54070.00,0.204205,5.875335e-2,-5.875335e-2,-1.299455e-1,-4.124809e-2,1,-1
815,54075.00,0.219913,5.855498e-2,-5.855498e-2,-1.102421e-1,-5.035597e-2,0,0
816,54080.00,0.235620,5.834217e-2,-5.834217e-2,-1.535850e-1,-3.946247e-2,0,0
817,54085.00,0.251328,5.811497e-2,-5.811497e-2,-1.055202e-1,-3.912145e-2,1,-1
818,54090.00,0.267036,5.787342e-2,-5.787342e-2,-7.635127e-2,-5.292686e-2,0,0
819,54095.00,0.282744,5.761760e-2,-5.761760e-2,-7.587977e-2,-4.964671e-2,0,0
820,54100.00,0.298452,5.734755e-2,-5.734755e-2,-7.036314e-2,-4.817602e-2,0,0
821,54105.00,0.314160,5.706336e-2,-5.706336e-2,-7.462888e-2,-5.638303e-2,1,-1
822,54110.00,0.329868,5.676509e-2,-5.676509e-2,-7.441853e-2,-5.065740e-2,0,0
823,54115.00,0.345576,5.645282e-2,-5.645282e-2,-7.106536e-2,-5.083505e-2,0,0
824,54120.00,0.361284,5.612661e-2,-5.612661e-2,-8.035783e-2,-5.226925e-2,1,-1
825,54125.00,0.376992,5.578656e-2,-5.578656e-2,-7.926923e-2,-5.965574e-2,0,0
826,54130.00,0.392700,5.543274e-2,-5.543274e-2,-8.414408e-2,-4.453436e-2,0,0
827,54135.00,0.408408,5.506524e-2,-5.506524e-2,-8.388120e-2,-5.569475e-2,0,0
828,54140.00,0.424116,5.468416e-2,-5.468416e-2,-9.713820e-2,-5.720609e-2,1,-1
829,54145.00,0.439824,5.428958e-2,-5.428958e-2,-1.159230e-1,-5.234171e-2,0,0
830,54150.00,0.455532,5.388162e-2,-5.388162e-2,-9.718094e-2,-6.022066e-2,0,0
831,54155.00,0.471240,5.346035e-2,-5.346035e-2,-8.844665e-2,-7.064583e-2,0,0
832,54160.00,0.486948,5.302589e-2,-5.302589e-2,-9.390097e-2,-6.379461e-2,1,-1
833,54165.00,0.502656,5.257836e-2,-5.257836e-2,-9.442679e-2,-7.186178e-2,0,0
834,54170.00,0.518364,5.211784e-2,-5.211784e-2,-1.018392e-1,-8.019324e-2,0,0
835,54175.00,0.534072,5.164447e-2,-5.164447e-2,-1.713938e-1,-7.432015e-2,1,-1
836,54180.00,0.549780,5.115836e-2,-5.115836e-2,-1.187352e-1,-7.208212e-2,0,0
837,54185.00,0.565488,5.065962e-2,-5.065962e-2,-1.001739e-1,-7.229029e-2,0,0
838,54190.00,0.581196,5.014839e-2,-5.014839e-2,-9.703717e-2,-7.475986e-2,0,0
839,54195.00,0.596904,4.962478e-2,-4.962478e-2,-9.869122e-2,-6.608628e-2,1,-1
840,54200.00,0.612612,4.908893e-2,-4.908893e-2,-9.260730e-2,-7.245512e-2,0,0
841,54205.00,0.628320,4.854096e-2,-4.854096e-2,-9.420487e-2,-6.983984e-2,0,0
842,54210.00,0.644028,4.798102e-2,-4.798102e-2,-9.421064e-2,-6.878418e-2,0,0
843,54215.00,0.659736,4.740924e-2,-4.740924e-2,-9.387604e-2,-8.101927e-2,0,0
844,54220.00,0.675444,4.682576e-2,-4.682576e-2,-1.229128e-1,-8.000828e-2,1,-1
845,54225.00,0.691152,4.623073e-2,-4.623073e-2,-1.036853e-1,-7.726693e-2,0,0
846,54230.00,0.706860,4.562430e-2,-4.562430e-2,-9.488154e-2,-7.359496e-2,0,0
847,54235.00,0.722568,4.500660e-2,-4.500660e-2,-9.043689e-2,-6.884432e-2,0,0
848,54240.00,0.738276,4.437780e-2,-4.437780e-2,-9.173270e-2,-7.610448e-2,1,-1
849,54245.00,0.753983,4.373805e-2,-4.373805e-2,-9.003649e-2,-8.753205e-2,0,0
850,54250.00,0.769691,4.308751e-2,-4.308751e-2,-9.060977e-2,-7.588713e-2,0,0
851,54255.00,0.785399,4.242634e-2,-4.242634e-2,-9.216952e-2,-8.979125e-2,0,0
852,54260.00,0.801107,4.175470e-2,-4.175470e-2,-9.600486e-2,-7.871041e-2,0,0
853,54265.00,0.816815,4.107276e-2,-4.107276e-2,-1.068245e-1,-8.182884e-2,1,-1
854,54270.00,0.832523,4.038068e-2,-4.038068e-2,-1.145698e-1,-8.676695e-2,0,0
855,54275.00,0.848231,3.967864e-2,-3.967864e-2,-1.183342e-1,-8.444580e-2,0,0
856,54280.00,0.863939,3.896680e-2,-3.896680e-2,-1.188632e-1,-8.763313e-2,0,0
857,54285.00,0.879647,3.824537e-2,-3.824537e-2,-1.180167e-1,-8.136450e-2,0,0
858,54290.00,0.895355,3.751448e-2,-3.751448e-2,-1.167861e-1,-7.946213e-2,1,-1
859,54295.00,0.911063,3.677434e-2,-3.677434e-2,-1.045236e-1,-9.004881e-2,0,0
860,54300.00,0.926771,3.602513e-2,-3.602513e-2,-1.023158e-1,-9.317821e-2,0,0
861,54305.00,0.942479,3.526703e-2,-3.526703e-2,-1.024205e-1,-9.331592e-2,0,0
862,54310.00,0.958187,3.450023e-2,-3.450023e-2,-1.070393e-1,-8.927967e-2,0,0
