# v_dc=-9.975797e-2  i_dc=-6.416711e-7  freq=9.283e-4
t_rel_fs,v,i,v_ac,i_ac,actual_i,actual_i_ac,v_cap,is_recording
5.0000e0,-4.953646e-3,-2.915983e-3,9.480432e-2,-2.915341e-3,0.000000e0,6.960557e-4,-3.432337e1,0
1.0000e1,-3.993139e-5,-5.829486e-3,9.971804e-2,-5.828844e-3,0.000000e0,6.960557e-4,-3.432337e1,0
1.5000e1,-5.085954e-3,-8.738032e-3,9.467201e-2,-8.737390e-3,0.000000e0,6.960557e-4,-3.432337e1,0
2.0000e1,-8.985016e-3,-1.163915e-2,9.077295e-2,-1.163850e-2,0.000000e0,6.960557e-4,-3.432337e1,0
2.5000e1,-1.735997e-2,-1.453036e-2,8.239800e-2,-1.452972e-2,0.000000e0,6.960557e-4,-3.432337e1,0
3.0000e1,-1.022523e-2,-1.740922e-2,8.953274e-2,-1.740858e-2,0.000000e0,6.960557e-4,-3.432337e1,0
3.5000e1,-6.210160e-3,-2.027327e-2,9.354781e-2,-2.027262e-2,0.000000e0,6.960557e-4,-3.432337e1,0
4.0000e1,-6.152956e-3,-2.312008e-2,9.360501e-2,-2.311944e-2,0.000000e0,6.960557e-4,-3.432337e1,0
4.5000e1,-5.891408e-3,-2.594722e-2,9.386656e-2,-2.594658e-2,0.000000e0,6.960557e-4,-3.432337e1,0
5.0000e1,-5.988728e-3,-2.875230e-2,9.376924e-2,-2.875166e-2,0.000000e0,6.960557e-4,-3.432337e1,0
5.5000e1,-9.576710e-3,-3.153293e-2,9.018126e-2,-3.153229e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
6.0000e1,-7.523726e-3,-3.428673e-2,9.223424e-2,-3.428609e-2,0.000000e0,6.960557e-4,-3.432337e1,0
6.5000e1,-6.387662e-3,-3.701138e-2,9.337031e-2,-3.701074e-2,0.000000e0,6.960557e-4,-3.432337e1,0
7.0000e1,-2.196340e-2,-3.970455e-2,7.779457e-2,-3.970391e-2,0.000000e0,6.960557e-4,-3.432337e1,0
7.5000e1,-1.601048e-2,-4.236395e-2,8.374749e-2,-4.236331e-2,0.000000e0,6.960557e-4,-3.432337e1,0
8.0000e1,-9.742538e-3,-4.498733e-2,9.001543e-2,-4.498669e-2,0.000000e0,6.960557e-4,-3.432337e1,0
8.5000e1,-1.457903e-2,-4.757244e-2,8.517894e-2,-4.757180e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
9.0000e1,-1.961225e-2,-5.011709e-2,8.014572e-2,-5.011644e-2,0.000000e0,6.960557e-4,-3.432337e1,0
9.5000e1,-2.109473e-2,-5.261912e-2,7.866324e-2,-5.261848e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.0000e2,-9.575086e-3,-5.507640e-2,9.018288e-2,-5.507576e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
1.0500e2,-1.922499e-2,-5.748683e-2,8.053298e-2,-5.748619e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.1000e2,-2.336116e-2,-5.984838e-2,7.639681e-2,-5.984774e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.1500e2,-2.240609e-2,-6.215903e-2,7.735188e-2,-6.215839e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.2000e2,-2.011181e-2,-6.441681e-2,7.964616e-2,-6.441617e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
1.2500e2,-3.838632e-2,-6.661981e-2,6.137165e-2,-6.661916e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.3000e2,-3.352096e-2,-6.876614e-2,6.623701e-2,-6.876550e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.3500e2,-2.115478e-2,-7.085400e-2,7.860319e-2,-7.085336e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
1.4000e2,-4.064851e-2,-7.288159e-2,5.910946e-2,-7.288095e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.4500e2,-2.104140e-2,-7.484720e-2,7.871656e-2,-7.484656e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
1.5000e2,-2.131316e-2,-7.674915e-2,7.844480e-2,-7.674851e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.5500e2,-4.053147e-2,-7.858583e-2,5.922650e-2,-7.858519e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.6000e2,-2.962338e-2,-8.035568e-2,7.013459e-2,-8.035504e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
1.6500e2,-3.255188e-2,-8.205719e-2,6.720608e-2,-8.205654e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.7000e2,-2.967172e-2,-8.368891e-2,7.008625e-2,-8.368827e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
1.7500e2,-4.714427e-2,-8.524945e-2,5.261370e-2,-8.524880e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.8000e2,-2.916921e-2,-8.673748e-2,7.058875e-2,-8.673683e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.8500e2,-3.661600e-2,-8.815175e-2,6.314197e-2,-8.815111e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
1.9000e2,-5.050077e-2,-8.949105e-2,4.925720e-2,-8.949041e-2,0.000000e0,6.960557e-4,-3.432337e1,0
1.9500e2,-5.984975e-2,-9.075424e-2,3.990822e-2,-9.075360e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
2.0000e2,-7.521997e-2,-9.194025e-2,2.453800e-2,-9.193960e-2,0.000000e0,6.960557e-4,-3.432337e1,0
2.0500e2,-6.877304e-2,-9.304806e-2,3.098493e-2,-9.304742e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
2.1000e2,-6.098715e-2,-9.407674e-2,3.877082e-2,-9.407610e-2,0.000000e0,6.960557e-4,-3.432337e1,0
2.1500e2,-6.889951e-2,-9.502541e-2,3.085846e-2,-9.502476e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
2.2000e2,-6.999354e-2,-9.589326e-2,2.976443e-2,-9.589261e-2,0.000000e0,6.960557e-4,-3.432337e1,0
2.2500e2,-6.311318e-2,-9.667955e-2,3.664479e-2,-9.667891e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
2.3000e2,-5.768280e-2,-9.738362e-2,4.207516e-2,-9.738298e-2,0.000000e0,6.960557e-4,-3.432337e1,0
2.3500e2,-7.828932e-2,-9.800487e-2,2.146865e-2,-9.800423e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
2.4000e2,-7.410440e-2,-9.854277e-2,2.565357e-2,-9.854213e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
2.4500e2,-8.526511e-2,-9.899686e-2,1.449286e-2,-9.899622e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
2.5000e2,-8.280028e-2,-9.936675e-2,1.695769e-2,-9.936611e-2,0.000000e0,6.960557e-4,-3.432337e1,0
2.5500e2,-1.006956e-1,-9.965214e-2,-9.376565e-4,-9.965150e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
2.6000e2,-8.675440e-2,-9.985277e-2,1.300357e-2,-9.985213e-2,0.000000e0,6.960557e-4,-3.432337e1,0
2.6500e2,-9.039941e-2,-9.996849e-2,9.358554e-3,-9.996784e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
2.7000e2,-7.521805e-2,-9.999918e-2,2.453992e-2,-9.999854e-2,0.000000e0,6.960557e-4,-3.432337e1,0
2.7500e2,-9.521532e-2,-9.994482e-2,4.542648e-3,-9.994418e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
2.8000e2,-1.056986e-1,-9.980547e-2,-5.940647e-3,-9.980483e-2,0.000000e0,6.960557e-4,-3.432337e1,0
2.8500e2,-1.183517e-1,-9.958123e-2,-1.859376e-2,-9.958059e-2,-2.000000e-1,-1.993039e-1,-3.432337e1,0
