# v_dc=-2.218713e-1  i_dc=-5.183786e-9  freq=4.000e-4
t_rel_fs,v,i,v_ac,i_ac,actual_i,actual_i_ac,v_cap,is_recording
1.0000e1,-2.126589e-2,-2.513010e-3,2.006054e-1,-2.513005e-3,0.000000e0,8.000000e-4,-3.708897e1,0
2.0000e1,-2.123385e-2,-5.024433e-3,2.006374e-1,-5.024428e-3,0.000000e0,8.000000e-4,-3.708897e1,0
3.0000e1,-2.549030e-2,-7.532682e-3,1.963810e-1,-7.532677e-3,0.000000e0,8.000000e-4,-3.708897e1,0
4.0000e1,-3.141922e-2,-1.003617e-2,1.904521e-1,-1.003617e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.0000e1,-2.861760e-2,-1.253333e-2,1.932537e-1,-1.253332e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.0000e1,-2.038888e-2,-1.502256e-2,2.014824e-1,-1.502256e-2,0.000000e0,8.000000e-4,-3.708897e1,0
7.0000e1,-3.066698e-2,-1.750231e-2,1.912043e-1,-1.750231e-2,0.000000e0,8.000000e-4,-3.708897e1,0
8.0000e1,-2.543206e-2,-1.997100e-2,1.964392e-1,-1.997100e-2,0.000000e0,8.000000e-4,-3.708897e1,0
9.0000e1,-2.882761e-2,-2.242708e-2,1.930437e-1,-2.242708e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.0000e2,-2.601995e-2,-2.486900e-2,1.958513e-1,-2.486899e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.1000e2,-2.618530e-2,-2.729520e-2,1.956860e-1,-2.729520e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.2000e2,-2.809311e-2,-2.970417e-2,1.937782e-1,-2.970416e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3000e2,-2.724166e-2,-3.209437e-2,1.946296e-1,-3.209437e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.4000e2,-3.113082e-2,-3.446430e-2,1.907405e-1,-3.446429e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.5000e2,-3.268839e-2,-3.681247e-2,1.891829e-1,-3.681246e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.6000e2,-2.316080e-2,-3.913737e-2,1.987105e-1,-3.913737e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.7000e2,-2.780478e-2,-4.143757e-2,1.940665e-1,-4.143756e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.8000e2,-4.657456e-2,-4.371158e-2,1.752967e-1,-4.371158e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
1.9000e2,-4.432527e-2,-4.595799e-2,1.775460e-1,-4.595799e-2,0.000000e0,8.000000e-4,-3.708897e1,0
2.0000e2,-4.171227e-2,-4.817538e-2,1.801590e-1,-4.817537e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
2.1000e2,-4.242841e-2,-5.036233e-2,1.794429e-1,-5.036232e-2,0.000000e0,8.000000e-4,-3.708897e1,0
2.2000e2,-5.006587e-2,-5.251747e-2,1.718054e-1,-5.251747e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
2.3000e2,-4.333975e-2,-5.463945e-2,1.785316e-1,-5.463944e-2,0.000000e0,8.000000e-4,-3.708897e1,0
2.4000e2,-4.567938e-2,-5.672691e-2,1.761919e-1,-5.672690e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
2.5000e2,-5.257177e-2,-5.877854e-2,1.692995e-1,-5.877853e-2,0.000000e0,8.000000e-4,-3.708897e1,0
2.6000e2,-5.431550e-2,-6.079304e-2,1.675558e-1,-6.079304e-2,0.000000e0,8.000000e-4,-3.708897e1,0
2.7000e2,-6.300893e-2,-6.276915e-2,1.588624e-1,-6.276915e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
2.8000e2,-7.266963e-2,-6.470561e-2,1.492017e-1,-6.470561e-2,0.000000e0,8.000000e-4,-3.708897e1,0
2.9000e2,-6.651124e-2,-6.660121e-2,1.553601e-1,-6.660120e-2,0.000000e0,8.000000e-4,-3.708897e1,0
3.0000e2,-6.207020e-2,-6.845473e-2,1.598011e-1,-6.845472e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
3.1000e2,-5.294280e-2,-7.026502e-2,1.689285e-1,-7.026501e-2,0.000000e0,8.000000e-4,-3.708897e1,0
3.2000e2,-6.061813e-2,-7.203092e-2,1.612532e-1,-7.203091e-2,0.000000e0,8.000000e-4,-3.708897e1,0
3.3000e2,-8.469529e-2,-7.375132e-2,1.371760e-1,-7.375132e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
3.4000e2,-7.818420e-2,-7.542516e-2,1.436871e-1,-7.542515e-2,0.000000e0,8.000000e-4,-3.708897e1,0
3.5000e2,-8.985554e-2,-7.705134e-2,1.320158e-1,-7.705134e-2,0.000000e0,8.000000e-4,-3.708897e1,0
3.6000e2,-8.059681e-2,-7.862886e-2,1.412745e-1,-7.862886e-2,0.000000e0,8.000000e-4,-3.708897e1,0
3.7000e2,-8.767328e-2,-8.015671e-2,1.341980e-1,-8.015671e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
3.8000e2,-9.230042e-2,-8.163394e-2,1.295709e-1,-8.163394e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
3.9000e2,-1.016174e-1,-8.305960e-2,1.202539e-1,-8.305960e-2,0.000000e0,8.000000e-4,-3.708897e1,0
4.0000e2,-1.120673e-1,-8.443281e-2,1.098040e-1,-8.443281e-2,0.000000e0,8.000000e-4,-3.708897e1,0
4.1000e2,-9.939698e-2,-8.575269e-2,1.224743e-1,-8.575268e-2,0.000000e0,8.000000e-4,-3.708897e1,0
4.2000e2,-1.238210e-1,-8.701839e-2,9.805026e-2,-8.701839e-2,0.000000e0,8.000000e-4,-3.708897e1,0
4.3000e2,-1.243531e-1,-8.822914e-2,9.751817e-2,-8.822914e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
4.4000e2,-1.225724e-1,-8.938416e-2,9.929892e-2,-8.938416e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
4.5000e2,-1.223746e-1,-9.048272e-2,9.949669e-2,-9.048271e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
4.6000e2,-1.205474e-1,-9.152413e-2,1.013239e-1,-9.152413e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
4.7000e2,-1.302166e-1,-9.250773e-2,9.165468e-2,-9.250773e-2,0.000000e0,8.000000e-4,-3.708897e1,0
4.8000e2,-1.373146e-1,-9.343290e-2,8.455665e-2,-9.343290e-2,0.000000e0,8.000000e-4,-3.708897e1,0
4.9000e2,-1.556638e-1,-9.429907e-2,6.620749e-2,-9.429907e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.0000e2,-1.604953e-1,-9.510566e-2,6.137602e-2,-9.510566e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.1000e2,-1.653879e-1,-9.585219e-2,5.648335e-2,-9.585218e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.2000e2,-1.596996e-1,-9.653818e-2,6.217171e-2,-9.653817e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.3000e2,-1.599994e-1,-9.716319e-2,6.187190e-2,-9.716318e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.4000e2,-1.632910e-1,-9.772682e-2,5.858029e-2,-9.772682e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.5000e2,-1.783724e-1,-9.822873e-2,4.349891e-2,-9.822873e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.6000e2,-1.863948e-1,-9.866860e-2,3.547649e-2,-9.866859e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.7000e2,-1.891648e-1,-9.904615e-2,3.270645e-2,-9.904614e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.8000e2,-1.902511e-1,-9.936114e-2,3.162022e-2,-9.936113e-2,0.000000e0,8.000000e-4,-3.708897e1,0
5.9000e2,-1.966160e-1,-9.961336e-2,2.525530e-2,-9.961336e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.0000e2,-2.015848e-1,-9.980267e-2,2.028651e-2,-9.980267e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.1000e2,-2.203292e-1,-9.992895e-2,1.542118e-3,-9.992895e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.2000e2,-2.126089e-1,-9.999210e-2,9.262394e-3,-9.999210e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.3000e2,-2.148656e-1,-9.999210e-2,7.005748e-3,-9.999210e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.4000e2,-2.222221e-1,-9.992895e-2,-3.507768e-4,-9.992894e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.5000e2,-2.257669e-1,-9.980267e-2,-3.895644e-3,-9.980267e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.6000e2,-2.355155e-1,-9.961336e-2,-1.364416e-2,-9.961336e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.7000e2,-2.372551e-1,-9.936113e-2,-1.538383e-2,-9.936112e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.8000e2,-2.443028e-1,-9.904613e-2,-2.243151e-2,-9.904613e-2,0.000000e0,8.000000e-4,-3.708897e1,0
6.9000e2,-2.458942e-1,-9.866859e-2,-2.402287e-2,-9.866859e-2,0.000000e0,8.000000e-4,-3.708897e1,0
7.0000e2,-2.601284e-1,-9.822872e-2,-3.825708e-2,-9.822871e-2,0.000000e0,8.000000e-4,-3.708897e1,0
7.1000e2,-2.742377e-1,-9.772681e-2,-5.236642e-2,-9.772680e-2,0.000000e0,8.000000e-4,-3.708897e1,0
7.2000e2,-2.606212e-1,-9.716316e-2,-3.874995e-2,-9.716316e-2,0.000000e0,8.000000e-4,-3.708897e1,0
7.3000e2,-2.773970e-1,-9.653815e-2,-5.552568e-2,-9.653814e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
7.4000e2,-2.704392e-1,-9.585217e-2,-4.856791e-2,-9.585216e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
7.5000e2,-2.630676e-1,-9.510564e-2,-4.119631e-2,-9.510564e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
7.6000e2,-2.679668e-1,-9.429904e-2,-4.609554e-2,-9.429904e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
7.7000e2,-2.667676e-1,-9.343288e-2,-4.489626e-2,-9.343288e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
7.8000e2,-2.901300e-1,-9.250771e-2,-6.825869e-2,-9.250770e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
7.9000e2,-3.030786e-1,-9.152409e-2,-8.120729e-2,-9.152409e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
8.0000e2,-2.918100e-1,-9.048268e-2,-6.993874e-2,-9.048268e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
8.1000e2,-3.002682e-1,-8.938412e-2,-7.839693e-2,-8.938412e-2,0.000000e0,8.000000e-4,-3.708897e1,0
8.2000e2,-3.127353e-1,-8.822909e-2,-9.086396e-2,-8.822908e-2,0.000000e0,8.000000e-4,-3.708897e1,0
8.3000e2,-3.078096e-1,-8.701835e-2,-8.593829e-2,-8.701834e-2,0.000000e0,8.000000e-4,-3.708897e1,0
8.4000e2,-3.068306e-1,-8.575264e-2,-8.495929e-2,-8.575264e-2,0.000000e0,8.000000e-4,-3.708897e1,0
8.5000e2,-3.242903e-1,-8.443276e-2,-1.024190e-1,-8.443275e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
8.6000e2,-3.219242e-1,-8.305956e-2,-1.000529e-1,-8.305956e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
8.7000e2,-3.234036e-1,-8.163390e-2,-1.015323e-1,-8.163389e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
8.8000e2,-3.373629e-1,-8.015666e-2,-1.154916e-1,-8.015666e-2,0.000000e0,8.000000e-4,-3.708897e1,0
8.9000e2,-3.521993e-1,-7.862881e-2,-1.303280e-1,-7.862880e-2,0.000000e0,8.000000e-4,-3.708897e1,0
9.0000e2,-3.635654e-1,-7.705128e-2,-1.416941e-1,-7.705128e-2,0.000000e0,8.000000e-4,-3.708897e1,0
9.1000e2,-3.722047e-1,-7.542510e-2,-1.503334e-1,-7.542510e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
9.2000e2,-3.465837e-1,-7.375128e-2,-1.247124e-1,-7.375127e-2,0.000000e0,8.000000e-4,-3.708897e1,0
9.3000e2,-3.619790e-1,-7.203086e-2,-1.401077e-1,-7.203085e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
9.4000e2,-3.467177e-1,-7.026496e-2,-1.248464e-1,-7.026495e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
9.5000e2,-3.787937e-1,-6.845466e-2,-1.569224e-1,-6.845466e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
9.6000e2,-3.805178e-1,-6.660114e-2,-1.586465e-1,-6.660114e-2,0.000000e0,8.000000e-4,-3.708897e1,0
9.7000e2,-3.624322e-1,-6.470555e-2,-1.405609e-1,-6.470555e-2,0.000000e0,8.000000e-4,-3.708897e1,0
9.8000e2,-3.855227e-1,-6.276908e-2,-1.636514e-1,-6.276907e-2,0.000000e0,8.000000e-4,-3.708897e1,0
9.9000e2,-3.698078e-1,-6.079298e-2,-1.479365e-1,-6.079298e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.0000e3,-3.778211e-1,-5.877848e-2,-1.559498e-1,-5.877848e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
1.0100e3,-3.574444e-1,-5.672684e-2,-1.355731e-1,-5.672683e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.0200e3,-3.725693e-1,-5.463938e-2,-1.506980e-1,-5.463938e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.0300e3,-3.730623e-1,-5.251740e-2,-1.511910e-1,-5.251739e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.0400e3,-3.688612e-1,-5.036226e-2,-1.469899e-1,-5.036225e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.0500e3,-3.641236e-1,-4.817532e-2,-1.422523e-1,-4.817531e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.0600e3,-3.707367e-1,-4.595792e-2,-1.488654e-1,-4.595791e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.0700e3,-3.734758e-1,-4.371152e-2,-1.516045e-1,-4.371151e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.0800e3,-3.819403e-1,-4.143748e-2,-1.600690e-1,-4.143748e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
1.0900e3,-3.723901e-1,-3.913730e-2,-1.505188e-1,-3.913729e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.1000e3,-3.802289e-1,-3.681239e-2,-1.583576e-1,-3.681239e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.1100e3,-3.669175e-1,-3.446422e-2,-1.450462e-1,-3.446421e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.1200e3,-4.119955e-1,-3.209430e-2,-1.901242e-1,-3.209429e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.1300e3,-3.825509e-1,-2.970410e-2,-1.606796e-1,-2.970409e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.1400e3,-3.907374e-1,-2.729512e-2,-1.688661e-1,-2.729511e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.1500e3,-4.080405e-1,-2.486892e-2,-1.861692e-1,-2.486892e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.1600e3,-3.866110e-1,-2.242699e-2,-1.647397e-1,-2.242699e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.1700e3,-3.952546e-1,-1.997092e-2,-1.733833e-1,-1.997092e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.1800e3,-3.958381e-1,-1.750224e-2,-1.739668e-1,-1.750223e-2,-2.000000e-1,-1.992000e-1,-3.708897e1,0
1.1900e3,-3.890257e-1,-1.502248e-2,-1.671544e-1,-1.502247e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.2000e3,-4.059973e-1,-1.253325e-2,-1.841260e-1,-1.253324e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.2100e3,-4.235328e-1,-1.003608e-2,-2.016615e-1,-1.003608e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.2200e3,-4.032769e-1,-7.532599e-3,-1.814056e-1,-7.532594e-3,0.000000e0,8.000000e-4,-3.708897e1,0
1.2300e3,-4.192547e-1,-5.024359e-3,-1.973834e-1,-5.024353e-3,0.000000e0,8.000000e-4,-3.708897e1,0
1.2400e3,-4.187005e-1,-2.512921e-3,-1.968292e-1,-2.512916e-3,0.000000e0,8.000000e-4,-3.708897e1,0
1.2500e3,-4.363900e-1,8.026785e-8,-2.145187e-1,8.545164e-8,0.000000e0,8.000000e-4,-3.708897e1,0
1.2600e3,-4.249752e-1,2.513081e-3,-2.031039e-1,2.513086e-3,0.000000e0,8.000000e-4,-3.708897e1,0
1.2700e3,-4.101046e-1,5.024519e-3,-1.882333e-1,5.024524e-3,0.000000e0,8.000000e-4,-3.708897e1,0
1.2800e3,-4.192457e-1,7.532759e-3,-1.973744e-1,7.532764e-3,0.000000e0,8.000000e-4,-3.708897e1,0
1.2900e3,-4.240906e-1,1.003627e-2,-2.022193e-1,1.003627e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3000e3,-4.241692e-1,1.253341e-2,-2.022979e-1,1.253341e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3100e3,-4.199030e-1,1.502264e-2,-1.980317e-1,1.502264e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3200e3,-4.418620e-1,1.750240e-2,-2.199907e-1,1.750240e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3300e3,-4.441432e-1,1.997108e-2,-2.222719e-1,1.997109e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3400e3,-4.359514e-1,2.242717e-2,-2.140801e-1,2.242718e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3500e3,-4.151576e-1,2.486908e-2,-1.932863e-1,2.486908e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3600e3,-3.898626e-1,2.729527e-2,-1.679913e-1,2.729528e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3700e3,-3.908039e-1,2.970425e-2,-1.689326e-1,2.970426e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3800e3,-4.066544e-1,3.209445e-2,-1.847831e-1,3.209445e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.3900e3,-4.072612e-1,3.446437e-2,-1.853899e-1,3.446438e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.4000e3,-3.804821e-1,3.681254e-2,-1.586108e-1,3.681255e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.4100e3,-3.703983e-1,3.913745e-2,-1.485270e-1,3.913745e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.4200e3,-4.158576e-1,4.143765e-2,-1.939863e-1,4.143766e-2,2.000000e-1,2.008000e-1,-3.708897e1,0
1.4300e3,-4.133360e-1,4.371166e-2,-1.914647e-1,4.371167e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.4400e3,-4.158505e-1,4.595806e-2,-1.939792e-1,4.595807e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.4500e3,-4.172392e-1,4.817546e-2,-1.953680e-1,4.817546e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.4600e3,-3.850240e-1,5.036240e-2,-1.631527e-1,5.036241e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.4700e3,-3.954616e-1,5.251756e-2,-1.735904e-1,5.251756e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.4800e3,-4.038807e-1,5.463952e-2,-1.820094e-1,5.463952e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.4900e3,-3.902774e-1,5.672697e-2,-1.684061e-1,5.672697e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.5000e3,-3.758153e-1,5.877861e-2,-1.539440e-1,5.877862e-2,2.000000e-1,2.008000e-1,-3.708897e1,0
1.5100e3,-3.576439e-1,6.079311e-2,-1.357726e-1,6.079311e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.5200e3,-3.565642e-1,6.276920e-2,-1.346929e-1,6.276921e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.5300e3,-3.623196e-1,6.470568e-2,-1.404484e-1,6.470568e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.5400e3,-3.645440e-1,6.660126e-2,-1.426727e-1,6.660127e-2,0.000000e0,8.000000e-4,-3.708897e1,0
1.5500e3,-3.322610e-1,6.845479e-2,-1.103897e-1,6.845480e-2,2.000000e-1,2.008000e-1,-3.708897e1,0
1.5600e3,-3.535040e-1,7.026508e-2,-1.316327e-1,7.026508e-2,2.000000e-1,2.008000e-1,-3.708897e1,0
1.5700e3,-3.664829e-1,7.203097e-2,-1.446116e-1,7.203097e-2,0.000000e0,8.000000e-4,-3.708897e1,0
