target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.009360,-0.014992,-0.002816,0.092838,0.001775,4,-5
1.005,200.0,0.009360,-0.011940,-0.001290,0.115380,0.017847,0,1
1.005,300.0,0.012308,-0.005944,0.003182,0.066858,-0.066593,1,1
1.005,400.0,0.012289,-0.017910,-0.002811,0.009461,0.073846,1,-3
1.005,500.0,0.012308,-0.005979,0.003164,-0.027227,-0.092876,0,0
1.005,600.0,0.012308,-0.011958,0.000175,-0.063915,-0.048196,0,-2
1.005,700.0,0.009217,-0.014903,-0.002843,-0.044391,0.072939,-1,0
1.005,800.0,0.012308,-0.014903,-0.001298,0.025433,0.102314,0,0
1.005,900.0,0.009245,-0.005979,0.001633,0.047915,0.015476,0,2
1.005,1000.0,0.012327,-0.011958,0.000184,0.011228,0.080032,1,1
1.005,1100.0,0.009360,-0.003101,0.003130,-0.025460,-0.102069,0,0
1.005,1200.0,0.012012,-0.011905,0.000054,0.008857,-0.108194,-1,0
1.005,1300.0,0.012084,-0.006006,0.003039,-0.051499,-0.016929,1,0
1.005,1400.0,0.012251,-0.014925,-0.001337,-0.088187,0.000408,0,0
1.005,1500.0,0.012251,-0.017804,-0.002777,-0.039078,0.097276,-1,1
1.005,1600.0,0.015337,-0.008929,0.003204,-0.016595,0.164687,0,2
1.005,1700.0,0.006135,-0.002981,0.001577,0.068022,0.030204,-1,1
1.005,1800.0,0.009202,-0.002976,0.003113,0.081629,-0.056646,1,1
1.005,1900.0,0.009245,-0.011852,-0.001303,0.104112,0.024331,0,0
1.005,2000.0,0.018490,-0.008889,0.004801,0.017129,0.013890,2,0
1.005,2100.0,0.015385,-0.011834,0.001775,-0.034352,0.027065,-1,0
1.005,2200.0,0.012327,-0.008889,0.001719,-0.071039,-0.022047,0,1
1.005,2300.0,0.012308,-0.008902,0.001703,-0.042639,-0.037866,-1,-1
1.005,2400.0,0.009231,-0.008902,0.000164,-0.020157,-0.041913,0,0
1.005,2500.0,0.009202,-0.011869,-0.001333,0.002326,-0.016530,0,0
1.005,2600.0,0.009217,-0.008902,0.000157,0.024809,-0.032657,0,0
1.005,2700.0,0.012308,-0.017804,-0.002748,0.011790,0.125699,1,-1
1.005,2800.0,0.009360,-0.014815,-0.002727,-0.024898,0.159887,0,2
1.005,2900.0,0.012289,-0.005926,0.003181,-0.061586,0.107907,0,2
1.005,3000.0,0.009160,-0.003082,0.003039,-0.042062,-0.000196,-1,0
1.005,3100.0,0.006279,-0.008902,-0.001311,-0.019579,-0.069745,0,0
1.005,3200.0,0.006088,-0.014793,-0.004352,0.082791,0.046951,-1,-1
1.005,3300.0,0.009160,-0.011852,-0.001346,0.120068,0.074866,1,1
1.005,3400.0,0.015480,-0.005935,0.004773,-0.017270,0.005456,3,0
1.005,3500.0,0.015576,-0.014881,0.000348,-0.139637,0.027714,-1,-2
1.005,3600.0,0.003077,-0.011834,-0.004379,0.004091,0.105853,-4,2
1.005,3700.0,0.003082,-0.005917,-0.001418,0.076874,-0.023063,1,2
1.005,3800.0,0.009288,-0.011834,-0.001273,0.090480,-0.036520,2,-2
1.005,3900.0,0.012270,-0.011834,0.000218,0.130637,0.000166,1,0
1.005,4000.0,0.009231,-0.008942,0.000144,-0.016008,-0.019144,1,0
1.005,4100.0,0.006126,-0.008915,-0.001395,0.122017,-0.088078,-1,-2
1.005,4200.0,0.006042,-0.014859,-0.004408,0.165314,0.041408,1,-1
1.005,4300.0,0.018518,-0.012698,0.002910,-0.021686,0.139920,4,3
1.005,4400.0,0.015129,-0.008876,0.003126,-0.134831,0.105710,-1,1
1.005,4500.0,0.006052,-0.002963,0.001544,-0.100268,-0.061645,-2,1
1.005,4600.0,0.003026,-0.005926,-0.001450,0.005196,-0.175651,-1,-1
1.005,4700.0,0.012103,-0.017778,-0.002837,-0.016633,-0.058635,2,-4
1.005,4800.0,0.006052,-0.015314,-0.004631,0.035700,0.096467,-1,2
1.005,4900.0,0.009077,-0.005944,0.001567,0.052807,0.023879,1,2
1.005,5000.0,0.009119,-0.005935,0.001592,0.028619,-0.037102,1,1
1.005,5100.0,0.012084,-0.008915,0.001585,-0.007368,-0.021024,0,-2
1.005,5200.0,0.009119,-0.014859,-0.002870,-0.007958,0.048728,-1,-2
1.005,5300.0,0.006079,-0.008915,-0.001418,0.056349,0.041538,0,1
1.005,5400.0,0.012214,-0.006349,0.002932,0.008562,0.010372,2,1
1.005,5500.0,0.009259,-0.006260,0.001500,0.022721,-0.017956,-1,0
1.005,5600.0,0.012121,-0.008929,0.001596,-0.002028,0.006913,0,1
1.005,5700.0,0.012158,-0.006431,0.002864,-0.038716,-0.039112,0,0
1.005,5800.0,0.009036,-0.011817,-0.001390,0.010774,0.017755,0,0
1.005,5900.0,0.009063,-0.008889,0.000087,-0.017084,-0.028627,-1,1
1.005,6000.0,0.009063,-0.011834,-0.001385,0.008582,0.028390,1,-1
