target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.014771,-0.005908,0.004431,0.066617,-0.146382,6,-1
1.005,200.0,0.014771,-0.008876,0.002948,-0.028802,-0.142456,0,-2
1.005,300.0,0.014837,-0.011834,0.001501,-0.124222,-0.090971,0,-1
1.005,400.0,0.002963,-0.012442,-0.004739,0.001921,0.019528,-3,-1
1.005,500.0,0.005926,-0.011817,-0.002945,0.104431,0.085254,1,2
1.005,600.0,0.012158,-0.005908,0.003125,0.014979,0.083187,3,2
1.005,700.0,0.011817,-0.008863,0.001477,-0.021415,0.004368,0,-1
1.005,800.0,0.011869,-0.008876,0.001497,-0.057750,-0.018439,0,0
1.005,900.0,0.009009,-0.008902,0.000054,-0.032051,-0.041187,-1,0
1.005,1000.0,0.008863,-0.011834,-0.001486,-0.000443,-0.063934,0,-1
1.005,1100.0,0.008915,-0.008889,0.000013,0.022302,0.031819,0,-1
1.005,1200.0,0.011817,-0.008889,0.001464,-0.037665,0.012474,1,0
1.005,1300.0,0.005908,-0.011834,-0.002963,0.053027,0.004806,-1,1
1.005,1400.0,0.012048,-0.011976,0.000036,0.034415,0.041461,2,1
1.005,1500.0,0.008929,-0.008889,0.000020,-0.001920,0.042021,0,2
1.005,1600.0,0.008876,-0.008915,-0.000020,0.006056,-0.013393,-1,0
1.005,1700.0,0.008863,-0.011817,-0.001477,0.049480,0.016696,1,-1
1.005,1800.0,0.011834,-0.011799,0.000017,0.078135,0.029191,3,0
1.005,1900.0,0.011817,-0.008850,0.001484,0.012260,-0.008517,0,1
1.005,2000.0,0.011817,-0.011799,0.000009,-0.024075,0.009773,0,-1
1.005,2100.0,0.005961,-0.008850,-0.001444,-0.004284,-0.027987,-1,1
1.005,2200.0,0.008863,-0.011799,-0.001468,0.018461,0.025729,0,0
1.005,2300.0,0.011817,-0.011799,0.000009,-0.017874,0.061718,1,0
1.005,2400.0,0.008863,-0.005952,0.001455,0.022595,-0.040790,-1,1
1.005,2500.0,0.011817,-0.002959,0.004429,-0.031464,-0.066680,1,0
1.005,2600.0,0.011817,-0.011922,-0.000053,-0.067799,-0.021505,0,-1
1.005,2700.0,0.008863,-0.011852,-0.001495,-0.071581,0.038362,-1,0
1.005,2800.0,0.008863,-0.011817,-0.001477,-0.048895,0.083560,0,0
1.005,2900.0,0.005908,-0.005917,-0.000004,0.021118,0.004475,-1,3
1.005,3000.0,0.012084,-0.006154,0.002965,-0.003402,-0.077531,2,0
1.005,3100.0,0.011817,-0.011799,0.000009,-0.039737,-0.020858,0,-2
1.005,3200.0,0.006088,-0.008876,-0.001394,-0.076072,-0.034709,0,-1
1.005,3300.0,0.003115,-0.014749,-0.005817,-0.012072,0.078008,-2,0
1.005,3400.0,0.006192,-0.009174,-0.001491,0.037202,-0.032940,1,1
1.005,3500.0,0.011852,-0.011799,0.000026,0.012742,-0.029224,1,0
1.005,3600.0,0.008889,-0.008850,0.000020,-0.023593,-0.034682,0,0
1.005,3700.0,0.005944,-0.009160,-0.001608,0.005060,-0.040071,-1,0
1.005,3800.0,0.003086,-0.008969,-0.002941,0.027805,-0.053929,0,0
1.005,3900.0,0.009063,-0.008863,0.000100,-0.011484,-0.002973,1,-1
1.005,4000.0,0.008863,-0.008837,0.000013,0.014215,0.062148,-1,2
1.005,4100.0,0.008863,-0.008837,0.000013,0.036961,0.003490,0,0
1.005,4200.0,0.006182,-0.008837,-0.001327,-0.008236,-0.019779,1,0
1.005,4300.0,0.011852,-0.008863,0.001495,-0.044571,-0.054738,0,0
1.005,4400.0,0.008902,-0.011834,-0.001466,-0.012964,-0.065570,-1,-3
1.005,4500.0,0.006211,-0.018490,-0.006139,0.009781,0.102785,0,0
1.005,4600.0,0.008863,-0.005900,0.001482,0.032526,0.085370,0,3
1.005,4700.0,0.008863,-0.002954,0.002954,0.055271,-0.055480,0,1
1.005,4800.0,0.014771,-0.011994,0.001388,-0.057873,-0.040136,2,-2
1.005,4900.0,0.008929,-0.011799,-0.001435,-0.041036,0.016327,-2,0
1.005,5000.0,0.005908,-0.011799,-0.002945,0.046703,0.049464,-1,0
1.005,5100.0,0.008876,-0.005917,0.001479,0.042860,-0.026267,1,0
1.005,5200.0,0.008876,-0.012270,-0.001697,0.065605,0.071386,0,0
1.005,5300.0,0.011834,-0.008863,0.001486,0.005638,0.042819,1,0
1.005,5400.0,0.008889,-0.008863,0.000013,0.016567,-0.003569,-1,0
1.005,5500.0,0.005917,-0.012158,-0.003120,0.039312,-0.011638,0,0
1.005,5600.0,0.008876,-0.011799,-0.001462,-0.023609,0.041913,1,0
1.005,5700.0,0.008863,-0.005900,0.001482,0.007998,-0.022454,-1,2
1.005,5800.0,0.011817,-0.005908,0.002954,-0.016521,-0.065940,1,-1
1.005,5900.0,0.006116,-0.011799,-0.002842,-0.017408,-0.032927,-1,-1
1.005,6000.0,0.008863,-0.008863,0.000000,0.005337,-0.061607,0,0
1.005,6100.0,0.008863,-0.011799,-0.001468,0.028083,-0.005001,0,0
1.005,6200.0,0.011834,-0.012177,-0.000171,-0.005298,0.030988,1,0
1.005,6300.0,0.012270,-0.008850,0.001710,-0.041633,0.025678,0,1
1.005,6400.0,0.011817,-0.005900,0.002959,-0.077968,-0.068128,0,1
1.005,6500.0,0.005908,-0.008863,-0.001477,0.027494,-0.067394,-2,-2
1.005,6600.0,0.005926,-0.011799,-0.002937,0.053193,-0.004974,2,0
1.005,6700.0,0.008863,-0.011817,-0.001477,0.075938,0.010516,0,0
1.005,6800.0,0.005908,-0.008863,-0.001477,0.098683,-0.021118,0,0
1.005,6900.0,0.008863,-0.011799,-0.001468,0.142472,0.014872,1,0
1.005,7000.0,0.014881,-0.008863,0.003009,0.006188,-0.016686,2,0
1.005,7100.0,0.011976,-0.008863,0.001557,-0.032748,-0.010066,-1,0
1.005,7200.0,0.005908,-0.008863,-0.001477,0.013918,0.008303,-2,0
1.005,7300.0,0.008863,-0.008850,0.000007,-0.004429,0.032374,2,1
1.005,7400.0,0.008902,-0.005917,0.001492,0.033327,0.015429,-1,-1
1.005,7500.0,0.011799,-0.005926,0.002937,-0.026258,0.042640,1,0
1.005,7600.0,0.008863,-0.005917,0.001473,-0.006200,-0.056600,0,0
1.005,7700.0,0.006052,-0.017699,-0.005824,0.016808,0.030123,0,-2
1.005,7800.0,0.011799,-0.014771,-0.001486,0.039815,0.137248,1,0
1.005,7900.0,0.008942,-0.005908,0.001517,0.024476,0.064167,-1,3
1.005,8000.0,0.008969,-0.005900,0.001534,0.047483,0.005740,0,1
1.005,8100.0,0.006052,-0.005900,0.000076,-0.015051,-0.076266,1,0
1.005,8200.0,0.011905,-0.002954,0.004475,-0.015641,-0.196622,0,0
1.005,8300.0,0.008929,-0.011799,-0.001435,0.013266,-0.148736,-1,-2
1.005,8400.0,0.008955,-0.015152,-0.003098,-0.031570,0.019995,1,-2
1.005,8500.0,0.008942,-0.014749,-0.002904,-0.067557,0.079906,0,1
1.005,8600.0,0.005970,-0.014793,-0.004411,-0.062248,0.116243,-1,0
1.005,8700.0,0.006070,-0.005900,0.000085,-0.039241,-0.024814,0,3
1.005,8800.0,0.006098,-0.008863,-0.001383,-0.016233,-0.041974,0,-1
1.005,8900.0,0.005988,-0.008850,-0.001431,0.006774,-0.070866,0,0
1.005,9000.0,0.005944,-0.011799,-0.002928,0.029781,0.009371,0,-1
1.005,9100.0,0.008850,-0.008863,-0.000006,0.052789,-0.022204,0,0
1.005,9200.0,0.005944,-0.014749,-0.004403,0.075796,0.005286,0,-1
1.005,9300.0,0.014837,-0.011799,0.001519,0.016208,0.058837,2,1
1.005,9400.0,0.011852,-0.008850,0.001501,-0.031578,0.032877,-1,1
1.005,9500.0,0.012121,-0.008850,0.001636,-0.067565,0.003967,0,0
1.005,9600.0,0.008955,-0.008850,0.000053,-0.000310,-0.019042,-1,0
1.005,9700.0,0.003165,-0.011799,-0.004317,0.022697,0.002197,0,-1
1.005,9800.0,0.005952,-0.011799,-0.002924,0.033906,0.038186,1,0
1.005,9900.0,0.011905,-0.011817,0.000044,0.009717,0.074176,1,0
1.005,10000.0,0.009245,-0.005900,0.001673,-0.026269,-0.013731,0,2
1.005,10100.0,0.008969,-0.008863,0.000053,-0.062256,-0.051405,0,-2
1.005,10200.0,0.011852,-0.011799,0.000026,-0.098243,-0.029999,0,0
1.005,10300.0,0.005944,-0.014749,-0.004403,-0.051638,0.062152,-1,-1
1.005,10400.0,0.002967,-0.008850,-0.002941,0.012669,0.018664,0,2
1.005,10500.0,0.005926,-0.008850,-0.001462,0.020926,-0.004346,1,0
1.005,10600.0,0.011869,-0.008850,0.001510,0.008537,-0.027356,1,0
1.005,10700.0,0.009174,-0.011799,-0.001313,-0.027450,0.023383,0,-1
1.005,10800.0,0.009050,-0.011799,-0.001375,-0.063437,0.059373,0,0
1.005,10900.0,0.008955,-0.009146,-0.000096,-0.099424,0.007013,0,1
1.005,11000.0,0.002959,-0.008850,-0.002945,-0.032168,0.013415,-2,0
1.005,11100.0,0.006211,-0.008850,-0.001319,0.049839,-0.009595,1,0
1.005,11200.0,0.008876,-0.008850,0.000013,0.043347,-0.032605,0,0
1.005,11300.0,0.005917,-0.011799,-0.002941,0.066354,-0.040603,0,-1
1.005,11400.0,0.011799,-0.011799,-0.000000,0.018568,0.010071,1,0
1.005,11500.0,0.008876,-0.008876,0.000000,-0.017419,-0.041933,0,-1
1.005,11600.0,0.005935,-0.005935,0.000000,0.008538,-0.079237,0,0
1.005,11700.0,0.011905,-0.017699,-0.002897,-0.015650,0.083991,1,-1
1.005,11800.0,0.005997,-0.002959,0.001519,0.028006,0.022791,-1,3
1.005,11900.0,0.005935,-0.005908,0.000013,-0.019780,-0.061958,0,0
1.005,12000.0,0.008929,-0.011799,-0.001435,-0.017421,-0.026022,1,-1
1.005,12100.0,0.006135,-0.011799,-0.002832,-0.053407,0.042416,0,0
1.005,12200.0,0.005935,-0.008850,-0.001457,-0.089394,-0.018908,-1,1
1.005,12300.0,0.005917,-0.011799,-0.002941,-0.036890,-0.009346,0,-1
1.005,12400.0,0.005908,-0.008902,-0.001497,0.039217,-0.037967,-1,0
1.005,12500.0,0.015106,-0.011799,0.001653,-0.026330,0.012707,3,0
1.005,12600.0,0.012327,-0.011799,0.000264,-0.121257,0.001706,0,0
1.005,12700.0,0.008863,-0.002963,0.002950,-0.127748,-0.080368,-2,1
1.005,12800.0,0.002954,-0.014749,-0.005898,-0.063441,-0.008538,-1,-2
1.005,12900.0,0.000000,-0.008850,-0.004425,0.101157,0.024326,-1,2
1.005,13000.0,0.002981,-0.008850,-0.002934,0.203812,-0.022213,1,0
1.005,13100.0,0.014815,-0.008850,0.002983,-0.003266,-0.056987,4,0
1.005,13200.0,0.011869,-0.011799,0.000035,-0.089402,-0.012148,-1,-1
1.005,13300.0,0.008996,-0.012121,-0.001563,-0.116539,0.017968,-1,0
1.005,13400.0,0.003058,-0.005926,-0.001434,0.065759,-0.078657,-3,1
1.005,13500.0,0.009274,-0.011817,-0.001272,0.082868,0.045945,2,-2
1.005,13600.0,0.015038,-0.011817,0.001610,0.005581,0.105707,2,0
1.005,13700.0,0.012048,-0.008850,0.001599,-0.089405,0.132986,0,2
1.005,13800.0,0.006024,-0.005900,0.000062,-0.110642,-0.037349,-1,1
1.005,13900.0,0.002985,-0.011799,-0.004407,0.021512,-0.033849,-2,-2
1.005,14000.0,0.011799,-0.011799,-0.000000,0.071010,0.011015,2,0
1.005,14100.0,0.011799,-0.011817,-0.000009,0.005585,0.035257,0,0
1.005,14200.0,0.008863,-0.011799,-0.001468,0.022693,0.071247,0,0
1.005,14300.0,0.008863,-0.011817,-0.001477,0.045700,0.101421,0,0
1.005,14400.0,0.008876,-0.005908,0.001484,0.068707,0.001656,0,2
1.005,14500.0,0.008929,-0.008863,0.000033,0.015022,-0.044952,1,-1
1.005,14600.0,0.011817,-0.011799,0.000009,-0.020965,-0.014845,0,-1
1.005,14700.0,0.008850,-0.011799,-0.001475,-0.056952,0.009456,-1,0
1.005,14800.0,0.008876,-0.012121,-0.001623,-0.004447,0.021891,0,0
