target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.005952,-0.006024,-0.000036,0.184784,-0.155029,3,-2
1.005,200.0,0.005952,-0.012048,-0.003048,0.148507,-0.109468,2,-2
1.005,300.0,0.015601,-0.018957,-0.001678,0.082571,0.092899,3,-2
1.005,400.0,0.014925,-0.009050,0.002938,-0.012849,0.123845,0,2
1.005,500.0,0.008942,-0.009023,-0.000040,0.004185,0.080722,-1,2
1.005,600.0,0.008942,-0.006024,0.001459,0.027193,0.040537,0,0
1.005,700.0,0.008876,-0.012030,-0.001577,0.050200,0.000572,0,0
1.005,800.0,0.011834,-0.008969,0.001433,-0.012334,0.011027,1,0
1.005,900.0,0.008876,-0.008929,-0.000026,-0.009975,-0.023172,-1,0
1.005,1000.0,0.008850,-0.008915,-0.000033,0.013032,-0.042131,0,-1
1.005,1100.0,0.008876,-0.011905,-0.001514,0.036040,-0.025710,0,0
1.005,1200.0,0.011799,-0.006135,0.002832,0.029551,-0.165963,2,0
1.005,1300.0,0.011905,-0.012214,-0.000154,-0.006436,-0.172765,0,-1
1.005,1400.0,0.009245,-0.018809,-0.004782,0.007722,0.022785,0,-1
1.005,1500.0,0.009188,-0.003110,0.003039,0.030729,0.007119,0,2
1.005,1600.0,0.011799,-0.008942,0.001429,-0.014107,-0.002120,1,0
1.005,1700.0,0.011799,-0.011905,-0.000053,-0.050094,0.038959,0,1
1.005,1800.0,0.008850,-0.005988,0.001431,-0.003489,-0.056394,-1,0
1.005,1900.0,0.008850,-0.011958,-0.001554,0.019519,-0.023400,0,-2
1.005,2000.0,0.005900,-0.011922,-0.003011,0.092675,0.118651,0,1
1.005,2100.0,0.011799,-0.009050,0.001375,0.036039,-0.056895,2,0
1.005,2200.0,0.011834,-0.011905,-0.000035,0.015218,0.052606,3,0
1.005,2300.0,0.011834,-0.002990,0.004422,-0.020421,-0.069575,0,1
1.005,2400.0,0.011782,-0.008929,0.001427,-0.032496,-0.067128,0,-1
1.005,2500.0,0.005891,-0.011940,-0.003025,0.046736,-0.022831,-1,-2
1.005,2600.0,0.011782,-0.011905,-0.000061,0.014043,0.092255,2,1
1.005,2700.0,0.011782,-0.002990,0.004396,-0.021596,0.008291,0,2
1.005,2800.0,0.006126,-0.006211,-0.000043,-0.057235,-0.037123,0,1
1.005,2900.0,0.008837,-0.011905,-0.001534,-0.007456,0.012956,-1,-2
1.005,3000.0,0.008850,-0.011905,-0.001528,0.015813,0.051050,0,0
1.005,3100.0,0.008850,-0.008929,-0.000039,0.039083,-0.000096,0,1
1.005,3200.0,0.011799,-0.008942,0.001429,0.024062,-0.021525,1,0
1.005,3300.0,0.011887,-0.011905,-0.000009,-0.023359,0.031486,0,-1
1.005,3400.0,0.011834,-0.011922,-0.000044,-0.058998,0.069580,0,0
1.005,3500.0,0.011799,-0.006024,0.002888,-0.094637,0.000564,0,2
1.005,3600.0,0.005900,-0.008942,-0.001521,0.034672,-0.032647,-2,-2
1.005,3700.0,0.008850,-0.005979,0.001435,0.052048,-0.083449,1,0
1.005,3800.0,0.008837,-0.015038,-0.003101,0.075318,-0.054064,0,-1
1.005,3900.0,0.011782,-0.014903,-0.001561,0.033788,0.020059,1,0
1.005,4000.0,0.011782,-0.011922,-0.000070,-0.001850,0.020006,0,0
1.005,4100.0,0.011799,-0.012140,-0.000170,-0.037489,0.091013,0,0
1.005,4200.0,0.011799,-0.008942,0.001429,-0.073128,0.042987,0,1
1.005,4300.0,0.005891,-0.005952,-0.000031,0.003159,0.021497,-2,2
1.005,4400.0,0.008837,-0.008929,-0.000046,0.047047,-0.023742,1,-1
1.005,4500.0,0.008850,-0.008929,-0.000039,0.070317,-0.045171,0,0
