pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-2.618645e-3,-3.112079e-3,-2.400161e-1,-1.256270e-1,1.000000e-4,-4.934338e0
