pulse_idx,R0,R1,R2,tau1_fs,tau2_fs,rmse_mV,i_amp_eff
0,-1.7802123845860844,4.453305016447623e-25,5391.202343444539,7952.380759419688,999499.9999969809,49.36019207343818,0.06
