frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
58,290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.000000,0.998577,0.995928,0.999097,0.999050,0,0,0,0,0,1010,1175,998,878,823
258,1290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.007104,0.989668,1.003261,0.989059,1.002706,15,-20,11,-20,14,1600,1609,1610,1598,1618
458,2290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.014076,0.979284,1.009947,0.978865,1.007303,14,-20,15,-20,11,1475,1363,1479,1568,1550
658,3290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.022888,0.972146,1.017372,0.971054,1.015693,16,-20,12,-20,14,1605,1601,1612,1601,1618
858,4290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.030928,0.963328,1.026059,0.964364,1.019470,15,-20,16,-20,9,1613,1597,1612,1594,1619
1058,5290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.041598,0.954468,1.029497,0.956275,1.022714,19,-20,11,-20,11,1597,1527,1499,1531,1531
1258,6290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.044307,0.947217,1.034989,0.946021,1.030522,12,-20,15,-20,13,1553,1513,1542,1567,1572
1458,7290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.050139,0.940323,1.048422,0.936604,1.039024,12,-20,17,-20,12,1565,1563,1608,1584,1615
1658,8290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.049949,0.938041,1.041497,0.926636,1.048762,12,-20,13,-20,15,751,1271,1240,1283,1062
1858,9290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.068120,0.919623,1.063991,0.918888,1.054142,17,-20,15,-20,12,1605,1574,1614,1533,1617
2058,10290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.077511,0.916056,1.069437,0.911830,1.060097,18,-20,12,-20,11,1602,1545,1599,1562,1617
2258,11290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.085003,0.909245,1.080522,0.907865,1.065405,14,-20,19,-20,10,1617,1544,1608,1550,1620
2458,12290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.088367,0.905584,1.087417,0.910757,1.065304,12,-20,17,-20,15,1558,1507,1566,1462,1531
2658,13290,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.097997,0.907834,1.096897,0.901524,1.077591,14,-20,17,-20,11,1617,1506,1607,1476,1613
