frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
194,970,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.996101,0.995633,0.997375,0.997494,0.998695,0,0,0,0,0,1309,1144,1294,1366,1302
394,1970,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.999457,0.977124,1.018488,1.000000,0.998907,5,-40,40,4,3,1613,1606,1609,1613,1600
594,2970,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000582,0.957222,1.038656,1.000556,1.000000,1,-40,41,0,0,1489,1570,1555,1568,1599
794,3970,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.005450,0.986271,1.016260,0.990228,1.004918,10,47,-46,-20,10,1605,1591,1615,1612,1600
994,4970,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.015735,0.999454,1.001628,0.971678,1.016278,20,25,-26,-40,20,1613,1603,1613,1606,1613
1194,5970,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.026257,1.000000,1.000558,0.957373,1.024831,19,1,-2,-40,18,1560,1591,1562,1506,1542
1394,6970,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.001085,0.999452,1.021692,0.935573,1.003823,-47,0,40,-40,-39,1614,1594,1614,1586,1601
1594,7970,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000546,1.000000,1.045727,0.916804,1.000543,-3,1,43,-40,-9,1600,1604,1607,1585,1611
1794,8970,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.004197,0.988147,1.016403,0.972366,1.005134,8,-21,-50,96,11,1438,1373,1477,1507,1523
1994,9970,CC,CC,OP,OP,CC,0.020000,-0.040000,1.000000,1.000000,0.020000,1.012731,0.970896,1.000000,0.995134,1.015142,20,-40,-32,41,20,1341,1488,1457,1414,1421
2194,10970,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.025566,0.952064,1.000000,1.000000,1.028169,19,-40,-1,7,19,1139,1272,1146,976,1048
2394,11970,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.999320,0.930370,1.019678,1.000000,1.003989,-45,-40,43,1,-45,1240,1120,1447,1483,1525
2594,12970,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.002455,0.930583,1.038356,1.004094,1.000639,-3,-40,44,1,-5,992,764,865,747,1335
2794,13970,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.009909,0.975838,1.013063,0.989628,1.006031,7,106,-59,-21,9,981,1053,1301,1409,1428
2994,14970,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.011732,0.999102,1.000000,0.970686,1.018256,20,48,-27,-40,20,1219,884,1314,1271,1249
3194,15970,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.020525,1.001329,0.999370,0.952732,1.028501,19,4,-2,-40,19,988,1275,1358,1399,1384
3394,16970,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,0.996300,0.999153,1.017722,0.933032,1.005416,-46,0,42,-40,-45,851,951,955,1099,1247
