step,time_fs,phase,ac_value,applied_i,v_cell_calc,v_cell_eis,foil_a_de,foil_b_de
8001,90005.00,6.283185,1.000000e-1,-1.000000e-1,-3.115339e-1,-1.131292e-1,66,63
8002,90010.00,0.001571,9.999987e-2,-9.999987e-2,-1.975764e-1,-9.912072e-2,0,0
8003,90015.00,0.003141,9.999951e-2,-9.999951e-2,-2.511265e-1,-1.086965e-1,1,-1
8004,90020.00,0.004712,9.999889e-2,-9.999889e-2,-1.885362e-1,-1.199531e-1,0,0
8005,90025.00,0.006283,9.999803e-2,-9.999803e-2,-2.462310e-1,-1.197313e-1,1,-1
8006,90030.00,0.007854,9.999692e-2,-9.999692e-2,-1.765905e-1,-1.251453e-1,0,0
8007,90035.00,0.009424,9.999556e-2,-9.999556e-2,-2.403124e-1,-1.363190e-1,1,-1
8008,90040.00,0.010995,9.999396e-2,-9.999396e-2,-1.953094e-1,-1.382758e-1,0,0
8009,90045.00,0.012566,9.999210e-2,-9.999210e-2,-2.094390e-1,-1.347397e-1,1,-1
8010,90050.00,0.014136,9.999001e-2,-9.999001e-2,-2.606243e-1,-1.532087e-1,0,0
8011,90055.00,0.015707,9.998766e-2,-9.998766e-2,-2.042491e-1,-1.538217e-1,1,-1
8012,90060.00,0.017279,9.998508e-2,-9.998508e-2,-2.076769e-1,-1.509069e-1,0,0
8013,90065.00,0.018849,9.998224e-2,-9.998224e-2,-2.021369e-1,-1.465188e-1,1,-1
8014,90070.00,0.020420,9.997915e-2,-9.997915e-2,-1.948218e-1,-1.379310e-1,0,0
8015,90075.00,0.021991,9.997582e-2,-9.997582e-2,-1.982370e-1,-1.566001e-1,1,-1
8016,90080.00,0.023561,9.997224e-2,-9.997224e-2,-1.913093e-1,-1.577080e-1,0,0
8017,90085.00,0.025132,9.996843e-2,-9.996843e-2,-1.886205e-1,-1.631386e-1,1,-1
8018,90090.00,0.026703,9.996435e-2,-9.996435e-2,-1.929552e-1,-1.501639e-1,0,0
8019,90095.00,0.028274,9.996003e-2,-9.996003e-2,-2.264335e-1,-1.475596e-1,1,-1
8020,90100.00,0.029844,9.995547e-2,-9.995547e-2,-2.203353e-1,-1.529778e-1,0,0
8021,90105.00,0.031415,9.995066e-2,-9.995066e-2,-2.176739e-1,-1.722480e-1,1,-1
8022,90110.00,0.032987,9.994560e-2,-9.994560e-2,-2.168054e-1,-1.817278e-1,0,0
8023,90115.00,0.034557,9.994029e-2,-9.994029e-2,-2.252241e-1,-1.695721e-1,1,-1
8024,90120.00,0.036128,9.993475e-2,-9.993475e-2,-2.211034e-1,-1.574155e-1,0,0
8025,90125.00,0.037699,9.992895e-2,-9.992895e-2,-2.246652e-1,-1.556183e-1,1,-1
8026,90130.00,0.039269,9.992290e-2,-9.992290e-2,-2.227108e-1,-1.582973e-1,0,0
8027,90135.00,0.040840,9.991661e-2,-9.991661e-2,-2.283605e-1,-1.935417e-1,1,-1
8028,90140.00,0.042411,9.991008e-2,-9.991008e-2,-2.242674e-1,-1.881935e-1,0,0
8029,90145.00,0.043982,9.990330e-2,-9.990330e-2,-2.249948e-1,-1.921105e-1,1,-1
8030,90150.00,0.045552,9.989627e-2,-9.989627e-2,-2.375348e-1,-1.837234e-1,0,0
8031,90155.00,0.047123,9.988900e-2,-9.988900e-2,-2.669160e-1,-1.789601e-1,1,-1
8032,90160.00,0.048695,9.988146e-2,-9.988146e-2,-3.341902e-1,-1.973497e-1,0,0
8033,90165.00,0.050265,9.987369e-2,-9.987369e-2,-2.858282e-1,-2.153558e-1,1,-1
8034,90170.00,0.051836,9.986568e-2,-9.986568e-2,-2.671563e-1,-1.947784e-1,0,0
8035,90175.00,0.053407,9.985742e-2,-9.985742e-2,-2.985568e-1,-1.940279e-1,1,-1
8036,90180.00,0.054977,9.984891e-2,-9.984891e-2,-2.751296e-1,-1.935217e-1,0,0
8037,90185.00,0.056548,9.984016e-2,-9.984016e-2,-2.629117e-1,-1.979259e-1,1,-1
8038,90190.00,0.058119,9.983116e-2,-9.983116e-2,-2.755842e-1,-1.974046e-1,0,0
8039,90195.00,0.059690,9.982191e-2,-9.982191e-2,-2.905983e-1,-2.041321e-1,1,-1
8040,90200.00,0.061260,9.981242e-2,-9.981242e-2,-2.714487e-1,-2.183739e-1,0,0
8041,90205.00,0.062831,9.980268e-2,-9.980268e-2,-2.650408e-1,-2.060698e-1,0,0
8042,90210.00,0.064403,9.979268e-2,-9.979268e-2,-2.578174e-1,-1.947400e-1,1,-1
8043,90215.00,0.065973,9.978246e-2,-9.978246e-2,-2.780434e-1,-2.005908e-1,1,-1
8044,90220.00,0.067544,9.977198e-2,-9.977198e-2,-2.612788e-1,-2.139194e-1,0,0
8045,90225.00,0.069115,9.976126e-2,-9.976126e-2,-2.687783e-1,-2.163659e-1,0,0
8046,90230.00,0.070685,9.975028e-2,-9.975028e-2,-2.912180e-1,-2.137700e-1,1,-1
8047,90235.00,0.072256,9.973907e-2,-9.973907e-2,-2.748800e-1,-2.345366e-1,1,-1
