target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.009494,-0.005926,0.001784,0.190207,-0.149336,3,-1
1.005,200.0,0.012658,-0.017804,-0.002573,0.043026,0.031757,2,-4
1.005,300.0,0.014837,-0.011817,0.001510,-0.053710,0.059233,0,2
1.005,400.0,0.009404,-0.008915,0.000245,0.000890,0.009897,-2,1
1.005,500.0,0.006319,-0.009050,-0.001365,0.079228,-0.012850,1,0
1.005,600.0,0.012365,-0.008915,0.001725,0.068545,-0.035598,2,0
1.005,700.0,0.012579,-0.009036,0.001771,0.001483,-0.058345,0,0
1.005,800.0,0.006006,-0.008889,-0.001441,0.041245,-0.081093,1,0
1.005,900.0,0.006144,-0.012251,-0.003053,0.131453,-0.044755,1,-1
1.005,1000.0,0.012158,-0.011852,0.000153,0.094064,0.021065,2,0
1.005,1100.0,0.015432,-0.008929,0.003252,-0.005639,0.004285,1,1
1.005,1200.0,0.009146,-0.008889,0.000129,-0.069675,-0.018462,-1,0
1.005,1300.0,0.003044,-0.008929,-0.002942,0.032343,-0.041210,-2,0
1.005,1400.0,0.003044,-0.011869,-0.004413,0.110813,0.006945,1,-1
1.005,1500.0,0.011852,-0.011817,0.000017,0.076739,0.002106,2,0
1.005,1600.0,0.014815,-0.011817,0.001499,-0.025483,0.038444,1,0
1.005,1700.0,0.006135,-0.008969,-0.001417,-0.032832,0.006895,-2,1
1.005,1800.0,0.009331,-0.006079,0.001626,-0.010671,-0.015853,0,0
1.005,1900.0,0.017241,-0.006441,0.005400,0.011550,-0.038600,0,0
1.005,2000.0,0.003150,-0.009188,-0.003019,0.033771,-0.073129,0,0
1.005,2100.0,0.006182,-0.012251,-0.003034,0.091548,-0.016112,1,-1
1.005,2200.0,0.009404,-0.012214,-0.001405,-0.019563,0.005520,3,0
1.005,2300.0,0.006163,-0.009449,-0.001643,-0.032894,0.006406,0,1
1.005,2400.0,0.003120,-0.012698,-0.004789,0.016372,-0.016342,0,0
1.005,2500.0,0.003140,-0.009479,-0.003169,0.018145,-0.039089,0,0
1.005,2600.0,0.006116,-0.012251,-0.003067,0.040628,-0.002752,0,-1
1.005,2700.0,0.006116,-0.015314,-0.004599,0.042401,0.101533,1,0
1.005,2800.0,0.009174,-0.006144,0.001515,-0.009079,0.061078,1,2
1.005,2900.0,0.009077,-0.008915,0.000081,-0.036891,-0.020578,0,0
1.005,3000.0,0.003030,-0.008915,-0.002943,0.000384,-0.037505,-1,0
1.005,3100.0,0.006061,-0.011887,-0.002913,0.022867,0.022466,0,-1
1.005,3200.0,0.006250,-0.021739,-0.007745,0.045350,0.023510,0,0
1.005,3300.0,0.009119,-0.008889,0.000115,0.008662,0.012488,2,1
1.005,3400.0,0.009105,-0.008889,0.000108,-0.013233,-0.016151,0,0
1.005,3500.0,0.011834,-0.008863,0.001486,-0.014419,-0.038898,0,0
1.005,3600.0,0.009091,-0.008942,0.000075,-0.051106,-0.061646,0,0
1.005,3700.0,0.003030,-0.011852,-0.004411,0.033510,-0.013492,-2,-1
1.005,3800.0,0.011869,-0.011817,0.000026,0.005637,0.070114,2,0
1.005,3900.0,0.011923,-0.005988,0.002967,-0.030992,0.079863,0,3
1.005,4000.0,0.009063,-0.005988,0.001538,-0.017384,-0.031512,-1,0
1.005,4100.0,0.000000,-0.008889,-0.004444,-0.000853,-0.051305,0,-1
1.005,4200.0,0.003035,-0.011852,-0.004409,0.021630,0.002784,0,0
1.005,4300.0,0.003035,-0.011852,-0.004409,0.044112,0.015514,0,0
1.005,4400.0,0.003030,-0.008889,-0.002929,0.066595,-0.007234,0,1
1.005,4500.0,0.003044,-0.008969,-0.002962,0.127542,-0.029981,1,0
