target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.014670,-0.010850,0.001910,0.166862,-0.137278,3,-3
1.005,200.0,0.018634,-0.015924,0.001355,0.032543,-0.005917,3,-2
1.005,300.0,0.014948,-0.015221,-0.000136,-0.095860,0.089942,0,0
1.005,400.0,0.005979,-0.009132,-0.001577,-0.043791,0.031953,-2,2
1.005,500.0,0.005979,-0.009146,-0.001584,0.067455,0.009468,0,0
1.005,600.0,0.009105,-0.009539,-0.000217,0.024848,-0.013017,2,0
1.005,700.0,0.011958,-0.012177,-0.000109,-0.011840,0.008876,0,-1
1.005,800.0,0.006126,-0.012442,-0.003158,-0.048527,0.039670,-1,0
1.005,900.0,0.009132,-0.012365,-0.001616,0.003541,0.044404,0,0
1.005,1000.0,0.006240,-0.012780,-0.003270,0.026024,-0.004117,0,0
1.005,1100.0,0.008969,-0.012195,-0.001613,-0.004747,-0.041139,1,0
1.005,1200.0,0.008969,-0.018237,-0.004634,-0.041435,0.055525,0,-2
1.005,1300.0,0.006033,-0.009569,-0.001768,-0.018952,0.044904,-1,3
1.005,1400.0,0.005979,-0.015060,-0.004541,0.003531,0.067123,0,-1
1.005,1500.0,0.005979,-0.015221,-0.004621,0.026014,0.122191,0,0
1.005,1600.0,0.008982,-0.005979,0.001501,-0.037301,0.040641,1,3
1.005,1700.0,0.005979,-0.006135,-0.000078,-0.029611,-0.073327,-1,0
1.005,1800.0,0.006033,-0.011976,-0.002971,0.052047,0.026148,-1,-1
1.005,1900.0,0.012289,-0.014837,-0.001274,0.018318,0.122472,2,0
1.005,2000.0,0.008969,-0.008942,0.000013,0.058552,0.094429,0,2
1.005,2100.0,0.009050,-0.008955,0.000047,0.015947,0.060372,1,1
1.005,2200.0,0.011958,-0.006033,0.002962,-0.020741,-0.009259,0,1
1.005,2300.0,0.009050,-0.006061,0.001495,-0.001216,-0.090740,-1,0
1.005,2400.0,0.000000,-0.009740,-0.004870,0.021266,-0.086297,0,-1
1.005,2500.0,0.012289,-0.012158,0.000065,-0.012463,-0.031480,1,-1
1.005,2600.0,0.009217,-0.012739,-0.001761,-0.010690,0.005558,-1,0
1.005,2700.0,0.008969,-0.012177,-0.001604,-0.026668,0.042596,1,0
1.005,2800.0,0.008969,-0.012177,-0.001604,-0.027853,0.038396,-1,0
1.005,2900.0,0.008969,-0.012158,-0.001595,-0.005370,0.054299,0,1
1.005,3000.0,0.011958,-0.009119,0.001420,-0.050934,0.008512,1,0
1.005,3100.0,0.009202,-0.006088,0.001557,-0.028451,-0.025737,-1,0
1.005,3200.0,0.008969,-0.012140,-0.001585,-0.005968,-0.015905,0,0
1.005,3300.0,0.008969,-0.012103,-0.001567,0.016515,0.008668,0,0
1.005,3400.0,0.008969,-0.009105,-0.000068,0.038998,0.015653,0,0
1.005,3500.0,0.009077,-0.009119,-0.000021,0.023020,-0.036320,1,0
1.005,3600.0,-0.008811,-0.012140,-0.010475,-0.013668,-0.032361,0,0
1.005,3700.0,-0.008811,-0.012158,-0.010484,-0.050356,-0.054846,0,0
1.005,3800.0,-0.006042,-0.012140,-0.009091,0.043136,0.010903,-2,0
1.005,3900.0,0.012084,-0.009091,0.001497,0.050825,-0.029220,2,0
1.005,4000.0,0.010676,-0.016129,-0.002726,-0.015448,0.019260,0,-1
1.005,4100.0,0.012500,-0.012719,-0.000109,-0.022550,0.120606,1,0
1.005,4200.0,0.009360,-0.009631,-0.000135,-0.008943,0.151098,-1,1
1.005,4300.0,0.000000,-0.009524,-0.004762,0.013540,-0.025146,0,2
1.005,4400.0,0.009231,-0.009077,0.000077,0.036023,-0.027258,0,0
1.005,4500.0,0.008969,-0.009077,-0.000054,0.058506,0.006138,0,0
1.005,4600.0,0.014948,-0.009077,0.002935,-0.001851,-0.019723,2,0
1.005,4700.0,0.006061,-0.009852,-0.001896,-0.062207,0.033829,-1,0
1.005,4800.0,0.006154,-0.009245,-0.001546,-0.019014,0.001969,-1,1
1.005,4900.0,0.005988,-0.012103,-0.003057,0.038974,-0.032530,0,-1
1.005,5000.0,0.006042,-0.012103,-0.003030,0.120632,-0.020035,0,0
1.005,5100.0,0.009346,-0.012739,-0.001697,0.086902,-0.022225,2,0
1.005,5200.0,0.011958,-0.015129,-0.001585,-0.020791,0.028969,0,-1
1.005,5300.0,0.011976,-0.012121,-0.000073,-0.027893,0.047600,0,0
