target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.006309,-0.006107,0.000101,0.285250,-0.199408,4,-2
1.005,200.0,0.024653,-0.012270,0.006192,0.092920,-0.142013,7,-2
1.005,300.0,0.015408,-0.015244,0.000082,-0.114159,-0.025444,-1,-1
1.005,400.0,0.009231,-0.015244,-0.003007,-0.126548,0.070415,-2,0
1.005,500.0,0.000000,-0.015175,-0.007587,0.052801,0.166273,-3,0
1.005,600.0,0.000000,-0.009160,-0.004580,0.193802,0.102427,2,3
1.005,700.0,0.009509,-0.006098,0.001706,0.216810,0.011836,4,1
1.005,800.0,0.009390,-0.006107,0.001641,-0.075814,-0.069820,2,0
1.005,900.0,0.009302,-0.009174,0.000064,-0.102951,-0.083429,-2,-1
1.005,1000.0,0.000000,-0.013051,-0.006525,0.011503,-0.052661,-2,-1
1.005,1100.0,0.003101,-0.012598,-0.004749,0.105309,-0.015976,1,0
1.005,1200.0,0.009539,-0.013051,-0.001756,0.048671,0.020710,3,0
1.005,1300.0,0.012403,-0.009160,0.001621,-0.046315,0.018934,0,1
1.005,1400.0,0.009539,-0.006557,0.001491,-0.073452,-0.083431,-1,1
1.005,1500.0,0.003130,-0.012232,-0.004551,0.029448,-0.028995,-1,-2
1.005,1600.0,0.006202,-0.012232,-0.003015,0.040936,0.007691,1,0
1.005,1700.0,0.009317,-0.012232,-0.001458,-0.015320,0.044376,1,0
1.005,1800.0,0.006279,-0.006369,-0.000045,-0.015614,0.048459,-1,2
1.005,1900.0,0.006144,-0.006192,-0.000024,-0.036526,-0.062724,1,0
1.005,2000.0,0.009202,-0.012195,-0.001496,-0.072165,-0.108877,0,-2
1.005,2100.0,0.006135,-0.015314,-0.004589,-0.037113,0.019526,-1,-1
1.005,2200.0,0.000000,-0.015198,-0.007599,0.042119,0.133135,-1,2
1.005,2300.0,0.003101,-0.009132,-0.003016,0.077171,0.054437,1,2
1.005,2400.0,0.006211,-0.009119,-0.001454,0.059204,-0.056805,1,0
1.005,2500.0,0.009288,-0.012103,-0.001408,-0.044185,-0.052663,1,-2
1.005,2600.0,0.006182,-0.015106,-0.004462,-0.091606,0.034320,-1,-1
